species,individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthOfColonyinMetersCorrected,depthOfColonyinMeters,locationID,clusterID_num
Ahya1,Ahya_153b,RRAP-ECT01-2021-Ahya-MART-153_L2,-14.77953334,145.3605418,MART,NA,NA,NA,MART_139,197
Ahya1,Ahya_158b,RRAP-ECT01-2021-Ahya-MART-158_L2,-14.77942924,145.3601277,MART,NA,NA,NA,MART_140,198
Ahya1,Ahya_156b,RRAP-ECT01-2021-Ahya-MART-156b_L3,-14.77942522,145.3602739,MART,NA,NA,NA,MART_141,198
Ahya1,Ahya_157b,RRAP-ECT01-2021-Ahya-MART-157_L2,-14.77937635,145.3601987,MART,NA,NA,NA,MART_142,198
Ahya1,Ahya_154,RRAP-ECT01-2021-Ahya-MART-154_L2,-14.77910587,145.3608177,MART,NA,NA,NA,MART_143,199
Ahya1,Ahya_155b,RRAP-ECT01-2021-Ahya-MART-155_L2,-14.77906303,145.3607222,MART,NA,NA,NA,MART_144,199
Ahya1,Ahya_B41,RRAP-ECT01-2021-Ahya-B41_L3,-14.74339,145.51333,NDIR,NA,NA,NA,NDIR_2,203
Ahya1,Ahya_70b,RRAP-ECT01-2021-Ahya-NDIR-70,-14.74336929,145.5132594,NDIR,NA,NA,NA,NDIR_3,203
Ahya1,Ahya_71b,RRAP-ECT01-2021-Ahya-NDIR-71_L4,-14.74336199,145.5132533,NDIR,NA,NA,NA,NDIR_5,203
Ahya1,Ahya_72b,RRAP-ECT01-2021-Ahya-NDIR-72_L4,-14.74335043,145.5132808,NDIR,NA,NA,NA,NDIR_6,203
Ahya1,Ahya_68b,RRAP-ECT01-2021-Ahya-NDIR-68b_L3,-14.74333936,145.5131797,NDIR,NA,NA,NA,NDIR_7,203
Ahya1,Ahya_66,RRAP-ECT01-2021-Ahya-NDIR-66_L4,-14.74308849,145.5128912,NDIR,NA,NA,NA,NDIR_22,203
Ahya1,Ahya_67b,RRAP-ECT01-2021-Ahya-NDIR-67-LEG5346-10_L2,-14.74307081,145.5130658,NDIR,NA,NA,NA,NDIR_27,203
Ahya1,Ahya_65,RRAP-ECT01-2021-Ahya-NDIR-65_L2,-14.74306452,145.5129246,NDIR,NA,NA,NA,NDIR_32,203
Ahya1,Ahya_64,RRAP-ECT01-2021-Ahya-NDIR-64_L2,-14.74299084,145.5129556,NDIR,NA,NA,NA,NDIR_73,203
Ahya1,Ahya_63,RRAP-ECT01-2021-Ahya-NDIR-63_L4,-14.74296897,145.5129756,NDIR,NA,NA,NA,NDIR_80,203
Ahya1,Ahya_62,RRAP-ECT01-2021-Ahya-NDIR-62_L4,-14.74295866,145.5129679,NDIR,NA,NA,NA,NDIR_82,203
Ahya1,Ahya_61b,RRAP-ECT01-2021-Ahya-NDIR-61_L4,-14.74294759,145.5129375,NDIR,NA,NA,NA,NDIR_84,203
Ahya1,Ahya_60b,RRAP-ECT01-2021-Ahya-NDIR-60_L4,-14.74293058,145.5127109,NDIR,NA,NA,NA,NDIR_87,203
Ahya1,Ahya_57b,RRAP-ECT01-2021-Ahya-NDIR-57_L2,-14.74285606,145.5124947,NDIR,NA,NA,NA,NDIR_91,204
Ahya1,Ahya_58b,RRAP-ECT01-2021-Ahya-NDIR-58_L4,-14.74283854,145.5126526,NDIR,NA,NA,NA,NDIR_92,203
Ahya1,Ahya_59b,RRAP-ECT01-2021-Ahya-NDIR-59_L4,-14.74283846,145.5126495,NDIR,NA,NA,NA,NDIR_93,203
Ahya1,Ahya_56b,RRAP-ECT01-2021-Ahya-NDIR-56_L3,-14.74282622,145.5125197,NDIR,NA,NA,NA,NDIR_95,204
Ahya1,Ahya_55b,RRAP-ECT01-2021-Ahya-NDIR-55_L2,-14.74278566,145.512503,NDIR,NA,NA,NA,NDIR_96,204
Ahya1,Ahya_52b,RRAP-ECT01-2021-Ahya-NDIR-52_L4,-14.74268172,145.5125342,NDIR,NA,NA,NA,NDIR_101,204
Ahya1,Ahya_51b,RRAP-ECT01-2021-Ahya-NDIR-51_L4,-14.7426787,145.5125182,NDIR,NA,NA,NA,NDIR_102,204
Ahya1,Ahya_B33,RRAP-ECT01-2021-Ahya-B33_L3,-14.74263,145.51238,NDIR,NA,NA,NA,NDIR_106,204
Ahya1,Ahya_B34,RRAP-ECT01-2021-Ahya-B34_L3,-14.74263,145.51238,NDIR,NA,NA,NA,NDIR_106,204
Ahya1,Ahya_B40,RRAP-ECT01-2021-Ahya-B40_L3,-14.74263,145.51248,NDIR,NA,NA,NA,NDIR_107,204
Ahya1,Ahya_B37,RRAP-ECT01-2021-Ahya-B37_L3,-14.74262,145.5124,NDIR,NA,NA,NA,NDIR_108,204
Ahya1,Ahya_B38,RRAP-ECT01-2021-Ahya-B38_L3,-14.74262,145.5124,NDIR,NA,NA,NA,NDIR_108,204
Ahya1,Ahya_B39,RRAP-ECT01-2021-Ahya-B39_L3,-14.74262,145.51246,NDIR,NA,NA,NA,NDIR_109,204
Ahya1,Ahya_B22,RRAP-ECT01-2021-Ahya-B22_L3,-14.74258,145.51235,NDIR,NA,NA,NA,NDIR_117,204
Ahya1,Ahya_B46,RRAP-ECT01-2021-Ahya-B46_L3,-14.74255,145.51204,NDIR,NA,NA,NA,NDIR_131,204
Ahya1,Ahya_B18,RRAP-ECT01-2021-Ahya-B18_L3,-14.74253,145.51235,NDIR,NA,NA,NA,NDIR_145,204
Ahya1,Ahya_B17,RRAP-ECT01-2021-Ahya-B17_L3,-14.74252,145.51236,NDIR,NA,NA,NA,NDIR_150,204
Ahya1,Ahya_B4,RRAP-ECT01-2021-Ahya-B4_L3,-14.74249,145.51227,NDIR,NA,NA,NA,NDIR_154,204
Ahya1,Ahya_74b,RRAP-ECT01-2021-Ahya-NDIR-74_L2,-14.74241878,145.5121353,NDIR,NA,NA,NA,NDIR_162,204
Ahya1,Ahya_75b,RRAP-ECT01-2021-Ahya-NDIR-75_L2,-14.7424083,145.5121015,NDIR,NA,NA,NA,NDIR_164,204
Ahya1,Ahya_45b,RRAP-ECT01-2021-Ahya-NDIR-45b_L3,-14.74240403,145.5123213,NDIR,NA,NA,NA,NDIR_165,204
Ahya1,Ahya_46,RRAP-ECT01-2021-Ahya-NDIR-46,-14.74240378,145.5123154,NDIR,NA,NA,NA,NDIR_166,204
Ahya1,Ahya_B52,RRAP-ECT01-2021-Ahya-B52_L3,-14.7424,145.51202,NDIR,NA,NA,NA,NDIR_167,204
Ahya1,Ahya_73b,RRAP-ECT01-2021-Ahya-NDIR-73_L2,-14.74239699,145.5121812,NDIR,NA,NA,NA,NDIR_169,204
Ahya1,Ahya_B50,RRAP-ECT01-2021-Ahya-B50_L3,-14.74239,145.51208,NDIR,NA,NA,NA,NDIR_172,204
Ahya1,Ahya_76b,RRAP-ECT01-2021-Ahya-NDIR-76_L2,-14.74238383,145.5120494,NDIR,NA,NA,NA,NDIR_175,204
Ahya1,Ahya_44b,RRAP-ECT01-2021-Ahya-NDIR-44,-14.7423653,145.5123142,NDIR,NA,NA,NA,NDIR_179,204
Ahya1,Ahya_B54,RRAP-ECT01-2021-Ahya-B54_L3,-14.74236,145.51193,NDIR,NA,NA,NA,NDIR_181,204
Ahya1,Ahya_77b,RRAP-ECT01-2021-Ahya-NDIR-77_L2,-14.74234208,145.5120157,NDIR,NA,NA,NA,NDIR_184,204
Ahya1,Ahya_88,RRAP-ECT01-2021-Ahya-NDIR-88_L2,-14.74232163,145.5115359,NDIR,NA,NA,NA,NDIR_185,205
Ahya1,Ahya_86,RRAP-ECT01-2021-Ahya-NDIR-86_L4,-14.74229506,145.5115744,NDIR,NA,NA,NA,NDIR_187,205
Ahya1,Ahya_87,RRAP-ECT01-2021-Ahya-NDIR-87_L2,-14.74229179,145.5115843,NDIR,NA,NA,NA,NDIR_188,205
Ahya1,Ahya_90,RRAP-ECT01-2021-Ahya-NDIR-90_L4,-14.74227377,145.5114273,NDIR,NA,NA,NA,NDIR_189,205
Ahya1,Ahya_89,RRAP-ECT01-2021-Ahya-NDIR-89_L4,-14.74227193,145.5114833,NDIR,NA,NA,NA,NDIR_190,205
Ahya1,Ahya_85,RRAP-ECT01-2021-Ahya-NDIR-85_L4,-14.74225734,145.5116133,NDIR,NA,NA,NA,NDIR_191,205
Ahya1,Ahya_84b,RRAP-ECT01-2021-Ahya-NDIR-84_L4,-14.74225299,145.5115953,NDIR,NA,NA,NA,NDIR_192,205
Ahya1,Ahya_83b,RRAP-ECT01-2021-Ahya-NDIR-83_L4,-14.7422524,145.51159,NDIR,NA,NA,NA,NDIR_193,205
Ahya1,Ahya_91,RRAP-ECT01-2021-Ahya-NDIR-91,-14.74223589,145.5113843,NDIR,NA,NA,NA,NDIR_195,205
Ahya1,Ahya_94,RRAP-ECT01-2021-Ahya-NDIR-94_L4,-14.74222608,145.5113428,NDIR,NA,NA,NA,NDIR_196,205
Ahya1,Ahya_95b,RRAP-ECT01-2021-Ahya-NDIR-95_L2,-14.74222289,145.5113193,NDIR,NA,NA,NA,NDIR_197,205
Ahya1,Ahya_92,RRAP-ECT01-2021-Ahya-NDIR-92,-14.74222164,145.5113739,NDIR,NA,NA,NA,NDIR_198,205
Ahya1,Ahya_82b,RRAP-ECT01-2021-Ahya-NDIR-82,-14.74221694,145.511577,NDIR,NA,NA,NA,NDIR_199,205
Ahya1,Ahya_93,RRAP-ECT01-2021-Ahya-NDIR-93_L4,-14.74221108,145.5113548,NDIR,NA,NA,NA,NDIR_200,205
Ahya1,Ahya_81b,RRAP-ECT01-2021-Ahya-NDIR-81_L2,-14.74220982,145.5115903,NDIR,NA,NA,NA,NDIR_201,205
Ahya1,Ahya_80b,RRAP-ECT01-2021-Ahya-NDIR-80_L2,-14.74217537,145.5116169,NDIR,NA,NA,NA,NDIR_205,205
Ahya1,Ahya_B58,RRAP-ECT01-2021-Ahya-B58_L3,-14.74217,145.51167,NDIR,NA,NA,NA,NDIR_206,205
Ahya1,Ahya_78b,RRAP-ECT01-2021-Ahya-NDIR-78_L2,-14.7421581,145.5117952,NDIR,NA,NA,NA,NDIR_207,205
Ahya1,Ahya_96b,RRAP-ECT01-2021-Ahya-NDIR-96_L2,-14.74214729,145.5113578,NDIR,NA,NA,NA,NDIR_208,205
Ahya1,Ahya_79b,RRAP-ECT01-2021-Ahya-NDIR-79_L2,-14.74214553,145.5116461,NDIR,NA,NA,NA,NDIR_209,205
Ahya1,461,RRAP-ECO3-2021-Ahya-LIZA-461_L3,-14.6980975,145.445447,ONLI_FL1S,NA,NA,NA,ONLI_FL1S_2,286
Ahya1,462,RRAP-ECO3-2021-Ahya-LIZA-462_L3,-14.6980975,145.445447,ONLI_FL1S,NA,NA,NA,ONLI_FL1S_2,286
Ahya1,463,RRAP-ECO3-2021-Ahya-LIZA-463_L3,-14.6980975,145.445447,ONLI_FL1S,NA,NA,NA,ONLI_FL1S_2,286
Ahya1,Ahya_113b,RRAP-ECT01-2021-Ahya-NONA-113_L3,-14.65105872,145.638374,NONA,NA,NA,NA,NONA_35,212
Ahya1,Ahya_115b,RRAP-ECT01-2021-Ahya-NONA-115b_L3,-14.65103407,145.638288,NONA,NA,NA,NA,NONA_40,212
Ahya1,Ahya_114b,RRAP-ECT01-2021-Ahya-NONA-114_L3,-14.65103206,145.6383295,NONA,NA,NA,NA,NONA_42,212
Ahya1,Ahya_112b,RRAP-ECT01-2021-Ahya-NONA-112_L3,-14.65102888,145.6383849,NONA,NA,NA,NA,NONA_43,212
Ahya1,Ahya_111b,RRAP-ECT01-2021-Ahya-NONA-111_L3,-14.65101689,145.6383799,NONA,NA,NA,NA,NONA_45,212
Ahya1,Ahya_106b,RRAP-ECT01-2021-Ahya-NONA-106b_L4,-14.65101538,145.6384382,NONA,NA,NA,NA,NONA_46,212
Ahya1,Ahya_110b,RRAP-ECT01-2021-Ahya-NONA-110_L3,-14.65099636,145.6383884,NONA,NA,NA,NA,NONA_53,212
Ahya1,Ahya_107b,RRAP-ECT01-2021-Ahya-NONA-107_L4,-14.65099091,145.6384361,NONA,NA,NA,NA,NONA_55,212
Ahya1,Ahya_128b,RRAP-ECT01-2021-Ahya-NONA-128_L4,-14.65098873,145.6384038,NONA,NA,NA,NA,NONA_56,212
Ahya1,Ahya_103b,RRAP-ECT01-2021-Ahya-NONA-103b_L4,-14.65098856,145.6384714,NONA,NA,NA,NA,NONA_57,212
Ahya1,Ahya_102,RRAP-ECT01-2021-Ahya-NONA-102_L3,-14.65098512,145.6384826,NONA,NA,NA,NA,NONA_60,212
Ahya1,Ahya_129b,RRAP-ECT01-2021-Ahya-NONA-129,-14.65098387,145.6383354,NONA,NA,NA,NA,NONA_61,212
Ahya1,Ahya_109b,RRAP-ECT01-2021-Ahya-NONA-109_L2,-14.65097532,145.6384242,NONA,NA,NA,NA,NONA_62,212
Ahya1,Ahya_108b,RRAP-ECT01-2021-Ahya-NONA-108_L2,-14.6509723,145.6384345,NONA,NA,NA,NA,NONA_63,212
Ahya1,Ahya_105b,RRAP-ECT01-2021-Ahya-NONA-105_L3,-14.65096434,145.6384742,NONA,NA,NA,NA,NONA_65,212
Ahya1,Ahya_116b,RRAP-ECT01-2021-Ahya-NONA-116_L4,-14.65096258,145.63834,NONA,NA,NA,NA,NONA_66,212
Ahya1,Ahya_104b,RRAP-ECT01-2021-Ahya-NONA-104_L3,-14.65095445,145.6384332,NONA,NA,NA,NA,NONA_69,212
Ahya1,Ahya_101b,RRAP-ECT01-2021-Ahya-NONA-101_L4,-14.65092226,145.6384919,NONA,NA,NA,NA,NONA_83,212
Ahya1,Ahya_121b,RRAP-ECT01-2021-Ahya-NONA-121_L4,-14.65091765,145.6392311,NONA,NA,NA,NA,NONA_86,215
Ahya1,Ahya_126b,RRAP-ECT01-2021-Ahya-NONA-126_L4,-14.65090424,145.6384812,NONA,NA,NA,NA,NONA_94,212
Ahya1,Ahya_118b,RRAP-ECT01-2021-Ahya-NONA-118_L2,-14.65088965,145.638275,NONA,NA,NA,NA,NONA_97,212
Ahya1,Ahya_125b,RRAP-ECT01-2021-Ahya-NONA-125_L2,-14.65088815,145.6384346,NONA,NA,NA,NA,NONA_98,212
Ahya1,Ahya_99b,RRAP-ECT01-2021-Ahya-NONA-99_L2,-14.65088421,145.6385167,NONA,NA,NA,NA,NONA_101,212
Ahya1,Ahya_100b,RRAP-ECT01-2021-Ahya-NONA-100_L3,-14.65088219,145.6385087,NONA,NA,NA,NA,NONA_102,212
Ahya1,Ahya_119b,RRAP-ECT01-2021-Ahya-NONA-119_L3,-14.65087457,145.6382488,NONA,NA,NA,NA,NONA_104,212
Ahya1,Ahya_123b,RRAP-ECT01-2021-Ahya-NONA-123,-14.65086895,145.6383494,NONA,NA,NA,NA,NONA_106,212
Ahya1,Ahya_130b,RRAP-ECT01-2021-Ahya-NONA-130,-14.65086769,145.6383056,NONA,NA,NA,NA,NONA_107,212
Ahya1,Ahya_127b,RRAP-ECT01-2021-Ahya-NONA-127_L2,-14.65086241,145.6383748,NONA,NA,NA,NA,NONA_108,212
Ahya1,Ahya_122b,RRAP-ECT01-2021-Ahya-NONA-122,-14.65083861,145.6392903,NONA,NA,NA,NA,NONA_115,215
Ahya1,Ahya_98b,RRAP-ECT01-2021-Ahya-NONA-98_L2,-14.65083743,145.6385368,NONA,NA,NA,NA,NONA_116,212
Ahya1,Ahya_97b,RRAP-ECT01-2021-Ahya-NONA-97b_L3,-14.65082838,145.6385369,NONA,NA,NA,NA,NONA_118,212
Ahya1,Ahya_124b,RRAP-ECT01-2021-Ahya-NONA-124,-14.65082461,145.638413,NONA,NA,NA,NA,NONA_121,212
Ahya1,Ahya_120b,RRAP-ECT01-2021-Ahya-NONA-120_L4,-14.65076476,145.6383714,NONA,NA,NA,NA,NONA_127,212
Ahya1,474,RRAP-ECO3-2021-Ahya-LIZA-474_L3,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
Ahya1,475,RRAP-ECO3-2021-Ahya-LIZA-475_L3,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
Ahya1,476,RRAP-ECO3-2021-Ahya-LIZA-476_L3,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
Ahya1,477,RRAP-ECO3-2021-Ahya-LIZA-477_L3,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
Ahya1,478,RRAP-ECO3-2021-Ahya-LIZA-478_L3,-14.649439,145.492935,ONLI_FR2S,NA,NA,NA,ONLI_FR2S_1,300
Ahya1,Ahya_42b,RRAP-ECT01-2021-Ahya-HICK-42,-14.47512022,145.5023274,HICK,NA,NA,NA,HICK_19,153
Ahya1,Ahya_41b,RRAP-ECT01-2021-Ahya-HICK-41,-14.4751157,145.5024132,HICK,NA,NA,NA,HICK_21,153
Ahya1,Ahya_43b,RRAP-ECT01-2021-Ahya-HICK-43,-14.47510731,145.5023146,HICK,NA,NA,NA,HICK_22,153
Ahya1,Ahya_38b,RRAP-ECT01-2021-Ahya-HICK-38b_L4,-14.47507236,145.5024813,HICK,NA,NA,NA,HICK_33,153
Ahya1,Ahya_40b,RRAP-ECT01-2021-Ahya-HICK-40_L3,-14.47506272,145.5024348,HICK,NA,NA,NA,HICK_35,153
Ahya1,Ahya_37b,RRAP-ECT01-2021-Ahya-HICK-37b_L4,-14.47504621,145.5025375,HICK,NA,NA,NA,HICK_41,153
Ahya1,Ahya_39b,RRAP-ECT01-2021-Ahya-HICK-39b_L3,-14.47504512,145.5024632,HICK,NA,NA,NA,HICK_42,153
Ahya1,Ahya_36b,RRAP-ECT01-2021-Ahya-HICK-36_L4,-14.47496147,145.5026533,HICK,NA,NA,NA,HICK_54,153
Ahya1,Ahya_35b,RRAP-ECT01-2021-Ahya-HICK-35_L2,-14.47487027,145.502861,HICK,NA,NA,NA,HICK_72,153
Ahya1,Ahya_34b,RRAP-ECT01-2021-Ahya-HICK-34,-14.47485753,145.5028835,HICK,NA,NA,NA,HICK_74,153
Ahya1,Ahya_33b,RRAP-ECT01-2021-Ahya-HICK-33b_L4,-14.47479056,145.5029511,HICK,NA,NA,NA,HICK_93,153
Ahya1,Ahya_32b,RRAP-ECT01-2021-Ahya-HICK-32_L4,-14.47473994,145.5031248,HICK,NA,NA,NA,HICK_97,153
Ahya1,Ahya_30b,RRAP-ECT01-2021-Ahya-HICK-30_L3,-14.47467707,145.5032157,HICK,NA,NA,NA,HICK_103,153
Ahya1,Ahya_29b,RRAP-ECT01-2021-Ahya-HICK-29_L4,-14.474651,145.5032643,HICK,NA,NA,NA,HICK_106,153
Ahya1,Ahya_28b,RRAP-ECT01-2021-Ahya-HICK-28_L3,-14.47464027,145.5032676,HICK,NA,NA,NA,HICK_107,153
Ahya1,Ahya_27b,RRAP-ECT01-2021-Ahya-HICK-27_L2,-14.47457892,145.5033001,HICK,NA,NA,NA,HICK_111,153
Ahya1,Ahya_26b,RRAP-ECT01-2021-Ahya-HICK-26_L4,-14.4745272,145.5033099,HICK,NA,NA,NA,HICK_113,153
Ahya1,Ahya_25b,RRAP-ECT01-2021-Ahya-HICK-25_L2,-14.47448001,145.5033776,HICK,NA,NA,NA,HICK_116,153
Ahya1,Ahya_24b,RRAP-ECT01-2021-Ahya-HICK-24_L3,-14.47447498,145.5033838,HICK,NA,NA,NA,HICK_117,153
Ahya1,Ahya_23b,RRAP-ECT01-2021-Ahya-HICK-23_L2,-14.47438924,145.5034631,HICK,NA,NA,NA,HICK_119,155
Ahya1,Ahya_22b,RRAP-ECT01-2021-Ahya-HICK-22_L3,-14.47428186,145.5036204,HICK,NA,NA,NA,HICK_120,156
Ahya1,Ahya_21b,RRAP-ECT01-2021-Ahya-HICK-21_L2,-14.47425638,145.5036686,HICK,NA,NA,NA,HICK_121,156
Ahya1,Ahya_20b,RRAP-ECT01-2021-Ahya-HICK-20,-14.47423476,145.5037072,HICK,NA,NA,NA,HICK_122,156
Ahya1,Ahya_19b,RRAP-ECT01-2021-Ahya-HICK-19_L3,-14.47413677,145.5038358,HICK,NA,NA,NA,HICK_125,156
Ahya1,Ahya_18b,RRAP-ECT01-2021-Ahya-HICK-18_L2,-14.47411087,145.5038803,HICK,NA,NA,NA,HICK_126,156
Ahya1,Ahya_17b,RRAP-ECT01-2021-Ahya-HICK-17_L2,-14.47406813,145.5039478,HICK,NA,NA,NA,HICK_127,156
Ahya1,Ahya_16b,RRAP-ECT01-2021-Ahya-HICK-16_L2,-14.47404055,145.5039838,HICK,NA,NA,NA,HICK_128,156
Ahya1,Ahya_14b,RRAP-ECT01-2021-Ahya-HICK-14_L2,-14.47397668,145.5040518,HICK,NA,NA,NA,HICK_130,156
Ahya1,Ahya_15b,RRAP-ECT01-2021-Ahya-HICK-15_L2,-14.47396805,145.5040515,HICK,NA,NA,NA,HICK_131,156
Ahya1,Ahya_13b,RRAP-ECT01-2021-Ahya-HICK-13_L3,-14.47390568,145.5041231,HICK,NA,NA,NA,HICK_132,156
Ahya1,Ahya_12b,RRAP-ECT01-2021-Ahya-HICK-12_L2,-14.47381935,145.5042618,HICK,NA,NA,NA,HICK_133,157
Ahya1,Ahya_11b,RRAP-ECT01-2021-Ahya-HICK-11,-14.47375062,145.5043475,HICK,NA,NA,NA,HICK_134,157
Ahya1,Ahya_10b,RRAP-ECT01-2021-Ahya-HICK-10_L4,-14.47368407,145.504462,HICK,NA,NA,NA,HICK_135,158
Ahya1,Ahya_9b,RRAP-ECT01-2021-Ahya-HICK-9_L2,-14.47367895,145.5044997,HICK,NA,NA,NA,HICK_136,158
Ahya1,Ahya_8b,RRAP-ECT01-2021-Ahya-HICK-8_L4,-14.47358801,145.5046293,HICK,NA,NA,NA,HICK_137,159
Ahya1,Ahya_2b,RRAP-ECT01-2021-Ahya-HICK-2_L4,-14.42957648,145.4506239,HICK,NA,NA,NA,HICK_138,160
Ahya1,Ahya_1b,RRAP-ECT01-2022-Ahya-HICK-1b_L1,-14.4295427,145.4505575,HICK,NA,NA,NA,HICK_139,160
Ahya1,Ahya_3b,RRAP-ECT01-2021-Ahya-HICK-3,-14.42905328,145.4509223,HICK,NA,NA,NA,HICK_140,161
Ahya1,Ahya_4b,RRAP-ECT01-2021-Ahya-HICK-4_L4,-14.42899436,145.4512097,HICK,NA,NA,NA,HICK_141,162
Ahya1,Ahya_5b,RRAP-ECT01-2021-Ahya-HICK-5_L2,-14.4289765,145.4512073,HICK,NA,NA,NA,HICK_142,162
Ahya1,Ahya_6b,RRAP-ECT01-2021-Ahya-HICK-6_L2,-14.42887978,145.451713,HICK,NA,NA,NA,HICK_143,163
Ahya1,1142,RRAP-ECO3-2022-Ahya-TSDU-1142_L2,-9.9312,143.00543,TSDU_FR1S,NA,NA,NA,TSDU_FR1S_1,384
Ahya2,Ahya_24a,RRAP-ECT01-2021-Ahya-21550-24_L3,-21.96295755,152.3072373,21-550,NA,NA,NA,21-550_8,1
Ahya2,Ahya_23a,RRAP-ECT01-2021-Ahya-21550-23_L3,-21.96292897,152.3072169,21-550,NA,NA,NA,21-550_10,1
Ahya2,Ahya_22a,RRAP-ECT01-2021-Ahya-21550-22_L3,-21.96292494,152.3072086,21-550,NA,NA,NA,21-550_11,1
Ahya2,Ahya_3a,RRAP-ECT01-2021-Ahya-21550-3_L4,-21.96281531,152.3074759,21-550,NA,NA,NA,21-550_22,2
Ahya2,163,RRAP-ECO3-2021-Ahya-OCLB-163_L4,-18.949409,147.701664,OCLB,NA,NA,NA,OCLB_2,278
Ahya2,166,RRAP-ECO3-2021-Ahya-OCLB-166_L4,-18.949409,147.701664,OCLB,NA,NA,NA,OCLB_2,278
Ahya2,109,RRAP-ECO3-2021-Ahya-OCLB-109_L4,-18.949114,147.693065,OCLB,NA,NA,NA,OCLB_8,282
Ahya2,113,RRAP-ECO3-2021-Ahya-OCLB-113_L4,-18.949114,147.693065,OCLB,NA,NA,NA,OCLB_8,282
Ahya2,116,RRAP-ECO3-2021-Ahya-OCLB-116_L4,-18.949114,147.693065,OCLB,NA,NA,NA,OCLB_8,282
Ahya2,94,RRAP-ECO3-2021-Ahya-OCLB-94_L4,-18.949114,147.693065,OCLB,NA,NA,NA,OCLB_8,282
Ahya2,100,RRAP-ECO3-2021-Ahya-OCLB-100_L4,-18.944082,147.699448,OCLB,NA,NA,NA,OCLB_9,283
Ahya2,102,RRAP-ECO3-2021-Ahya-OCLB-102_L4,-18.944082,147.699448,OCLB,NA,NA,NA,OCLB_9,283
Ahya2,88,RRAP-ECO3-2021-Ahya-OCLB-88_L4,-18.944082,147.699448,OCLB,NA,NA,NA,OCLB_9,283
Ahya2,BLCH12A,RRAP-ECO3-2022-Ahya-BLCH12A_L2,-18.8259,147.62727,OCDA,NA,NA,NA,OCDA_57,255
Ahya2,BLCH14A,RRAP-ECO3-2022-Ahya-BLCH14A_L2,-18.8259,147.62727,OCDA,NA,NA,NA,OCDA_57,255
Ahya2,BLCH211A,RRAP-ECO3-2022-Ahya-BLCH211A_L2,-18.5722065,146.4953325,PAOR,NA,NA,NA,PAOR_1,330
Ahya2,BLCH212A,RRAP-ECO3-2022-Ahya-BLCH212A_L2,-18.5722065,146.4953325,PAOR,NA,NA,NA,PAOR_1,330
Ahya2,BLCH213A,RRAP-ECO3-2022-Ahya-BLCH213A_L2,-18.5722065,146.4953325,PAOR,NA,NA,NA,PAOR_1,330
Ahya2,BLCH214A,RRAP-ECO3-2022-Ahya-BLCH214A_L2,-18.5722065,146.4953325,PAOR,NA,NA,NA,PAOR_1,330
Ahya2,BLCH215A,RRAP-ECO3-2022-Ahya-BLCH215A_L2,-18.5722065,146.4953325,PAOR,NA,NA,NA,PAOR_1,330
Ahya2,BLCH218A,RRAP-ECO3-2022-Ahya-BLCH218A_L2,-18.5720195,146.495155,PAOR,NA,NA,NA,PAOR_2,331
Ahya2,BLCH220A,RRAP-ECO3-2022-Ahya-BLCH220A_L2,-18.5720195,146.495155,PAPE,NA,NA,NA,PAPE_1,331
Ahya2,BLCH221A,RRAP-ECO3-2022-Ahya-BLCH221A_L2,-18.5720195,146.495155,PAOR,NA,NA,NA,PAOR_2,331
Ahya2,BLCH223A,RRAP-ECO3-2022-Ahya-BLCH223A_L2,-18.5720195,146.495155,PAOR,NA,NA,NA,PAOR_2,331
Ahya2,BLCH225A,RRAP-ECO3-2022-Ahya-BLCH225A_L2,-18.57187,146.495043,PAOR,NA,NA,NA,PAOR_3,332
Ahya2,BLCH226A,RRAP-ECO3-2022-Ahya-BLCH226A_L2,-18.57187,146.495043,PAOR,NA,NA,NA,PAOR_3,332
Ahya2,BLCH227A,RRAP-ECO3-2022-Ahya-BLCH227A_L2,-18.57187,146.495043,PAOR,NA,NA,NA,PAOR_3,332
Ahya2,BLCH228A,RRAP-ECO3-2022-Ahya-BLCH228A_L2,-18.57187,146.495043,PAOR,NA,NA,NA,PAOR_3,332
Ahya2,BLCH229A,RRAP-ECO3-2022-Ahya-BLCH229A_L2,-18.57187,146.495043,PAOR,NA,NA,NA,PAOR_3,332
Ahya2,BLCH208A,RRAP-ECO3-2022-Ahya-BLCH208A_L2,-18.539644,146.498876,PAPE,NA,NA,NA,PAPE_144,350
Ahya2,BLCH205A,RRAP-ECO3-2022-Ahya-BLCH205A_L2,-18.539612,146.499036,PAPE,NA,NA,NA,PAPE_145,351
Ahya2,BLCH206A,RRAP-ECO3-2022-Ahya-BLCH206A_L2,-18.539612,146.499036,PAPE,NA,NA,NA,PAPE_145,351
Ahya2,BLCH194A,RRAP-ECO3-2022-Ahya-BLCH194A_L2,-18.53959533,146.4993701,PAPE,NA,NA,NA,PAPE_147,353
Ahya2,BLCH195A,RRAP-ECO3-2022-Ahya-BLCH195A_L2,-18.53959533,146.4993701,PAPE,NA,NA,NA,PAPE_147,353
