species,individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthOfColonyinMetersCorrected,depthOfColonyinMeters
Aspa,Aspat-571,RRAP_ECT01_2022_Aspat_MART_571,-14.779832,145.359245,MART,0.6,NA,NA
Aspa,Aspat-573,RRAP_ECT01_2022_Aspat_MART_573,-14.779941,145.359297,MART,0.3,NA,NA
Aspa,Aspat-575,RRAP_ECT01_2022_Aspat_MART_575,-14.779902,145.359313,MART,0.5,NA,NA
Aspa,Aspat-579,RRAP_ECT01_2022_Aspat_MART_579,-14.779903,145.359425,MART,0.3,NA,NA
Aspa,Aspat-582,RRAP_ECT01_2022_Aspat_MART_582,-14.779821,145.359473,MART,0.5,NA,NA
Aspa,Aspat-583,RRAP_ECT01_2022_Aspat_MART_583,-14.779762,145.359547,MART,0.9,NA,NA
Aspa,Aspat-584,RRAP_ECT01_2022_Aspat_MART_584,-14.779761,145.35957199999999,MART,0.6,NA,NA
Aspa,Aspat-587,RRAP_ECT01_2022_Aspat_MART_587,-14.7801,145.358501,MART,0.9,NA,NA
Aspa,Aspat-588,RRAP_ECT01_2022_Aspat_MART_588,-14.780056,145.358422,MART,0.9,NA,NA
Aspa,Aspat-594,RRAP_ECT01_2022_Aspat_MART_594,-14.780077,145.358147,MART,0.4,NA,NA
Aspa,Aspat-597,RRAP_ECT01_2022_Aspat_MART_597,-14.78007,145.358059,MART,0.4,NA,NA
Aspa,Aspat-599,RRAP_ECT01_2022_Aspat_NONA_599,-14.651159,145.638351,NONA,2,NA,NA
Aspa,Aspat-600,RRAP_ECT01_2022_Aspat_NONA_600,-14.651118,145.638346,NONA,2.4,NA,NA
Aspa,Aspat-601,RRAP_ECT01_2022_Aspat_NONA_601,-14.651131,145.638398,NONA,2.9,NA,NA
Aspa,Aspat-602,RRAP_ECT01_2022_Aspat_NONA_602,-14.651076,145.638429,NONA,1.3,NA,NA
Aspa,Aspat-604,RRAP_ECT01_2022_Aspat_NONA_604,-14.651071,145.638462,NONA,1.7,NA,NA
Aspa,Aspat-605,RRAP_ECT01_2022_Aspat_NONA_605,-14.651021,145.638478,NONA,1,NA,NA
Aspa,Aspat-607,RRAP_ECT01_2022_Aspat_NONA_607,-14.650986,145.638495,NONA,0.6,NA,NA
Aspa,Aspat-611,RRAP_ECT01_2022_Aspat_NONA_611,-14.65089,145.638455,NONA,0.3,NA,NA
Aspa,Aspat-613,RRAP_ECT01_2022_Aspat_NONA_613,-14.650919,145.63845800000001,NONA,0.3,NA,NA
Aspa,Aspat-617,RRAP_ECT01_2022_Aspat_NONA_617,-14.65096,145.638414,NONA,0.1,NA,NA
Aspa,Aspat-618,RRAP_ECT01_2022_Aspat_NONA_618,-14.650954,145.638411,NONA,0.3,NA,NA
Aspa,Aspat-619,RRAP_ECT01_2022_Aspat_NONA_619,-14.650949,145.638396,NONA,0.2,NA,NA
Aspa,Aspat-620,RRAP_ECT01_2022_Aspat_NONA_620,-14.650998,145.638434,NONA,0.1,NA,NA
Aspa,Aspat-621,RRAP_ECT01_2022_Aspat_NONA_621,-14.650997,145.638415,NONA,0.1,NA,NA
Aspa,Aspat-622,RRAP_ECT01_2022_Aspat_NONA_622,-14.651201,145.638293,NONA,3.6,NA,NA
Aspa,Aspat-624,RRAP_ECT01_2022_Aspat_NONA_624,-14.651162,145.638217,NONA,3.3,NA,NA
Aspa,Aspat-625,RRAP_ECT01_2022_Aspat_NONA_625,-14.651146,145.638232,NONA,2.8,NA,NA
Aspa,Aspat-626,RRAP_ECT01_2022_Aspat_NONA_626,-14.651045,145.638315,NONA,0.8,NA,NA
Aspa,Aspat-627,RRAP_ECT01_2022_Aspat_NONA_627,-14.651014,145.638331,NONA,0.3,NA,NA
Aspa,Aspat-628,RRAP_ECT01_2022_Aspat_NONA_628,-14.650944,145.638312,NONA,0.4,NA,NA
Aspa,Aspat-630,RRAP_ECT01_2022_Aspat_NONA_630,-14.650905,145.638249,NONA,0.5,NA,NA
Aspa,Aspat-631,RRAP_ECT01_2022_Aspat_NONA_631,-14.650885,145.638248,NONA,0.3,NA,NA
Aspa,Aspat-633,RRAP_ECT01_2022_Aspat_NONA_633,-14.650916,145.638216,NONA,1.4,NA,NA
Aspa,Aspat-634,RRAP_ECT01_2022_Aspat_NONA_634,-14.650912,145.638227,NONA,1.4,NA,NA
Aspa,Aspat-636,RRAP_ECT01_2022_Aspat_NONA_636,-14.65091,145.638233,NONA,0.5,NA,NA
Aspa,Aspat-640,RRAP_ECT01_2022_Aspat_NONA_640,-14.650853,145.638456,NONA,0,NA,NA
Aspa,Aspat-641,RRAP_ECT01_2022_Aspat_NONA_641,-14.650855,145.638471,NONA,0.3,NA,NA
Aspa,Aspat-646,RRAP_ECT01_2022_Aspat_NONA_646,-14.651089,145.638403,NONA,0.6,NA,NA
Aspa,Aspat-648,RRAP_ECT01_2022_Aspat_NONA_648,-14.651094,145.638389,NONA,1.5,NA,NA
Aspa,Aspat-651,RRAP_ECT01_2022_Aspat_NONA_651,-14.65113,145.63841,NONA,3.4,NA,NA
Aspa,Aspat-654,RRAP_ECT01_2022_Aspat_MACK_654,-16.038669,145.651398,MACK,-0.4,NA,NA
Aspa,Aspat-655,RRAP_ECT01_2022_Aspat_MACK_655,-16.038696,145.651379,MACK,-0.4,NA,NA
Aspa,Aspat-656,RRAP_ECT01_2022_Aspat_MACK_656,-16.03871,145.651384,MACK,-0.5,NA,NA
Aspa,Aspat-660,RRAP_ECT01_2022_Aspat_MACK_660,-16.038734,145.65131,MACK,-0.2,NA,NA
Aspa,Aspat-661,RRAP_ECT01_2022_Aspat_MACK_661,-16.038726,145.651299,MACK,-0.5,NA,NA
Aspa,Aspat-663,RRAP_ECT01_2022_Aspat_MACK_663,-16.038701,145.651265,MACK,0.5,NA,NA
Aspa,Aspat-665,RRAP_ECT01_2022_Aspat_MACK_665,-16.038721,145.651278,MACK,-0.2,NA,NA
Aspa,Aspat-668,RRAP_ECT01_2022_Aspat_MACK_668,-16.038734,145.651261,MACK,0.2,NA,NA
Aspa,Aspat-669,RRAP_ECT01_2022_Aspat_MACK_669,-16.038732,145.651241,MACK,0.5,NA,NA
Aspa,Aspat-670,RRAP_ECT01_2022_Aspat_MACK_670,-16.038752,145.65123,MACK,0.1,NA,NA
Aspa,Aspat-672,RRAP_ECT01_2022_Aspat_MACK_672,-16.038776,145.651205,MACK,-0.4,NA,NA
Aspa,Aspat-673,RRAP_ECT01_2022_Aspat_MACK_673,-16.038794,145.651201,MACK,-0.3,NA,NA
Aspa,Aspat-675,RRAP_ECT01_2022_Aspat_MACK_675,-16.038773,145.65127,MACK,-0.5,NA,NA
Aspa,Aspat-676,RRAP_ECT01_2022_Aspat_MACK_676,-16.03877,145.651254,MACK,-0.4,NA,NA
Aspa,Aspat-677,RRAP_ECT01_2022_Aspat_MACK_677,-16.038773,145.65131,MACK,-0.5,NA,NA
Aspa,Aspat-678,RRAP_ECT01_2022_Aspat_MACK_678,-16.038784,145.651278,MACK,-0.5,NA,NA
Aspa,Aspat-680,RRAP_ECT01_2022_Aspat_MACK_680,-16.038828,145.651238,MACK,-0.5,NA,NA
Aspa,Aspat-681,RRAP_ECT01_2022_Aspat_MACK_681,-16.038837,145.651247,MACK,-0.4,NA,NA
Aspa,Aspat-682,RRAP_ECT01_2022_Aspat_MACK_682,-16.038842,145.651248,MACK,-0.6,NA,NA
Aspa,Aspat-689,RRAP_ECT01_2022_Aspat_MACK_689,-16.038878,145.651151,MACK,-0.6,NA,NA
Aspa,Aspat-691,RRAP_ECT01_2022_Aspat_MACK_691,-16.038896,145.651138,MACK,-0.8,NA,NA
Aspa,Aspat-692,RRAP_ECT01_2022_Aspat_MACK_692,-16.038913,145.651157,MACK,-0.8,NA,NA
Aspa,Aspat-693,RRAP_ECT01_2022_Aspat_MACK_693,-16.038921,145.651154,MACK,-0.6,NA,NA
Aspa,Aspat-694,RRAP_ECT01_2022_Aspat_MACK_694,-16.038916,145.651136,MACK,-0.9,NA,NA
Aspa,Aspat-696,RRAP_ECT01_2022_Aspat_MACK_696,-16.03891,145.651106,MACK,-0.7,NA,NA
Aspa,Aspat-699,RRAP_ECT01_2022_Aspat_MACK_699,-16.038748,145.651243,MACK,0.6,NA,NA
Aspa,Aspat-703,RRAP_ECT01_2022_Aspat_MACK_703,-16.03878,145.651111,MACK,1.1,NA,NA
Aspa,Aspat-705,RRAP_ECT01_2022_Aspat_MACK_705,-16.03883,145.651114,MACK,-0.3,NA,NA
Aspa,Aspat-707,RRAP_ECT01_2022_Aspat_MACK_707,-16.03886,145.651099,MACK,0.3,NA,NA
Aspa,Aspat-711,RRAP_ECT01_2022_Aspat_MACK_711,-16.038926,145.651066,MACK,0.2,NA,NA
Aspa,Aspat-712,RRAP_ECT01_2022_Aspat_STCR_712,-16.075005,145.844256,STCR,0,NA,NA
Aspa,Aspat-718,RRAP_ECT01_2022_Aspat_STCR_718,-16.075083,145.844422,STCR,-0.6,NA,NA
Aspa,Aspat-721,RRAP_ECT01_2022_Aspat_STCR_721,-16.07511,145.844413,STCR,-0.4,NA,NA
Aspa,Aspat-722,RRAP_ECT01_2022_Aspat_STCR_722,-16.075125,145.844392,STCR,-0.5,NA,NA
Aspa,Aspat-723,RRAP_ECT01_2022_Aspat_STCR_723,-16.075131,145.844398,STCR,-0.5,NA,NA
Aspa,Aspat-724,RRAP_ECT01_2022_Aspat_STCR_724,-16.075139,145.844392,STCR,-0.4,NA,NA
Aspa,Aspat-728,RRAP_ECT01_2022_Aspat_STCR_728,-16.075214,145.844475,STCR,-0.4,NA,NA
Aspa,Aspat-729,RRAP_ECT01_2022_Aspat_STCR_729,-16.07523,145.844479,STCR,-0.5,NA,NA
Aspa,Aspat-730,RRAP_ECT01_2022_Aspat_STCR_730,-16.07525,145.844473,STCR,-0.7,NA,NA
Aspa,Aspat-731,RRAP_ECT01_2022_Aspat_STCR_731,-16.07525,145.844471,STCR,-0.6,NA,NA
Aspa,Aspat-732,RRAP_ECT01_2022_Aspat_STCR_732,-16.075257,145.84445,STCR,-0.5,NA,NA
Aspa,Aspat-733,RRAP_ECT01_2022_Aspat_STCR_733,-16.075291,145.844421,STCR,-0.6,NA,NA
Aspa,Aspat-734,RRAP_ECT01_2022_Aspat_STCR_734,-16.075277,145.844403,STCR,-0.5,NA,NA
Aspa,Aspat-735,RRAP_ECT01_2022_Aspat_STCR_735,-16.075248,145.84441,STCR,-0.7,NA,NA
Aspa,Aspat-737,RRAP_ECT01_2022_Aspat_STCR_737,-16.075242,145.844347,STCR,-0.5,NA,NA
Aspa,Aspat-739,RRAP_ECT01_2022_Aspat_STCR_739,-16.075254,145.844307,STCR,-0.4,NA,NA
Aspa,Aspat-740,RRAP_ECT01_2022_Aspat_STCR_740,-16.075261,145.844333,STCR,-0.8,NA,NA
Aspa,Aspat-741,RRAP_ECT01_2022_Aspat_STCR_741,-16.075279,145.844342,STCR,-0.7,NA,NA
Aspa,Aspat-747,RRAP_ECT01_2022_Aspat_STCR_747,-16.075394,145.84435,STCR,-0.8,NA,NA
Aspa,Aspat-750,RRAP_ECT01_2022_Aspat_STCR_750,-16.075355,145.844308,STCR,-0.5,NA,NA
Aspa,Aspat-751,RRAP_ECT01_2022_Aspat_STCR_751,-16.075353,145.844284,STCR,-0.7,NA,NA
Aspa,Aspat-753,RRAP_ECT01_2022_Aspat_STCR_753,-16.072886,145.843642,STCR,0,NA,NA
Aspa,Aspat-754,RRAP_ECT01_2022_Aspat_STCR_754,-16.072878,145.843691,STCR,0.2,NA,NA
Aspa,Aspat-757,RRAP_ECT01_2022_Aspat_STCR_757,-16.072889,145.843762,STCR,0.1,NA,NA
Aspa,Aspat-760,RRAP_ECT01_2022_Aspat_STCR_760,-16.072888,145.84383,STCR,1.1,NA,NA
Aspa,Aspat-761,RRAP_ECT01_2022_Aspat_STCR_761,-16.072879,145.84386,STCR,1.3,NA,NA
Aspa,Aspat-762,RRAP_ECT01_2022_Aspat_STCR_762,-16.072872,145.843927,STCR,2.1,NA,NA
Aspa,Aspat-765,RRAP_ECT01_2022_Aspat_STCR_765,-16.072892,145.844005,STCR,1.7,NA,NA
Aspa,Aspat-768,RRAP_ECT01_2022_Aspat_STCR_768,-16.072748,145.844185,STCR,2.8,NA,NA
Aspa,Aspat-770,RRAP_ECT01_2022_Aspat_STCR_770,-16.072792,145.84421,STCR,2.5,NA,NA
Aspa,Aspat-773,RRAP_ECT01_2022_Aspat_FITI_773,-16.939483,145.983211,FITI,0.3,NA,NA
Aspa,Aspat-777,RRAP_ECT01_2022_Aspat_FITI_777,-16.93937,145.983326,FITI,-0.2,NA,NA
Aspa,Aspat-783,RRAP_ECT01_2022_Aspat_FITI_783,-16.939233,145.98334,FITI,-0.2,NA,NA
Aspa,Aspat-801,RRAP_ECT01_2022_Aspat_OCCH_801,-18.669763,147.70738,OCCH,0,NA,NA
Aspa,Aspat-803,RRAP_ECT01_2022_Aspat_OCCH_803,-18.669731,147.707334,OCCH,0.4,NA,NA
Aspa,Aspat-805,RRAP_ECT01_2022_Aspat_OCCH_805,-18.669885,147.707422,OCCH,1.7,NA,NA
Aspa,Aspat-806,RRAP_ECT01_2022_Aspat_OCCH_806,-18.669937,147.707434,OCCH,0.8,NA,NA
Aspa,Aspat-807,RRAP_ECT01_2022_Aspat_FITI_807,-16.939122,145.983319,FITI,-0.3,NA,NA
Aspa,Aspat-810,RRAP_ECT01_2022_Aspat_FITI_810,-16.939122,145.983147,FITI,0,NA,NA
Aspa,Aspat-812,RRAP_ECT01_2022_Aspat_FITI_812,-16.939077,145.983153,FITI,-0.2,NA,NA
Aspa,Aspat-813,RRAP_ECT01_2022_Aspat_FITI_813,-16.939057,145.983162,FITI,-0.1,NA,NA
Aspa,Aspat-814,RRAP_ECT01_2022_Aspat_FITI_814,-16.939078,145.983124,FITI,-0.1,NA,NA
Aspa,Aspat-816,RRAP_ECT01_2022_Aspat_FITI_816,-16.938924,145.983063,FITI,0.1,NA,NA
Aspa,Aspat-818,RRAP_ECT01_2022_Aspat_FITI_818,-16.938845,145.982958,FITI,0.1,NA,NA
Aspa,Aspat-821,RRAP_ECT01_2022_Aspat_FITI_821,-16.939323,145.983237,FITI,-0.3,NA,NA
Aspa,Aspat-822,RRAP_ECT01_2022_Aspat_FITI_822,-16.939475,145.983145,FITI,1,NA,NA
Aspa,Aspat-824,RRAP_ECT01_2022_Aspat_FITI_824,-16.939449,145.983199,FITI,0.2,NA,NA
Aspa,Aspat-825,RRAP_ECT01_2022_Aspat_FITI_825,-16.939279,145.983202,FITI,-0.2,NA,NA
Aspa,Aspat-826,RRAP_ECT01_2022_Aspat_FITI_826,-16.939263,145.983219,FITI,-0.2,NA,NA
Aspa,Aspat-828,RRAP_ECT01_2022_Aspat_FITI_828,-16.939258,145.98321,FITI,-0.3,NA,NA
Aspa,Aspat-830,RRAP_ECT01_2022_Aspat_FITI_830,-16.93916,145.983095,FITI,0.1,NA,NA
Aspa,Aspat-831,RRAP_ECT01_2022_Aspat_FITI_831,-16.939144,145.983059,FITI,0.2,NA,NA
Aspa,Aspat-833,RRAP_ECT01_2022_Aspat_FITI_833,-16.938804,145.982816,FITI,0.5,NA,NA
Aspa,Aspat-834,RRAP_ECT01_2022_Aspat_FITI_834,-16.938401,145.982666,FITI,0.3,NA,NA
Aspa,Aspat-835,RRAP_ECT01_2022_Aspat_FITI_835,-16.938642,145.982775,FITI,0.7,NA,NA
Aspa,Aspat-836,RRAP_ECT01_2022_Aspat_FITI_836,-16.938811,145.982867,FITI,0.7,NA,NA
Aspa,Aspat-837,RRAP_ECT01_2022_Aspat_FITI_837,-16.938873,145.982921,FITI,0.5,NA,NA
Aspa,Aspat-839,RRAP_ECT01_2022_Aspat_FITI_839,-16.938865,145.982925,FITI,0.5,NA,NA
Aspa,Aspat-842,RRAP_ECT01_2022_Aspat_FITI_842,-16.940768,145.994759,FITI,2,NA,NA
Aspa,Aspat-843,RRAP_ECT01_2022_Aspat_FITI_843,-16.940656,145.994752,FITI,1.4,NA,NA
Aspa,Aspat-844,RRAP_ECT01_2022_Aspat_FITI_844,-16.940642,145.994744,FITI,1.4,NA,NA
Aspa,Aspat-845,RRAP_ECT01_2022_Aspat_FITI_845,-16.94063,145.994743,FITI,1.7,NA,NA
Aspa,Aspat-847,RRAP_ECT01_2022_Aspat_FITI_847,-16.940583,145.994583,FITI,0.8,NA,NA
Aspa,Aspat-848,RRAP_ECT01_2022_Aspat_FITI_848,-16.94059,145.994485,FITI,0.7,NA,NA
Aspa,Aspat-853,RRAP_ECT01_2022_Aspat_ONMO_853,-16.888504,146.186709,ONMO,0.1,NA,NA
Aspa,Aspat-854,RRAP_ECT01_2022_Aspat_ONMO_854,-16.888576,146.186712,ONMO,0.5,NA,NA
Aspa,Aspat-855,RRAP_ECT01_2022_Aspat_ONMO_855,-16.888634,146.186724,ONMO,0.7,NA,NA
Aspa,Aspat-857,RRAP_ECT01_2022_Aspat_ONMO_857,-16.887992,146.186714,ONMO,0.8,NA,NA
Aspa,Aspat-858,RRAP_ECT01_2022_Aspat_ONMO_858,-16.888025,146.186689,ONMO,0.6,NA,NA
Aspa,Aspat-860,RRAP_ECT01_2022_Aspat_ONMO_860,-16.887814,146.186658,ONMO,-0.2,NA,NA
Aspa,Aspat-863,RRAP_ECT01_2022_Aspat_ONMO_863,-16.887755,146.186773,ONMO,0,NA,NA
Aspa,Aspat-864,RRAP_ECT01_2022_Aspat_ONMO_864,-16.887708,146.18684,ONMO,0.2,NA,NA
Aspa,Aspat-865,RRAP_ECT01_2022_Aspat_ONMO_865,-16.887678,146.186839,ONMO,0.3,NA,NA
Aspa,Aspat-866,RRAP_ECT01_2022_Aspat_ONMO_866,-16.887667,146.186835,ONMO,0.4,NA,NA
Aspa,Aspat-867,RRAP_ECT01_2022_Aspat_ONMO_867,-16.887664,146.186789,ONMO,0.5,NA,NA
Aspa,Aspat-868,RRAP_ECT01_2022_Aspat_ONMO_868,-16.887656,146.186789,ONMO,0.4,NA,NA
Aspa,Aspat-869,RRAP_ECT01_2022_Aspat_ONMO_869,-16.887721,146.186724,ONMO,0.1,NA,NA
Aspa,Aspat-873,RRAP_ECT01_2022_Aspat_ONMO_873,-16.887406,146.186893,ONMO,0.5,NA,NA
Aspa,Aspat-874,RRAP_ECT01_2022_Aspat_ONMO_874,-16.887387,146.186877,ONMO,0.4,NA,NA
Aspa,Aspat-875,RRAP_ECT01_2022_Aspat_ONMO_875,-16.887332,146.186948,ONMO,-0.1,NA,NA
Aspa,Aspat-876,RRAP_ECT01_2022_Aspat_ONMO_876,-16.887314,146.187,ONMO,-0.2,NA,NA
Aspa,Aspat-877,RRAP_ECT01_2022_Aspat_ONMO_877,-16.887312,146.187022,ONMO,-0.2,NA,NA
Aspa,Aspat-879,RRAP_ECT01_2022_Aspat_ONMO_879,-16.887334,146.187053,ONMO,-0.1,NA,NA
Aspa,Aspat-880,RRAP_ECT01_2022_Aspat_ONMO_880,-16.887322,146.18706,ONMO,-0.2,NA,NA
Aspa,Aspat-881,RRAP_ECT01_2022_Aspat_ONMO_881,-16.88725,146.187073,ONMO,0.3,NA,NA
Aspa,Aspat-883,RRAP_ECT01_2022_Aspat_ONMO_883,-16.887851,146.18693,ONMO,0.6,NA,NA
Aspa,Aspat-885,RRAP_ECT01_2022_Aspat_ONMO_885,-16.887908,146.186996,ONMO,0.3,NA,NA
Aspa,Aspat-886,RRAP_ECT01_2022_Aspat_ONMO_886,-16.887784,146.186952,ONMO,0.6,NA,NA
Aspa,Aspat-887,RRAP_ECT01_2022_Aspat_ONMO_887,-16.887768,146.186918,ONMO,0.6,NA,NA
Aspa,Aspat-889,RRAP_ECT01_2022_Aspat_ONMO_889,-16.887675,146.186921,ONMO,0.6,NA,NA
Aspa,Aspat-890,RRAP_ECT01_2022_Aspat_ONMO_890,-16.887684,146.186945,ONMO,0.8,NA,NA
Aspa,Aspat-893,RRAP_ECT01_2022_Aspat_ONMO_893,-16.887726,146.186674,ONMO,0.2,NA,NA
Aspa,Aspat-894,RRAP_ECT01_2022_Aspat_ONMO_894,-16.887611,146.186684,ONMO,0,NA,NA
Aspa,Aspat-895,RRAP_ECT01_2022_Aspat_ONMO_895,-16.887427,146.186642,ONMO,-0.1,NA,NA
Aspa,Aspat-898,RRAP_ECT01_2022_Aspat_PAPE_898,-18.558395,146.502826,PAPE,3.1,NA,NA
Aspa,Aspat-899,RRAP_ECT01_2022_Aspat_PAPE_899,-18.558465,146.502773,PAPE,3,NA,NA
Aspa,Aspat-903,RRAP_ECT01_2022_Aspat_PAPE_903,-18.558277,146.502918,PAPE,2.6,NA,NA
Aspa,Aspat-904,RRAP_ECT01_2022_Aspat_PAPE_904,-18.558428,146.502587,PAPE,1.9,NA,NA
Aspa,Aspat-905,RRAP_ECT01_2022_Aspat_PAPE_905,-18.558519,146.502621,PAPE,2.4,NA,NA
Aspa,Aspat-906,RRAP_ECT01_2022_Aspat_PAPE_906,-18.558531,146.502626,PAPE,2.7,NA,NA
Aspa,Aspat-907,RRAP_ECT01_2022_Aspat_PAPE_907,-18.558621,146.502593,PAPE,3.3,NA,NA
Aspa,Aspat-908,RRAP_ECT01_2022_Aspat_PAPE_908,-18.558617,146.502553,PAPE,2.9,NA,NA
Aspa,Aspat-910,RRAP_ECT01_2022_Aspat_PAPE_910,-18.558614,146.502525,PAPE,2.5,NA,NA
Aspa,Aspat-911,RRAP_ECT01_2022_Aspat_PAPE_911,-18.558624,146.502464,PAPE,1.5,NA,NA
Aspa,Aspat-913,RRAP_ECT01_2022_Aspat_PAPE_913,-18.558021,146.502882,PAPE,1.5,NA,NA
Aspa,Aspat-914,RRAP_ECT01_2022_Aspat_PAPE_914,-18.558024,146.502864,PAPE,0.7,NA,NA
Aspa,Aspat-917,RRAP_ECT01_2022_Aspat_PAPE_917,-18.557973,146.502883,PAPE,1.4,NA,NA
Aspa,Aspat-918,RRAP_ECT01_2022_Aspat_PAPE_918,-18.557895,146.502864,PAPE,0.1,NA,NA
Aspa,Aspat-921,RRAP_ECT01_2022_Aspat_PAPE_921,-18.558072,146.50284,PAPE,2.2,NA,NA
Aspa,Aspat-923,RRAP_ECT01_2022_Aspat_PAPE_923,-18.558144,146.502875,PAPE,2.4,NA,NA
Aspa,Aspat-924,RRAP_ECT01_2022_Aspat_PAPE_924,-18.558152,146.502875,PAPE,2.5,NA,NA
Aspa,Aspat-925,RRAP_ECT01_2022_Aspat_PAPE_925,-18.558177,146.50289,PAPE,2.3,NA,NA
Aspa,Aspat-926,RRAP_ECT01_2022_Aspat_PAPE_926,-18.558192,146.502851,PAPE,2.5,NA,NA
Aspa,Aspat-927,RRAP_ECT01_2022_Aspat_PAPE_927,-18.558121,146.502804,PAPE,2.3,NA,NA
Aspa,Aspat-928,RRAP_ECT01_2022_Aspat_PAPE_928,-18.55812,146.502789,PAPE,1.9,NA,NA
Aspa,Aspat-929,RRAP_ECT01_2022_Aspat_PAPE_929,-18.558087,146.502789,PAPE,1,NA,NA
Aspa,Aspat-930,RRAP_ECT01_2022_Aspat_PAPE_930,-18.558121,146.502765,PAPE,1.4,NA,NA
Aspa,Aspat-931,RRAP_ECT01_2022_Aspat_PAPE_931,-18.558205,146.502776,PAPE,1.6,NA,NA
Aspa,Aspat-933,RRAP_ECT01_2022_Aspat_PAPE_933,-18.558277,146.502732,PAPE,2.4,NA,NA
Aspa,Aspat-935,RRAP_ECT01_2022_Aspat_PAPE_935,-18.558388,146.50272,PAPE,2.6,NA,NA
Aspa,Aspat-936,RRAP_ECT01_2022_Aspat_PAPE_936,-18.558438,146.502713,PAPE,3,NA,NA
Aspa,Aspat-938,RRAP_ECT01_2022_Aspat_PAPE_938,-18.558456,146.502636,PAPE,2.2,NA,NA
Aspa,Aspat-939,RRAP_ECT01_2022_Aspat_PAPE_939,-18.558459,146.502608,PAPE,2.1,NA,NA
Aspa,Aspat-940,RRAP_ECT01_2022_Aspat_PAPE_940,-18.558463,146.502588,PAPE,1.9,NA,NA
Aspa,Aspat-942,RRAP_ECT01_2022_Aspat_KELS_942,-18.423753,146.985555,KELS,1.5,NA,NA
Aspa,Aspat-943,RRAP_ECT01_2022_Aspat_KELS_943,-18.423708,146.985631,KELS,1.3,NA,NA
Aspa,Aspat-944,RRAP_ECT01_2022_Aspat_KELS_944,-18.423717,146.985672,KELS,0.8,NA,NA
Aspa,Aspat-945,RRAP_ECT01_2022_Aspat_KELS_945,-18.423717,146.98572,KELS,0.9,NA,NA
Aspa,Aspat-946,RRAP_ECT01_2022_Aspat_KELS_946,-18.423696,146.98571,KELS,0.8,NA,NA
Aspa,Aspat-947,RRAP_ECT01_2022_Aspat_KELS_947,-18.423691,146.985726,KELS,0.9,NA,NA
Aspa,Aspat-948,RRAP_ECT01_2022_Aspat_KELS_948,-18.423684,146.98570900000001,KELS,0.6,NA,NA
Aspa,Aspat-949,RRAP_ECT01_2022_Aspat_KELS_949,-18.423767,146.985506,KELS,5.3,NA,NA
Aspa,Aspat-950,RRAP_ECT01_2022_Aspat_KELS_950,-18.423745,146.985502,KELS,0.8,NA,NA
Aspa,Aspat-952,RRAP_ECT01_2022_Aspat_KELS_952,-18.423585,146.9855,KELS,0.8,NA,NA
Aspa,Aspat-955,RRAP_ECT01_2022_Aspat_KELS_955,-18.423533,146.985435,KELS,0.8,NA,NA
Aspa,Aspat-957,RRAP_ECT01_2022_Aspat_KELS_957,-18.423685,146.985695,KELS,0.8,NA,NA
Aspa,Aspat-958,RRAP_ECT01_2022_Aspat_KELS_958,-18.423674,146.985703,KELS,0.8,NA,NA
Aspa,Aspat-959,RRAP_ECT01_2022_Aspat_KELS_959,-18.423668,146.985723,KELS,0.7,NA,NA
Aspa,Aspat-961,RRAP_ECT01_2022_Aspat_KELS_961,-18.423662,146.985764,KELS,0.7,NA,NA
Aspa,Aspat-962,RRAP_ECT01_2022_Aspat_KELS_962,-18.423683,146.985753,KELS,0.8,NA,NA
Aspa,Aspat-963,RRAP_ECT01_2022_Aspat_KELS_963,-18.423692,146.985758,KELS,0.9,NA,NA
Aspa,Aspat-966,RRAP_ECT01_2022_Aspat_KELS_966,-18.423651,146.985782,KELS,1.1,NA,NA
Aspa,Aspat-967,RRAP_ECT01_2022_Aspat_KELS_967,-18.423635,146.98576,KELS,0.8,NA,NA
Aspa,Aspat-968,RRAP_ECT01_2022_Aspat_KELS_968,-18.4236,146.985772,KELS,0.9,NA,NA
Aspa,Aspat-969,RRAP_ECT01_2022_Aspat_KELS_969,-18.42359,146.985776,KELS,0.7,NA,NA
Aspa,Aspat-970,RRAP_ECT01_2022_Aspat_KELS_970,-18.423594,146.985813,KELS,0.8,NA,NA
Aspa,Aspat-971,RRAP_ECT01_2022_Aspat_KELS_971,-18.423547,146.985886,KELS,1,NA,NA
Aspa,Aspat-973,RRAP_ECT01_2022_Aspat_KELS_973,-18.423518,146.985415,KELS,0.7,NA,NA
Aspa,Aspat-974,RRAP_ECT01_2022_Aspat_KELS_974,-18.423476,146.985313,KELS,0.6,NA,NA
Aspa,Aspat-975,RRAP_ECT01_2022_Aspat_KELS_975,-18.423446,146.985313,KELS,0.9,NA,NA
Aspa,Aspat-976,RRAP_ECT01_2022_Aspat_KELS_976,-18.423453,146.98532,KELS,0.9,NA,NA
Aspa,Aspat-981,RRAP_ECT01_2022_Aspat_KELS_981,-18.423284,146.985361,KELS,0.8,NA,NA
Aspa,Aspat-985,RRAP_ECT01_2022_Aspat_KELS_985,-18.423276,146.985239,KELS,0.7,NA,NA
Aspa,Aspat-986,RRAP_ECT01_2022_Aspat_KELS_986,-18.42322,146.985198,KELS,0.8,NA,NA
