individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthNote,coordNote,sequenceID,country,cluster,locality,yearCollected,verbatimDepth,associatedTaxa,identificationRemarks,scientificName,lineage
Aspat-1727,RRAP_ECT01_2022_Aspat_CBHE_1727,-23.43966725,151.9795826,CBHE,-1.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1727_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1728,RRAP_ECT01_2022_Aspat_CBHE_1728,-23.43961998,151.9797301,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1728_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_12,Acropora spathulata,AS1
Aspat-1729,RRAP_ECT01_2022_Aspat_CBHE_1729,-23.43966071,151.9797433,CBHE,-1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1729_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_13,Acropora spathulata,AS1
Aspat-1730,RRAP_ECT01_2022_Aspat_CBHE_1730,-23.43967086,151.9797437,CBHE,-1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1730_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1731,RRAP_ECT01_2022_Aspat_CBHE_1731,-23.43963532,151.9797716,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1731_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1732,RRAP_ECT01_2022_Aspat_CBHE_1732,-23.43907163,151.9822522,CBHE,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1732_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_15,Acropora spathulata,AS1
Aspat-1733,RRAP_ECT01_2022_Aspat_CBHE_1733,-23.43908429,151.9822389,CBHE,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1733_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_AS1,Acropora spathulata,AS1
Aspat-1734,RRAP_ECT01_2022_Aspat_CBHE_1734,-23.43905579,151.982217,CBHE,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1734_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_15,Acropora spathulata,AS1
Aspat-1735,RRAP_ECT01_2022_Aspat_CBHE_1735,-23.4390055,151.9820785,CBHE,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1735_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1736,RRAP_ECT01_2022_Aspat_CBHE_1736,-23.43897323,151.9820732,CBHE,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1736_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_AS1,Acropora spathulata,AS1
Aspat-1737,RRAP_ECT01_2022_Aspat_CBHE_1737,-23.43888187,151.9819631,CBHE,1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1737_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1738,RRAP_ECT01_2022_Aspat_CBHE_1738,-23.43889008,151.9818672,CBHE,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1738_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_AS1,Acropora spathulata,AS1
Aspat-1739,RRAP_ECT01_2022_Aspat_CBHE_1739,-23.43914372,151.9818917,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1739_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2,Acropora spathulata,AS1
Aspat-1740,RRAP_ECT01_2022_Aspat_CBHE_1740,-23.43939216,151.9819606,CBHE,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1740_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1741,RRAP_ECT01_2022_Aspat_CBHE_1741,-23.43929082,151.9817874,CBHE,0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1741_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1742,RRAP_ECT01_2022_Aspat_CBHE_1742,-23.43927607,151.9816192,CBHE,0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1742_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1743,RRAP_ECT01_2022_Aspat_CBHE_1743,-23.43950188,151.9816625,CBHE,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1743_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2,Acropora spathulata,AS1
Aspat-1744,RRAP_ECT01_2022_Aspat_CBHE_1744,-23.43941965,151.9818036,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1744_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1745,RRAP_ECT01_2022_Aspat_CBHE_1745,-23.43925687,151.9821311,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1745_L3,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1746,RRAP_ECT01_2022_Aspat_CBHE_1746,-23.43924254,151.9822725,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1746_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1747,RRAP_ECT01_2022_Aspat_CBHE_1747,-23.43946181,151.9828142,CBHE,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1747_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_16,Acropora spathulata,AS1
Aspat-1748,RRAP_ECT01_2022_Aspat_CBHE_1748,-23.43984369,151.9830175,CBHE,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1748_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat-1749,RRAP_ECT01_2022_Aspat_CBHE_1749,-23.43983229,151.9829794,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1749_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2,Acropora spathulata,AS1
Aspat-1750,RRAP_ECT01_2022_Aspat_CBHE_1750,-23.43974604,151.9829475,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1750_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_17,Acropora spathulata,AS1
Aspat-1751,RRAP_ECT01_2022_Aspat_CBHE_1751,-23.43969793,151.9829468,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1751_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_17,Acropora spathulata,AS1
Aspat-1752,RRAP_ECT01_2022_Aspat_CBHE_1752,-23.43973992,151.9829582,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1752_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1753,RRAP_ECT01_2022_Aspat_CBHE_1753,-23.43975744,151.9827861,CBHE,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1753_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1754,RRAP_ECT01_2022_Aspat_CBHE_1754,-23.43952434,151.9828049,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1754_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_16,Acropora spathulata,AS1
Aspat-1755,RRAP_ECT01_2022_Aspat_CBHE_1755,-23.43952711,151.9827924,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1755_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_16,Acropora spathulata,AS1
Aspat-1756,RRAP_ECT01_2022_Aspat_CBHE_1756,-23.43953029,151.9828023,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1756_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_16,Acropora spathulata,AS1
Aspat-1757,RRAP_ECT01_2022_Aspat_CBHE_1757,-23.4395168,151.9827985,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1757_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_16,Acropora spathulata,AS1
Aspat-1758,RRAP_ECT01_2022_Aspat_CBHE_1758,-23.43949375,151.9827862,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1758_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_16,Acropora spathulata,AS1
Aspat-1759,RRAP_ECT01_2022_Aspat_CBHE_1759,-23.4402156,151.9805621,CBHE,-1.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1759_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1760,RRAP_ECT01_2022_Aspat_CBHE_1760,-23.4402363,151.9805277,CBHE,-1.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1760_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1761,RRAP_ECT01_2022_Aspat_CBHE_1761,-23.44024049,151.9805168,CBHE,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1761_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1762,RRAP_ECT01_2022_Aspat_CBHE_1762,-23.44023286,151.9805083,CBHE,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1762_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1763,RRAP_ECT01_2022_Aspat_CBHE_1763,-23.44023538,151.9804982,CBHE,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1763_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_18,Acropora spathulata,AS1
Aspat-1764,RRAP_ECT01_2022_Aspat_CBHE_1764,-23.44025072,151.9804624,CBHE,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1764_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1765,RRAP_ECT01_2022_Aspat_CBHE_1765,-23.44025264,151.9804592,CBHE,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1765_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1766,RRAP_ECT01_2022_Aspat_CBHE_1766,-23.44016489,151.9804647,CBHE,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1766_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1767,RRAP_ECT01_2022_Aspat_CBHE_1767,-23.44011527,151.9805075,CBHE,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1767_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_18,Acropora spathulata,AS1
Aspat-1768,RRAP_ECT01_2022_Aspat_CBHE_1768,-23.44033797,151.9801228,CBHE,-0.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1768_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_19,Acropora spathulata,AS1
Aspat-1769,RRAP_ECT01_2022_Aspat_CBHE_1769,-23.44033973,151.9801186,CBHE,-1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1769_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_19,Acropora spathulata,AS1
Aspat-1770,RRAP_ECT01_2022_Aspat_CBHE_1770,-23.44028508,151.9801782,CBHE,-0.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1770_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_AS1,Acropora spathulata,AS1
Aspat-1771,RRAP_ECT01_2022_Aspat_CBHE_1771,-23.44016053,151.9802457,CBHE,-1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1771_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_20,Acropora spathulata,AS1
Aspat-1772,RRAP_ECT01_2022_Aspat_CBHE_1772,-23.4401265,151.9802402,CBHE,-1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1772_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1773,RRAP_ECT01_2022_Aspat_CBHE_1773,-23.44011392,151.9802236,CBHE,-1.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1773_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2_AS1,Acropora spathulata,AS1
Aspat-1774,RRAP_ECT01_2022_Aspat_CBHE_1774,-23.44004955,151.9802609,CBHE,-1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1774_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50b,AS2,Acropora spathulata,AS1
Aspat-1775,RRAP_ECT01_2022_Aspat_CBHE_1775,-23.44005592,151.9802674,CBHE,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1775_L2,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_20,Acropora spathulata,AS1
Aspat-1776,RRAP_ECT01_2022_Aspat_CBHE_1776,-23.44007193,151.9803006,CBHE,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-CBHE-1776_L1,Australia,Offshore South GBR,Heron ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS2_AS1,Acropora spathulata,AS1
Aspat-426,RRAP_ECT01_2022_Aspat_HICK_426,-14.475094,145.502542,HICK,3.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-HICK-426_L1,Australia,,Hicks ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-427,RRAP_ECT01_2022_Aspat_HICK_427,-14.475117,145.502517,HICK,3.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-HICK-427_L1,Australia,,Hicks ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat-428,RRAP_ECT01_2022_Aspat_HICK_428,-14.47508,145.502557,HICK,2.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-HICK-428_L2,Australia,,Hicks ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
