decimalLatitude,decimalLongitude,locationID_short,locationID
-14.47404047,145.5039727,HICK,HICK_129
-14.47397668,145.5040518,HICK,HICK_130
-14.47396805,145.5040515,HICK,HICK_131
-14.47390568,145.5041231,HICK,HICK_132
-14.47381935,145.5042618,HICK,HICK_133
-14.47375062,145.5043475,HICK,HICK_134
-14.47368407,145.504462,HICK,HICK_135
-14.47367895,145.5044997,HICK,HICK_136
-14.47358801,145.5046293,HICK,HICK_137
-14.42957648,145.4506239,HICK,HICK_138
-14.4295427,145.4505575,HICK,HICK_139
-14.42905328,145.4509223,HICK,HICK_140
-14.42899436,145.4512097,HICK,HICK_141
-14.4289765,145.4512073,HICK,HICK_142
-14.42887978,145.451713,HICK,HICK_143
-18.42433671,146.9862862,KELS,KELS_1
-18.4243026,146.9864343,KELS,KELS_2
-18.42430042,146.9864359,KELS,KELS_3
-18.42429598,146.9864076,KELS,KELS_4
-18.42425373,146.9855098,KELS,KELS_5
-18.42425164,146.986458,KELS,KELS_6
-18.4242472,146.9853203,KELS,KELS_7
-18.4242363,146.9865079,KELS,KELS_8
-18.42422113,146.9854621,KELS,KELS_9
-18.42418693,146.9854149,KELS,KELS_10
-18.424172509999998,146.9861985,KELS,KELS_11
-18.42415717,146.9853551,KELS,KELS_12
-18.42411409,146.9855136,KELS,KELS_13
-18.4241125,146.9865726,KELS,KELS_14
-18.42410739,146.9866491,KELS,KELS_15
-18.42410395,146.9843036,KELS,KELS_16
-18.42409347,146.9865317,KELS,KELS_17
-18.424069,146.9843132,KELS,KELS_18
-18.42406514,146.9866729,KELS,KELS_19
-18.42405181,146.9842974,KELS,KELS_20
-18.42404737,146.9858108,KELS,KELS_21
-18.42403094,146.9862533,KELS,KELS_22
-18.4240151,146.9857936,KELS,KELS_23
-18.42399172,146.9857507,KELS,KELS_24
-18.42397864,146.9858184,KELS,KELS_25
-18.42397571,146.9858069,KELS,KELS_26
-18.42396984,146.9857839,KELS,KELS_27
-18.42394461,146.9865131,KELS,KELS_28
-18.42394377,146.9857738,KELS,KELS_29
-18.4239234,146.9858237,KELS,KELS_30
-18.42390236,146.9857243,KELS,KELS_31
-18.42389708,146.9842961,KELS,KELS_32
-18.42388686,146.9858186,KELS,KELS_33
-18.4238597,146.9858135,KELS,KELS_34
-18.42385199,146.9858262,KELS,KELS_35
-18.42384168,146.9863348,KELS,KELS_36
-18.42384093,146.9859711,KELS,KELS_37
-18.42384093,146.9859713,KELS,KELS_38
-18.42383992,146.9859716,KELS,KELS_39
-18.42383841,146.9859733,KELS,KELS_40
-18.42383774,146.9859729,KELS,KELS_41
-18.42383363,146.9863349,KELS,KELS_42
-18.42380757,146.9857477,KELS,KELS_43
-18.42380413,146.9857382,KELS,KELS_44
-18.42379843,146.9856895,KELS,KELS_45
-18.42378787,146.9868715,KELS,KELS_46
-18.42378602,146.9863713,KELS,KELS_47
-18.423767,146.985506,KELS,KELS_48
-18.42376666,146.9865154,KELS,KELS_49
-18.423753,146.985555,KELS,KELS_50
-18.42374688,146.9855037,KELS,KELS_51
-18.423745,146.985502,KELS,KELS_52
-18.42373397,146.9855405,KELS,KELS_53
-18.42373087,146.9855322,KELS,KELS_54
-18.42373012,146.9854927,KELS,KELS_55
-18.42372567,146.9854888,KELS,KELS_56
-18.42372215,146.9858316,KELS,KELS_57
-18.42371981,146.9864073,KELS,KELS_58
-18.423717,146.985672,KELS,KELS_59
-18.423717,146.98572,KELS,KELS_60
-18.423708,146.985631,KELS,KELS_61
-18.42370405,146.9856097,KELS,KELS_62
-18.423696,146.98571,KELS,KELS_63
-18.423692,146.985758,KELS,KELS_64
-18.423691,146.985726,KELS,KELS_65
-18.42369097,146.9859292,KELS,KELS_66
-18.42369047,146.985667,KELS,KELS_67
-18.42369039,146.9859029,KELS,KELS_68
-18.42369,146.985788,KELS,KELS_69
-18.42368678,146.9858987,KELS,KELS_70
-18.423685,146.985695,KELS,KELS_71
-18.423684,146.98570900000001,KELS,KELS_72
-18.423683,146.985753,KELS,KELS_73
-18.42368041,146.9854262,KELS,KELS_74
-18.423674,146.985703,KELS,KELS_75
-18.423668,146.985723,KELS,KELS_76
-18.42366407,146.9863732,KELS,KELS_77
-18.423662,146.985764,KELS,KELS_78
-18.423662,146.985794,KELS,KELS_79
-18.423655,146.985745,KELS,KELS_80
-18.42365401,146.9867931,KELS,KELS_81
-18.423654,146.985455,KELS,KELS_82
-18.423651,146.985782,KELS,KELS_83
-18.42364848,146.9853339,KELS,KELS_84
-18.42364454,146.9855722,KELS,KELS_85
-18.423635,146.98576,KELS,KELS_86
-18.423619,146.985512,KELS,KELS_87
-18.42361797,146.986074,KELS,KELS_88
-18.4236,146.985772,KELS,KELS_89
-18.423594,146.985813,KELS,KELS_90
-18.42359274,146.98615,KELS,KELS_91
-18.42359,146.985776,KELS,KELS_92
-18.423585,146.9855,KELS,KELS_93
-18.42358452,146.9862392,KELS,KELS_94
-18.42358243,146.986242,KELS,KELS_95
-18.42356,146.98547,KELS,KELS_96
-18.4235598,146.9861253,KELS,KELS_97
-18.423547,146.985886,KELS,KELS_98
-18.423537,146.985415,KELS,KELS_99
-18.423533,146.985435,KELS,KELS_100
-18.4235318,146.9858669,KELS,KELS_101
-18.42351973,146.9863096,KELS,KELS_102
-18.423518,146.985415,KELS,KELS_103
-18.423476,146.985313,KELS,KELS_104
-18.42345661,146.986001,KELS,KELS_105
-18.423453,146.98532,KELS,KELS_106
-18.42344865,146.9860694,KELS,KELS_107
-18.423446,146.985313,KELS,KELS_108
-18.42344446,146.9860042,KELS,KELS_109
-18.423423,146.98532,KELS,KELS_110
-18.42340616,146.9843048,KELS,KELS_111
-18.4233821,146.9853064,KELS,KELS_112
-18.423375,146.985339,KELS,KELS_113
-18.42333,146.98538,KELS,KELS_114
-18.42330264,146.985242,KELS,KELS_115
-18.423297,146.985356,KELS,KELS_116
-18.423287,146.985282,KELS,KELS_117
-18.423284,146.985361,KELS,KELS_118
-18.423276,146.985239,KELS,KELS_119
-18.423273,146.985349,KELS,KELS_120
-18.423263,146.985365,KELS,KELS_121
-18.42325914,146.985202,KELS,KELS_122
-18.4232334,146.9852099,KELS,KELS_123
-18.42322,146.985198,KELS,KELS_124
-18.42311606,146.985167,KELS,KELS_125
-16.0394302,145.6508361,MACK,MACK_1
-16.03942056,145.6509333,MACK,MACK_2
-16.03941025,145.6508773,MACK,MACK_3
-16.03940791,145.6509741,MACK,MACK_4
-16.03939785,145.6509673,MACK,MACK_5
-16.03934973,145.6509577,MACK,MACK_6
-16.03933716,145.6509976,MACK,MACK_7
-16.03933096,145.6510354,MACK,MACK_8
-16.03932174,145.6510782,MACK,MACK_9
-16.03927782,145.6509957,MACK,MACK_10
-16.03927195,145.6509903,MACK,MACK_11
-16.03926022,145.6511195,MACK,MACK_12
-16.03924437,145.6509522,MACK,MACK_13
-16.0392427,145.6509493,MACK,MACK_14
-16.03923457,145.6509672,MACK,MACK_15
-16.03923339,145.6511666,MACK,MACK_16
-16.03922392,145.6510724,MACK,MACK_17
-16.03922241,145.6509547,MACK,MACK_18
-16.03920372,145.650953,MACK,MACK_19
-16.03919081,145.6511551,MACK,MACK_20
-16.03918905,145.6510447,MACK,MACK_21
-16.03918126,145.6510126,MACK,MACK_22
-16.03917782,145.6509124,MACK,MACK_23
-16.03916944,145.6510051,MACK,MACK_24
-16.03916517,145.6510868,MACK,MACK_25
-16.03915846,145.6511107,MACK,MACK_26
-16.03914882,145.6509854,MACK,MACK_27
-16.03914237,145.651096,MACK,MACK_28
-16.03913574,145.6511559,MACK,MACK_29
-16.03912083,145.6509816,MACK,MACK_30
-16.03910021,145.6510471,MACK,MACK_31
-16.03909358,145.6509169,MACK,MACK_32
-16.03907179,145.6510109,MACK,MACK_33
-16.03906198,145.6510997,MACK,MACK_34
-16.03903533,145.6509726,MACK,MACK_35
-16.03901823,145.6511206,MACK,MACK_36
-16.03898898,145.6510248,MACK,MACK_37
-16.03895981,145.6510985,MACK,MACK_38
-16.03895889,145.6510878,MACK,MACK_39
-16.03893064,145.6510103,MACK,MACK_40
-16.038926,145.651066,MACK,MACK_41
-16.038921,145.651154,MACK,MACK_42
-16.038918,145.651119,MACK,MACK_43
-16.038916,145.651136,MACK,MACK_44
-16.038913,145.651157,MACK,MACK_45
-16.03891253,145.6511143,MACK,MACK_46
-16.03891,145.651106,MACK,MACK_47
-16.03890013,145.6510103,MACK,MACK_48
-16.038896,145.651138,MACK,MACK_49
-16.038882,145.65113,MACK,MACK_50
-16.038878,145.651151,MACK,MACK_51
-16.038874,145.65117,MACK,MACK_52
-16.038872,145.651099,MACK,MACK_53
-16.038871,145.651063,MACK,MACK_54
-16.038871,145.651172,MACK,MACK_55
-16.03887,145.651082,MACK,MACK_56
-16.038867,145.651216,MACK,MACK_57
-16.038865,145.651194,MACK,MACK_58
-16.038863,145.651225,MACK,MACK_59
-16.038861,145.651089,MACK,MACK_60
-16.03886,145.651099,MACK,MACK_61
-16.038856,145.65124,MACK,MACK_62
-16.03885453,145.6510613,MACK,MACK_63
-16.038842,145.651248,MACK,MACK_64
-16.038837,145.651247,MACK,MACK_65
-16.03883165,145.6511304,MACK,MACK_66
-16.03883,145.651114,MACK,MACK_67
-16.038828,145.651238,MACK,MACK_68
-16.03882553,145.6511571,MACK,MACK_69
-16.038811,145.651235,MACK,MACK_70
-16.03880625,145.6511914,MACK,MACK_71
-16.038796,145.651102,MACK,MACK_72
-16.038794,145.651201,MACK,MACK_73
-16.03878488,145.6511149,MACK,MACK_74
-16.038784,145.651278,MACK,MACK_75
-16.038782,145.651236,MACK,MACK_76
-16.03878,145.651111,MACK,MACK_77
-16.038777,145.651192,MACK,MACK_78
-16.038776,145.651205,MACK,MACK_79
-16.038775,145.651189,MACK,MACK_80
-16.038773,145.65127,MACK,MACK_81
-16.038773,145.65131,MACK,MACK_82
-16.03877,145.651254,MACK,MACK_83
-16.038768,145.651189,MACK,MACK_84
-16.03876652,145.6512292,MACK,MACK_85
-16.03875982,145.6512315,MACK,MACK_86
-16.038754,145.651355,MACK,MACK_87
-16.038752,145.65123,MACK,MACK_88
-16.038748,145.651243,MACK,MACK_89
-16.03874188,145.6511755,MACK,MACK_90
-16.038737,145.651368,MACK,MACK_91
-16.038734,145.651261,MACK,MACK_92
-16.038734,145.65131,MACK,MACK_93
-16.038732,145.651241,MACK,MACK_94
-16.038732,145.651283,MACK,MACK_95
-16.03873,145.65128,MACK,MACK_96
-16.038729,145.651233,MACK,MACK_97
-16.03872788,145.6511892,MACK,MACK_98
-16.038726,145.651299,MACK,MACK_99
-16.038723,145.651377,MACK,MACK_100
-16.038721,145.651278,MACK,MACK_101
-16.03871,145.651384,MACK,MACK_102
-16.038702,145.651301,MACK,MACK_103
-16.038701,145.651265,MACK,MACK_104
-16.03870047,145.6512437,MACK,MACK_105
-16.038696,145.651379,MACK,MACK_106
-16.038695,145.651277,MACK,MACK_107
-16.03868,145.651315,MACK,MACK_108
-16.038669,145.651398,MACK,MACK_109
-16.03865311,145.6513126,MACK,MACK_110
-16.038648,145.6513682,MACK,MACK_111
-16.038646,145.651393,MACK,MACK_112
-16.03864574,145.6512951,MACK,MACK_113
-16.03864,145.651321,MACK,MACK_114
-16.038632,145.651362,MACK,MACK_115
-16.03860232,145.6514855,MACK,MACK_116
-16.03854071,145.6527676,MACK,MACK_117
-16.0385071,145.6528322,MACK,MACK_118
-16.03839411,145.6524814,MACK,MACK_119
-16.03837106,145.65151410000001,MACK,MACK_120
-16.03833578,145.6524616,MACK,MACK_121
-16.03832932,145.6523507,MACK,MACK_122
-16.03828188,145.652303,MACK,MACK_123
-16.03828113,145.6516184,MACK,MACK_124
-16.03826746,145.6520017,MACK,MACK_125
-16.03826604,145.6522356,MACK,MACK_126
-16.03826235,145.6519396,MACK,MACK_127
-16.03825456,145.6522173,MACK,MACK_128
-16.03825422,145.6518467,MACK,MACK_129
-16.03824089,145.6520632,MACK,MACK_130
-16.03823947,145.6519349,MACK,MACK_131
-16.03821063,145.6518355,MACK,MACK_132
-16.0382103,145.652194,MACK,MACK_133
-16.03820728,145.6521056,MACK,MACK_134
-16.03820284,145.6521111,MACK,MACK_135
-16.03819295,145.6519614,MACK,MACK_136
-16.03819052,145.6521654,MACK,MACK_137
-16.03818507,145.6518647,MACK,MACK_138
-16.03817912,145.6521183,MACK,MACK_139
-16.03817753,145.6521141,MACK,MACK_140
-16.03817233,145.6517735,MACK,MACK_141
-16.03817233,145.6518975,MACK,MACK_142
-16.03816705,145.6517438,MACK,MACK_143
-16.03816428,145.6517593,MACK,MACK_144
-16.03816143,145.6518095,MACK,MACK_145
-14.78067999,145.3578195,MART,MART_1
-14.78066775,145.3578024,MART,MART_2
-14.78066113,145.3578278,MART,MART_3
-14.78064462,145.3577854,MART,MART_4
-14.78063615,145.3577796,MART,MART_5
-14.78063188,145.357756,MART,MART_6
-14.78059952,145.3577995,MART,MART_7
-14.78056608,145.3578337,MART,MART_8
-14.78055149,145.3578359,MART,MART_9
-14.78050497,145.3577807,MART,MART_10
-14.78048821,145.3582649,MART,MART_11
-14.78046617,145.3578927,MART,MART_12
-14.78046499,145.3594752,MART,MART_13
-14.78043767,145.3580834,MART,MART_14
-14.7804354,145.3594667,MART,MART_15
-14.78043096,145.3594595,MART,MART_16
-14.78043096,145.3595575,MART,MART_17
-14.78040464,145.3595192,MART,MART_18
-14.78040028,145.3578885,MART,MART_19
-14.78039961,145.359542,MART,MART_20
-14.78039358,145.3594182,MART,MART_21
-14.78037556,145.3583258,MART,MART_22
-14.7803691,145.3582881,MART,MART_23
-14.78036877,145.3594336,MART,MART_24
-14.78036868,145.3593773,MART,MART_25
-14.78034429,145.359567,MART,MART_26
-14.78034278,145.3578964,MART,MART_27
-14.78033801,145.3582035,MART,MART_28
-14.78033298,145.3581133,MART,MART_29
-14.78032946,145.358016,MART,MART_30
-14.78032736,145.3584102,MART,MART_31
-14.78032493,145.3585006,MART,MART_32
-14.7803204,145.3580459,MART,MART_33
-14.78031814,145.3580776,MART,MART_34
-14.78031655,145.359367,MART,MART_35
-14.78031009,145.3596253,MART,MART_36
-14.78030423,145.3584325,MART,MART_37
-14.78029576,145.3595756,MART,MART_38
-14.78029107,145.3580329,MART,MART_39
-14.78028084,145.3596288,MART,MART_40
-14.78026777,145.3596253,MART,MART_41
-14.78026601,145.3582501,MART,MART_42
-14.78024681,145.3593683,MART,MART_43
-14.78023273,145.3596126,MART,MART_44
-14.78019325,145.3596426,MART,MART_45
-14.78017515,145.3596584,MART,MART_46
-14.7801681,145.3583618,MART,MART_47
-14.780162,145.358309,MART,MART_48
-14.78014673,145.3596696,MART,MART_49
-14.780142,145.358348,MART,MART_50
-14.780139,145.358351,MART,MART_51
-14.78013818,145.358499,MART,MART_52
-14.78013483,145.3596302,MART,MART_53
-14.78012754,145.3593483,MART,MART_54
-14.780121,145.358541,MART,MART_55
-14.780114,145.358814,MART,MART_56
-14.78011345,145.3596182,MART,MART_57
-14.780109,145.358393,MART,MART_58
-14.78010306,145.358533,MART,MART_59
-14.780100880000001,145.3596059,MART,MART_60
-14.7801,145.358501,MART,MART_61
-14.780096,145.358857,MART,MART_62
-14.780093,145.358165,MART,MART_63
-14.78008982,145.3595805,MART,MART_64
-14.780086,145.358066,MART,MART_65
-14.780084,145.358902,MART,MART_66
-14.78008202,145.3595543,MART,MART_67
-14.780078,145.358134,MART,MART_68
-14.780078,145.358833,MART,MART_69
-14.7800775,145.359509,MART,MART_70
-14.780077,145.358147,MART,MART_71
-14.780076,145.35883,MART,MART_72
-14.78007331,145.3595384,MART,MART_73
-14.78007,145.358059,MART,MART_74
-14.78007,145.358492,MART,MART_75
-14.78006174,145.3594833,MART,MART_76
-14.780058,145.358815,MART,MART_77
-14.780057,145.358544,MART,MART_78
-14.780056,145.358422,MART,MART_79
-14.78004,145.358834,MART,MART_80
-14.780039,145.358513,MART,MART_81
-14.780039,145.358655,MART,MART_82
-14.780038,145.3587,MART,MART_83
-14.780034,145.357997,MART,MART_84
-14.780029,145.358953,MART,MART_85
-14.780026,145.358649,MART,MART_86
-14.78002327,145.3590894,MART,MART_87
-14.780018,145.358709,MART,MART_88
-14.780017,145.358635,MART,MART_89
-14.78001639,145.3588786,MART,MART_90
-14.780013,145.358643,MART,MART_91
-14.780008,145.35864,MART,MART_92
-14.78000206,145.3593995,MART,MART_93
-14.779999,145.358772,MART,MART_94
-14.779994,145.358974,MART,MART_95
-14.779982,145.358715,MART,MART_96
-14.779981,145.358601,MART,MART_97
-14.779979,145.358622,MART,MART_98
-14.779973,145.359,MART,MART_99
-14.779961,145.358646,MART,MART_100
-14.779959,145.359026,MART,MART_101
-14.77995889,145.3587718,MART,MART_102
-14.779949,145.358759,MART,MART_103
-14.779941,145.359033,MART,MART_104
-14.779941,145.359297,MART,MART_105
-14.7799366,145.3590635,MART,MART_106
-14.779934,145.359128,MART,MART_107
-14.77992696,145.3592377,MART,MART_108
-14.7799231,145.3588682,MART,MART_109
-14.77992,145.359144,MART,MART_110
-14.779905,145.359415,MART,MART_111
-14.779903,145.359425,MART,MART_112
-14.779902,145.359313,MART,MART_113
-14.7799,145.359159,MART,MART_114
-14.779897,145.359313,MART,MART_115
-14.779885,145.359329,MART,MART_116
-14.779884,145.359423,MART,MART_117
-14.77987801,145.3588843,MART,MART_118
-14.77987382,145.3592046,MART,MART_119
-14.779871,145.359357,MART,MART_120
-14.77986418,145.3593209,MART,MART_121
-14.779861,145.359173,MART,MART_122
-14.779848,145.359258,MART,MART_123
-14.77984,145.359423,MART,MART_124
-14.779832,145.359245,MART,MART_125
-14.779821,145.359473,MART,MART_126
-14.77981707,145.3592987,MART,MART_127
-14.77981514,145.3591928,MART,MART_128
-14.77980886,145.3591423,MART,MART_129
-14.77978648,145.3594006,MART,MART_130
-14.779762,145.359547,MART,MART_131
-14.779761,145.35957199999999,MART,MART_132
-14.77975328,145.3594316,MART,MART_133
-14.77974775,145.3595074,MART,MART_134
-14.77974088,145.359632,MART,MART_135
-14.779699,145.359733,MART,MART_136
-14.77965991,145.359936,MART,MART_137
-14.7795978,145.3599456,MART,MART_138
-14.77953334,145.3605418,MART,MART_139
-14.77942924,145.3601277,MART,MART_140
-14.77942522,145.3602739,MART,MART_141
-14.77937635,145.3601987,MART,MART_142
-14.77910587,145.3608177,MART,MART_143
-14.77906303,145.3607222,MART,MART_144
-18.27838,147.37922,MYRM,MYRM_1
-18.27819396,147.3789882,MYRM,MYRM_2
-18.27817678,147.3789961,MYRM,MYRM_3
-18.2781616,147.3793314,MYRM,MYRM_4
-18.27814241,147.3794371,MYRM,MYRM_5
-18.27814191,147.3793548,MYRM,MYRM_6
-18.27814065,147.3793501,MYRM,MYRM_7
-18.27811911,147.3794505,MYRM,MYRM_8
-18.27811022,147.3788917,MYRM,MYRM_9
-18.27810628,147.3789045,MYRM,MYRM_10
-18.27809949,147.3789341,MYRM,MYRM_11
-18.27807058,147.3792812,MYRM,MYRM_12
-18.2780461,147.3791772,MYRM,MYRM_13
-18.27802163,147.3788529,MYRM,MYRM_14
-18.27798642,147.3789643,MYRM,MYRM_15
-18.27798609,147.3789681,MYRM,MYRM_16
-18.27797921,147.3787955,MYRM,MYRM_17
-18.27797854,147.378974,MYRM,MYRM_18
-18.2779767,147.3787863,MYRM,MYRM_19
-18.27797284,147.3789485,MYRM,MYRM_20
-18.27797259,147.3789835,MYRM,MYRM_21
-18.27797092,147.3790123,MYRM,MYRM_22
-18.27795331,147.378726,MYRM,MYRM_23
-18.27786673,147.3787855,MYRM,MYRM_24
-18.27786069,147.3788495,MYRM,MYRM_25
-18.27784234,147.3788077,MYRM,MYRM_26
-14.74339569,145.5132492,NDIR,NDIR_1
-14.74339,145.51333,NDIR,NDIR_2
-14.74336929,145.5132594,NDIR,NDIR_3
-14.74336275,145.5132172,NDIR,NDIR_4
-14.74336199,145.5132533,NDIR,NDIR_5
-14.74335043,145.5132808,NDIR,NDIR_6
-14.74333936,145.5131797,NDIR,NDIR_7
-14.74333819,145.513238,NDIR,NDIR_8
-14.74330408,145.513266,NDIR,NDIR_9
-14.74328295,145.513156,NDIR,NDIR_10
-14.74326409,145.5131544,NDIR,NDIR_11
-14.74321531,145.5131658,NDIR,NDIR_12
-14.74314658,145.5130356,NDIR,NDIR_13
-14.74312462,145.5131528,NDIR,NDIR_14
-14.743105,145.512795,NDIR,NDIR_15
-14.743104,145.512806,NDIR,NDIR_16
-14.743101,145.512791,NDIR,NDIR_17
-14.74310031,145.5130513,NDIR,NDIR_18
-14.743098,145.512783,NDIR,NDIR_19
-14.743095,145.512795,NDIR,NDIR_20
-14.743092,145.512784,NDIR,NDIR_21
-14.74308849,145.5128912,NDIR,NDIR_22
-14.743088,145.51276,NDIR,NDIR_23
-14.74308455,145.5130413,NDIR,NDIR_24
-14.743077,145.512762,NDIR,NDIR_25
-14.743071,145.512765,NDIR,NDIR_26
-14.74307081,145.5130658,NDIR,NDIR_27
-14.74307,145.512767,NDIR,NDIR_28
-14.743068,145.512805,NDIR,NDIR_29
-14.743066,145.513041,NDIR,NDIR_30
-14.743065,145.512805,NDIR,NDIR_31
-14.74306452,145.5129246,NDIR,NDIR_32
-14.743062,145.512844,NDIR,NDIR_33
-14.743062,145.512984,NDIR,NDIR_34
-14.74306,145.512942,NDIR,NDIR_35
-14.74306,145.512953,NDIR,NDIR_36
-14.743059,145.512738,NDIR,NDIR_37
-14.743058,145.51286,NDIR,NDIR_38
-14.743056,145.512981,NDIR,NDIR_39
-14.743054,145.512918,NDIR,NDIR_40
-14.74305,145.512921,NDIR,NDIR_41
-14.74304968,145.5128437,NDIR,NDIR_42
-14.743048,145.512718,NDIR,NDIR_43
-14.743048,145.512853,NDIR,NDIR_44
-14.743048,145.51292,NDIR,NDIR_45
-14.743046,145.512901,NDIR,NDIR_46
-14.743046,145.513023,NDIR,NDIR_47
-14.743045,145.512839,NDIR,NDIR_48
-14.74304013,145.5129828,NDIR,NDIR_49
-14.74304,145.5129,NDIR,NDIR_50
-14.74303979,145.5130851,NDIR,NDIR_51
-14.743039,145.512869,NDIR,NDIR_52
-14.74303837,145.512756,NDIR,NDIR_53
-14.743038,145.512998,NDIR,NDIR_54
-14.743037,145.512892,NDIR,NDIR_55
-14.743032,145.51283,NDIR,NDIR_56
-14.743032,145.513015,NDIR,NDIR_57
-14.743031,145.512716,NDIR,NDIR_58
-14.743028,145.512676,NDIR,NDIR_59
-14.743028,145.512697,NDIR,NDIR_60
-14.743027,145.512894,NDIR,NDIR_61
-14.743023,145.513008,NDIR,NDIR_62
-14.74301917,145.5128808,NDIR,NDIR_63
-14.743017,145.512709,NDIR,NDIR_64
-14.743014,145.512681,NDIR,NDIR_65
-14.742999,145.512669,NDIR,NDIR_66
-14.74299805,145.5127886,NDIR,NDIR_67
-14.742997,145.51267000000001,NDIR,NDIR_68
-14.742997,145.512697,NDIR,NDIR_69
-14.742995,145.51267000000001,NDIR,NDIR_70
-14.742995,145.512713,NDIR,NDIR_71
-14.742994,145.512701,NDIR,NDIR_72
-14.74299084,145.5129556,NDIR,NDIR_73
-14.74299,145.512689,NDIR,NDIR_74
-14.742987,145.512719,NDIR,NDIR_75
-14.742986,145.512671,NDIR,NDIR_76
-14.742985,145.512732,NDIR,NDIR_77
-14.74296947,145.5128701,NDIR,NDIR_78
-14.742969,145.512715,NDIR,NDIR_79
-14.74296897,145.5129756,NDIR,NDIR_80
-14.74296184,145.5129314,NDIR,NDIR_81
-14.74295866,145.5129679,NDIR,NDIR_82
-14.74295162,145.5129827,NDIR,NDIR_83
-14.74294759,145.5129375,NDIR,NDIR_84
-14.74294684,145.5129575,NDIR,NDIR_85
-14.74293871,145.5127523,NDIR,NDIR_86
-14.74293058,145.5127109,NDIR,NDIR_87
-14.74292655,145.5127266,NDIR,NDIR_88
-14.74289504,145.5127778,NDIR,NDIR_89
-14.7428709,145.5127718,NDIR,NDIR_90
-14.74285606,145.5124947,NDIR,NDIR_91
-14.74283854,145.5126526,NDIR,NDIR_92
-14.74283846,145.5126495,NDIR,NDIR_93
-14.7428341,145.5127479,NDIR,NDIR_94
-14.74282622,145.5125197,NDIR,NDIR_95
-14.74278566,145.512503,NDIR,NDIR_96
-14.74274928,145.5124824,NDIR,NDIR_97
-14.74273461,145.5124882,NDIR,NDIR_98
-14.7427191,145.5125236,NDIR,NDIR_99
-14.74269488,145.5127157,NDIR,NDIR_100
-14.74268172,145.5125342,NDIR,NDIR_101
-14.7426787,145.5125182,NDIR,NDIR_102
-14.74265,145.51237,NDIR,NDIR_103
-14.74264,145.51237,NDIR,NDIR_104
-14.74263,145.51237,NDIR,NDIR_105
-14.74263,145.51238,NDIR,NDIR_106
-14.74263,145.51248,NDIR,NDIR_107
-14.74262,145.5124,NDIR,NDIR_108
-14.74262,145.51246,NDIR,NDIR_109
-14.74261,145.51237,NDIR,NDIR_110
-14.74261,145.51238,NDIR,NDIR_111
-14.74261,145.5124,NDIR,NDIR_112
-14.7426,145.51237,NDIR,NDIR_113
-14.7426,145.51238,NDIR,NDIR_114
-14.74259,145.51234,NDIR,NDIR_115
-14.74258843,145.5127075,NDIR,NDIR_116
-14.74258,145.51235,NDIR,NDIR_117
-14.74258,145.51238,NDIR,NDIR_118
-14.74257745,145.5126694,NDIR,NDIR_119
-14.74257695,145.5125664,NDIR,NDIR_120
-14.74257569,145.5124069,NDIR,NDIR_121
-14.74257477,145.5126469,NDIR,NDIR_122
-14.74257,145.51234,NDIR,NDIR_123
-14.74257,145.51245,NDIR,NDIR_124
-14.74256999,145.5125269,NDIR,NDIR_125
-14.74256529,145.5123842,NDIR,NDIR_126
-14.74256,145.51229,NDIR,NDIR_127
-14.74256,145.5123,NDIR,NDIR_128
-14.74255716,145.5126707,NDIR,NDIR_129
-14.74255339,145.5123261,NDIR,NDIR_130
-14.74255,145.51204,NDIR,NDIR_131
-14.74255,145.51205,NDIR,NDIR_132
-14.74255,145.51229,NDIR,NDIR_133
-14.74255,145.51231,NDIR,NDIR_134
-14.74255,145.51233,NDIR,NDIR_135
-14.74254769,145.5122226,NDIR,NDIR_136
-14.74254736,145.5122922,NDIR,NDIR_137
-14.74254543,145.5126457,NDIR,NDIR_138
-14.74254367,145.5125447,NDIR,NDIR_139
-14.74254,145.51203,NDIR,NDIR_140
-14.74254,145.51205,NDIR,NDIR_141
-14.74254,145.51232,NDIR,NDIR_142
-14.74254,145.51234,NDIR,NDIR_143
-14.74253135,145.5121976,NDIR,NDIR_144
-14.74253,145.51235,NDIR,NDIR_145
-14.74252699,145.5126851,NDIR,NDIR_146
-14.74252,145.51215,NDIR,NDIR_147
-14.74252,145.51229,NDIR,NDIR_148
-14.74252,145.51233,NDIR,NDIR_149
-14.74252,145.51236,NDIR,NDIR_150
-14.74251,145.51217,NDIR,NDIR_151
-14.74249765,145.512233,NDIR,NDIR_152
-14.74249,145.51226,NDIR,NDIR_153
-14.74249,145.51227,NDIR,NDIR_154
-14.74249,145.51229,NDIR,NDIR_155
-14.74248357,145.5121037,NDIR,NDIR_156
-14.74248223,145.5123608,NDIR,NDIR_157
-14.74247804,145.5125633,NDIR,NDIR_158
-14.74247,145.51225,NDIR,NDIR_159
-14.74246077,145.5121414,NDIR,NDIR_160
-14.74244,145.51204,NDIR,NDIR_161
-14.74241878,145.5121353,NDIR,NDIR_162
-14.74241233,145.5121828,NDIR,NDIR_163
-14.7424083,145.5121015,NDIR,NDIR_164
-14.74240403,145.5123213,NDIR,NDIR_165
-14.74240378,145.5123154,NDIR,NDIR_166
-14.7424,145.51202,NDIR,NDIR_167
-14.7424,145.51207,NDIR,NDIR_168
-14.74239699,145.5121812,NDIR,NDIR_169
-14.74239355,145.5123996,NDIR,NDIR_170
-14.74239,145.51207,NDIR,NDIR_171
