individualID,materialSampleID,EcoReefID_short,projECT01ID,scientificName,scientificAbbreviation,identificationRemarks,EcoClusterID,EcoReefID,EcoReefHabitat,EcoZoneID,EcoLocationID_short,fieldID,tagID,digitalOrthoYear,UWorthoYear,EcoPlotID,EcoPlotID_new,locality,timeOfDay,minimum,maximum,eventEnteredBy,dayCollected,monthCollected,yearCollected,fieldNotes,decimalLatitude,decimalLongitude,coordNote,georeferenceProtocol,coordinateUncertaintyInMeters,locationRemarks,healthScore,collectorList,associatedMedia,permitInformation,principalInvestigator,fundingSource,country,sizeOfColonyincm,Plot_MaxCoralDist.m,decimalLatitude_plot,decimalLongitude_plot,EcoPlotID_full,depthOfBottominmeters,depthNote,depthOfColonyinmeters,EcoPlotDepthinmeters.tidecorrected
Ahya_70a,RRAP-ECT01-2021-Ahya-ECAY-70_L3,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,15:14,NA,NA,Vmocellin,22,1,2021,,-21.47047782,152.5653211,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220571,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.5,ECT depth,~2.5-3.5,NA
Ahya_53a,RRAP-ECT01-2021-Ahya-ECAY-53_L4,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,10:57,NA,NA,Vmocellin,22,1,2021,,-21.47045393,152.5653714,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220591,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.5,ECT depth,~2.5-3.5,NA
Ahya_82a,RRAP-ECT01-2021-Ahya-ECAY-82_L2,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,16:23,NA,NA,Vmocellin,22,1,2021,,-21.4701397,152.5614906,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220050,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,3,ECT depth,~3,NA
Ahya_68a,RRAP-ECT01-2021-Ahya-ECAY-68,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,10:04,NA,NA,Vmocellin,22,1,2021,,-21.470135,152.5653938,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220558,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.5,ECT depth,~2.5-3.5,NA
Ahya_54a,RRAP-ECT01-2021-Ahya-ECAY-54_L2,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,11:01,NA,NA,Vmocellin,22,1,2021,,-21.47011573,152.5653786,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220598,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.5,ECT depth,~2.5-3.5,NA
Ahya_67a,RRAP-ECT01-2021-Ahya-ECAY-67_L4,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,10:01,NA,NA,Vmocellin,22,1,2021,,-21.47008237,152.5652048,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220548,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.5,ECT depth,~2.5-3.5,NA
Ahya_72a,RRAP-ECT01-2021-Ahya-ECAY-72_L2,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,15:39,NA,NA,Vmocellin,22,1,2021,,-21.4699677,152.5649253,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220072,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.5,ECT depth,~2.5-3.5,NA
Ahya_81a,RRAP-ECT01-2021-Ahya-ECAY-81_L2,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,16:15,NA,NA,Vmocellin,22,1,2021,,-21.46981163,152.5618594,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220043,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,3,ECT depth,~3,NA
Ahya_57a,RRAP-ECT01-2021-Ahya-ECAY-57_L4,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,10:21,NA,NA,Vmocellin,22,1,2021,,-21.46934174,152.5639749,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220017,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,5,ECT depth,~5,NA
Ahya_56a,RRAP-ECT01-2021-Ahya-ECAY-56_L3,ECAY,ECT01,Acropora hyacinthus,Ahya,NA,,East Cay,NA,NA,ECAY,NA,NA,NA,NA,NA,NA,East Cay Reef,10:14,NA,NA,Vmocellin,22,1,2021,,-21.46919229,152.564365,,colony GPS,10,NA,NA,EHowells|VMocellin |RForster|LBay,P1220009,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,5,ECT depth,~5,NA
112,RRAP-ECO3-2021-Ahya-OCLB-112_L4,OCLB,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Little Broadhurst,Back1,Shallow,OCLB_BA1S,NA,NA,NA,NA,NA,NA,Little Broadhurst,NA,NA,NA,Katharine Prata,22,5,2021,host species =  Acropora hyacinthus  |  NA,-18.949114,147.693065,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Katharine Prata,P5210198-9 |P52101200-4,GBRMPA G21/44774.115,Riginos,RRAP,Australia,NA,60,-18.949114,147.693065,OCLB_BA1S,4.2,ECO plot,,4.2
95,RRAP-ECO3-2021-Ahya-OCLB-95_L4,OCLB,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Little Broadhurst,Back1,Shallow,OCLB_BA1S,NA,NA,NA,NA,NA,NA,Little Broadhurst,NA,NA,NA,Katharine Prata,22,5,2021,host species =  Acropora hyacinthus  |  NA,-18.949114,147.693065,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Katharine Prata,P5210165 |P5210166-9,GBRMPA G21/44774.98,Riginos,RRAP,Australia,NA,60,-18.949114,147.693065,OCLB_BA1S,4.2,ECO plot,,4.2
98,RRAP-ECO3-2021-Ahya-OCLB-98_L4,OCLB,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Little Broadhurst,Back1,Shallow,OCLB_BA1S,NA,NA,NA,NA,NA,NA,Little Broadhurst,NA,NA,NA,Katharine Prata,22,5,2021,host species =  Acropora hyacinthus  |  NA,-18.949114,147.693065,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Katharine Prata,P5210165 |P5210166-9,GBRMPA G21/44774.101,Riginos,RRAP,Australia,NA,60,-18.949114,147.693065,OCLB_BA1S,4.2,ECO plot,,4.2
BLCH17A,RRAP-ECO3-2022-Ahya-BLCH17A_L2,OCDA,ECO03_BLCH,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Davies,Back1,Shallow,OCDA_BA1S,8,Ahya_7,NA,NA,P2,P3,Davies,0.604166667,NA,NA,Zoe Meziere,28,3,2022,NA,-18.8259,147.62727,Zone-level backup coordinates,NA,NA,NA,C2,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,30,-18.8259,147.62727,OCDA_BA1S_P3,3.2,ECO plot,,3.2
154,RRAP-ECO3-2021-Ahya-OCCH-154_L4,OCCH,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Chicken,Back2,Shallow,OCCH_BA2S,NA,NA,NA,NA,NA,NA,Chicken,NA,NA,NA,Katharine Prata,24,5,2021,host species =  Acropora hyacinthus  |  TYPE SPECIMEN,-18.66016,147.70297,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Katharine Prata,P5230034-6 |P5230037-43,GBRMPA G21/44774.157,Riginos,RRAP,Australia,NA,60,-18.66016,147.70297,OCCH_BA2S,4.4,ECO plot,,4.4
141,RRAP-ECO3-2021-Ahya-OCCH-141_L4,OCCH,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Chicken,Back1,Shallow,OCCH_BA1S,NA,NA,NA,NA,NA,NA,Chicken,NA,NA,NA,Katharine Prata,23,5,2021,host species =  Acropora hyacinthus  |  NA,-18.653034,147.708676,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Katharine Prata,P5230388 |P5230389-92,GBRMPA G21/44774.144,Riginos,RRAP,Australia,NA,60,-18.653034,147.708676,OCCH_BA1S,5.2,ECO plot,,5.2
117,RRAP-ECO3-2021-Ahya-OCCH-117_L4,OCCH,ECO03,Acropora hyacinthus,Ahya,NA,Offshore Central GBR,Chicken,Flank1,Shallow,OCCH_FL1S,NA,NA,NA,NA,NA,NA,Chicken,NA,NA,NA,Katharine Prata,23,5,2021,host species =  Acropora hyacinthus  |  NA,-18.652112,147.718717,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Katharine Prata,P5220224-7 |P5220228-31,GBRMPA G21/44774.120,Riginos,RRAP,Australia,NA,60,-18.652112,147.718717,OCCH_FL1S,5.7,ECO plot,,5.7
BLCH216A,RRAP-ECO3-2022-Ahya-BLCH216A_L2,PAOR,ECO03_BLCH,Acropora hyacinthus,Ahya,NA,Inshore Central GBR,Orpheus,Flank1,Shallow,PAOR_FL1S,17,Ahya_NN,NA,NA,P1,NA,Palm Islands,0.395833333,NA,NA,Zoe Meziere,12,4,2022,NA,-18.5722065,146.4953325,Mean of StakeA and StakeB,NA,NA,NA,C3,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,-18.5722065,146.4953325,PAOR_FL1S_P1,3,ECO plot,,3
BLCH202A,RRAP-ECO3-2022-Ahya-BLCH202A_L2,PAPE,ECO03_BLCH,Acropora hyacinthus,Ahya,NA,Inshore Central GBR,Pelorus,Front1,Shallow,PAPE_FR1S,40,Ahya_0,NA,NA,P2,NA,Palm Islands,0.4375,NA,NA,Zoe Meziere,11,4,2022,NA,-18.5396,146.4991715,Mean of StakeA and StakeB,NA,NA,NA,C3,Zoe Meziere,NA,GBRMPA G21/44774.1,Riginos,RRAP,Australia,NA,6,-18.5396,146.4991715,PAPE_FR1S_P2,4.5,ECO plot,,4.5
Ahya_367,RRAP-ECT01-2021-Ahya-FITZ-367_L2,FITI,ECT01,Acropora hyacinthus,Ahya,NA,,Fitzroy Island,NA,NA,FITI,NA,NA,NA,NA,NA,NA,Fitzroy Island Reef,9:53,NA,NA,V Mocellin,6,5,2021,,-16.94073239,145.9945433,,colony GPS,10,NA,NA,VMocellin,P5063772,G21/45166.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.6,ECT depth,2.6,NA
Ahya_362,RRAP-ECT01-2021-Ahya-FITZ-362_L2,FITI,ECT01,Acropora hyacinthus,Ahya,NA,,Fitzroy Island,NA,NA,FITI,NA,NA,NA,NA,NA,NA,Fitzroy Island Reef,8:53,NA,NA,V Mocellin,6,5,2021,,-16.94058697,145.9947788,,colony GPS,10,NA,NA,VMocellin,P5063745,G21/45166.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,4,ECT depth,4,NA
Ahya_365,RRAP-ECT01-2021-Ahya-FITZ-365_L3,FITI,ECT01,Acropora hyacinthus,Ahya,NA,,Fitzroy Island,NA,NA,FITI,NA,NA,NA,NA,NA,NA,Fitzroy Island Reef,9:00,NA,NA,V Mocellin,6,5,2021,,-16.9405459,145.9945824,,colony GPS,10,NA,NA,VMocellin,P5063756,G21/45166.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.8,ECT depth,1.8,NA
Ahya_363,RRAP-ECT01-2021-Ahya-FITZ-363_L4,FITI,ECT01,Acropora hyacinthus,Ahya,NA,,Fitzroy Island,NA,NA,FITI,NA,NA,NA,NA,NA,NA,Fitzroy Island Reef,8:55,NA,NA,V Mocellin,6,5,2021,,-16.94054145,145.9947606,,colony GPS,10,NA,NA,VMocellin,P5063748,G21/45166.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,3.8,ECT depth,3.8,NA
Ahya_364,RRAP-ECT01-2021-Ahya-FITZ-364_L2,FITI,ECT01,Acropora hyacinthus,Ahya,NA,,Fitzroy Island,NA,NA,FITI,NA,NA,NA,NA,NA,NA,Fitzroy Island Reef,8:58,NA,NA,V Mocellin,6,5,2021,,-16.9405205,145.994654,,colony GPS,10,NA,NA,VMocellin,P5063753,G21/45166.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,2.7,ECT depth,2.7,NA
366,RRAP-ECO3-2021-Ahya-MOOR-366_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Front2,Shallow,ONMO_FR2S,13,NA,NA,NA,NA,NA,Moore Reef,0.604166667,NA,NA,Zoe Meziere,26,10,2021,NA,-16.882674,146.244602,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.144,Riginos,RRAP,Australia,NA,60,-16.882674,146.244602,ONMO_FR2S,3.8,ECO plot,,3.8
367,RRAP-ECO3-2021-Ahya-MOOR-367_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Front2,Shallow,ONMO_FR2S,14,NA,NA,NA,NA,NA,Moore Reef,0.604166667,NA,NA,Zoe Meziere,26,10,2021,NA,-16.882674,146.244602,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.145,Riginos,RRAP,Australia,NA,60,-16.882674,146.244602,ONMO_FR2S,3.8,ECO plot,,3.8
434,RRAP-ECO3-2021-Ahya-MOOR-434_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Back2,Shallow,ONMO_BA2S,7,NA,NA,NA,NA,NA,Moore Reef,0.604166667,NA,NA,Zoe Meziere,29,10,2021,NA,-16.8820015,146.183993,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.212,Riginos,RRAP,Australia,NA,60,-16.8820015,146.183993,ONMO_BA2S,3.6,ECO plot,,3.6
345,RRAP-ECO3-2021-Ahya-MOOR-345_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Front1,Shallow,ONMO_FR1S,2,NA,NA,NA,NA,NA,Moore Reef,0.583333333,NA,NA,Zoe Meziere,25,10,2021,NA,-16.872041,146.2536145,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.123,Riginos,RRAP,Australia,NA,60,-16.872041,146.2536145,ONMO_FR1S,4.5,ECO plot,,4.5
346,RRAP-ECO3-2021-Ahya-MOOR-346_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Front1,Shallow,ONMO_FR1S,4,NA,NA,NA,NA,NA,Moore Reef,0.583333333,NA,NA,Zoe Meziere,25,10,2021,NA,-16.872041,146.2536145,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.124,Riginos,RRAP,Australia,NA,60,-16.872041,146.2536145,ONMO_FR1S,4.5,ECO plot,,4.5
392,RRAP-ECO3-2021-Ahya-MOOR-392_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Lagoon1,Shallow,ONMO_LA1S,9,NA,NA,NA,NA,NA,Moore Reef,0.395833333,NA,NA,Zoe Meziere,28,10,2021,NA,-16.859841,146.2256785,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.170,Riginos,RRAP,Australia,NA,60,-16.859841,146.2256785,ONMO_LA1S,3.9,ECO plot,,3.9
392,RRAP-ECO3-2021-Ahya-MOOR-392_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Lagoon1,Shallow,ONMO_LA1S,9,NA,NA,NA,NA,NA,Moore Reef,0.395833333,NA,NA,Zoe Meziere,28,10,2021,NA,-16.859841,146.2256785,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.170,Riginos,RRAP,Australia,NA,60,-16.859841,146.2256785,ONMO_LA1S,3.9,ECO plot,,3.9
309,RRAP-ECO3-2021-Ahya-MOOR-309_L3,ONMO,ECO03,Acropora hyacinthus,Ahya,NA,Offshore North GBR ,Moore Reef,Back1,Shallow,ONMO_BA1S,5,NA,NA,NA,NA,NA,Moore Reef,0.375,NA,NA,Zoe Meziere,24,10,2021,NA,-16.8472105,146.217424,Original metadata entry,GPS EcoRRAP sites,20,NA,NA,Zoe Meziere,NA,GBRMPA G21/44774.311,Riginos,RRAP,Australia,NA,60,-16.8472105,146.217424,ONMO_BA1S,4.1,ECO plot,,4.1
Ahya_54b,RRAP-ECT01-2021-Ahya-NDIR-54_L2,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,9:40,NA,NA,E Howells,22,3,2021,NA,-14.74274928,145.5124824,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3221835,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.8,ECT depth,1.8,NA
Ahya_50b,RRAP-ECT01-2021-Ahya-NDIR-50,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,9:25,NA,NA,E Howells,22,3,2021,NA,-14.7427191,145.5125236,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3221813,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.7,ECT depth,1.7,NA
Ahya_B31,RRAP-ECT01-2021-Ahya-B31_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:06,NA,NA,E Howells,21,3,2021,NA,-14.74265,145.51237,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211717,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.4,ECT depth,1.4,NA
Ahya_B30,RRAP-ECT01-2021-Ahya-B30_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:04,NA,NA,E Howells,21,3,2021,NA,-14.74264,145.51237,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211713,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.6,ECT depth,1.6,NA
Ahya_B29,RRAP-ECT01-2021-Ahya-B29_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:01,NA,NA,E Howells,21,3,2021,NA,-14.74263,145.51237,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211704,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.4,ECT depth,1.4,NA
Ahya_B36,RRAP-ECT01-2021-Ahya-B36_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:16,NA,NA,E Howells,21,3,2021,NA,-14.74262,145.5124,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211739,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.5,ECT depth,1.5,NA
Ahya_B25,RRAP-ECT01-2021-Ahya-B25_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:52,NA,NA,E Howells,21,3,2021,NA,-14.74261,145.51238,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211680,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.6,ECT depth,1.6,NA
Ahya_B28,RRAP-ECT01-2021-Ahya-B28_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:56,NA,NA,E Howells,21,3,2021,NA,-14.74261,145.51237,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211694,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.4,ECT depth,1.4,NA
Ahya_B35,RRAP-ECT01-2021-Ahya-B35_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:14,NA,NA,E Howells,21,3,2021,NA,-14.74261,145.5124,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211734,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.5,ECT depth,1.5,NA
Ahya_B21,RRAP-ECT01-2021-Ahya-B21_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:43,NA,NA,E Howells,21,3,2021,NA,-14.74257,145.51234,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211658,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.6,ECT depth,1.6,NA
Ahya_B24,RRAP-ECT01-2021-Ahya-B24_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:50,NA,NA,E Howells,21,3,2021,NA,-14.74257,145.51245,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211675,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.5,ECT depth,1.5,NA
Ahya_B10,RRAP-ECT01-2021-Ahya-B10_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:18,NA,NA,E Howells,21,3,2021,NA,-14.74256,145.5123,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211609,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.2,ECT depth,1.2,NA
Ahya_B11,RRAP-ECT01-2021-Ahya-B11_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:20,NA,NA,E Howells,21,3,2021,NA,-14.74256,145.51229,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211613,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.3,ECT depth,1.3,NA
Ahya_B12,RRAP-ECT01-2021-Ahya-B12_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:21,NA,NA,E Howells,21,3,2021,NA,-14.74256,145.5123,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211616,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.4,ECT depth,1.4,NA
Ahya_B15,RRAP-ECT01-2021-Ahya-B15_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:26,NA,NA,E Howells,21,3,2021,NA,-14.74255,145.51231,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211629,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.5,ECT depth,1.5,NA
Ahya_B16,RRAP-ECT01-2021-Ahya-B16_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:27,NA,NA,E Howells,21,3,2021,NA,-14.74255,145.51231,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211633,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.2,ECT depth,1.2,NA
Ahya_B45,RRAP-ECT01-2021-Ahya-B45_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:52,NA,NA,E Howells,24,3,2021,NA,-14.74255,145.51205,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240476,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.5,ECT depth,1.5,NA
Ahya_B9,RRAP-ECT01-2021-Ahya-B9_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:17,NA,NA,E Howells,21,3,2021,NA,-14.74255,145.51229,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211605,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.3,ECT depth,1.3,NA
Ahya_B20,RRAP-ECT01-2021-Ahya-B20_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:39,NA,NA,E Howells,21,3,2021,NA,-14.74254,145.51234,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211652,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.2,ECT depth,1.2,NA
Ahya_B47,RRAP-ECT01-2021-Ahya-B47_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,15:54,NA,NA,E Howells,24,3,2021,NA,-14.74254,145.51203,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3240486,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.4,ECT depth,1.4,NA
Ahya_B19,RRAP-ECT01-2021-Ahya-B19_L3,NDIR,ECT01,Acropora hyacinthus,Ahya,NA,,North Direction,NA,NA,NDIR,NA,NA,NA,NA,NA,NA,North Direction Island Reef,14:34,NA,NA,E Howells,21,3,2021,NA,-14.74252,145.51233,Original metadata entry,colony GPS,10,NA,NA,EHowells|VMocellin |CThompson,P3211643,G19/43148.1,LBay | EHowells,RRAP,Australia,NA,NA,NA,NA,NA,1.2,ECT depth,1.2,NA
