decimalLatitude,decimalLongitude,locationID_short,locationID,clusterID_num,clusterID.x,clusterID.y
-23.43968452,151.9795906,CBHE,CBHE_51,30,NA,CBHE_21
-23.43967086,151.9797437,CBHE,CBHE_52,30,NA,CBHE_21
-23.43966725,151.9795826,CBHE,CBHE_53,30,NA,CBHE_21
-23.43966071,151.9797433,CBHE,CBHE_54,30,NA,CBHE_21
-23.43965795,151.9797847,CBHE,CBHE_55,30,NA,CBHE_21
-23.43963532,151.9797716,CBHE,CBHE_56,30,NA,CBHE_21
-23.43961998,151.9797301,CBHE,CBHE_57,30,NA,CBHE_21
-23.43960883,151.9798389,CBHE,CBHE_58,30,NA,CBHE_21
-23.43953029,151.9828023,CBHE,CBHE_59,33,NA,CBHE_24
-23.43952711,151.9827924,CBHE,CBHE_60,33,NA,CBHE_24
-23.43952434,151.9828049,CBHE,CBHE_61,33,NA,CBHE_24
-23.4395168,151.9827985,CBHE,CBHE_62,33,NA,CBHE_24
-23.43950188,151.9816625,CBHE,CBHE_63,34,CBHE_25,CBHE_25
-23.43949375,151.9827862,CBHE,CBHE_64,33,NA,CBHE_24
-23.43946181,151.9828142,CBHE,CBHE_65,33,NA,CBHE_24
-23.43941965,151.9818036,CBHE,CBHE_66,35,CBHE_26,CBHE_26
-23.43939216,151.9819606,CBHE,CBHE_67,36,CBHE_27,CBHE_27
-23.43929082,151.9817874,CBHE,CBHE_68,37,CBHE_28,CBHE_28
-23.43927607,151.9816192,CBHE,CBHE_69,38,CBHE_29,CBHE_29
-23.43925687,151.9821311,CBHE,CBHE_70,39,CBHE_30,CBHE_30
-23.43924254,151.9822725,CBHE,CBHE_71,40,CBHE_31,CBHE_31
-23.43914372,151.9818917,CBHE,CBHE_72,41,CBHE_32,CBHE_32
-23.43908429,151.9822389,CBHE,CBHE_73,42,NA,CBHE_33
-23.43907163,151.9822522,CBHE,CBHE_74,42,NA,CBHE_33
-23.43905579,151.982217,CBHE,CBHE_75,42,NA,CBHE_33
-23.4390055,151.9820785,CBHE,CBHE_76,43,NA,CBHE_34
-23.43897323,151.9820732,CBHE,CBHE_77,43,NA,CBHE_34
-23.43889008,151.9818672,CBHE,CBHE_78,44,NA,CBHE_35
-23.43888187,151.9819631,CBHE,CBHE_79,44,NA,CBHE_35
-23.434092,151.9200315,CBHE,CBHE_80,45,CBHE_36,CBHE_36
-23.434075,151.920269,CBHE,CBHE_81,46,NA,CBHE_37
-23.4340395,151.920592,CBHE,CBHE_82,47,NA,CBHE_38
-23.4340385,151.920667,CBHE,CBHE_83,47,NA,CBHE_38
-23.4340225,151.9208295,CBHE,CBHE_84,48,CBHE_39,CBHE_39
-23.434007,151.920339,CBHE,CBHE_85,46,NA,CBHE_37
-23.433991,151.9210255,CBHE,CBHE_86,49,CBHE_40,CBHE_40
-23.43398,151.920474,CBHE,CBHE_87,50,CBHE_41,CBHE_41
-23.433933,151.9212005,CBHE,CBHE_88,51,CBHE_42,CBHE_42
-23.4284645,151.9522105,CBHE,CBHE_89,52,CBHE_43,CBHE_43
-23.428454,151.9524855,CBHE,CBHE_90,53,CBHE_44,CBHE_44
-23.4284495,151.952358,CBHE,CBHE_91,54,CBHE_45,CBHE_45
-23.428403,151.952614,CBHE,CBHE_92,55,CBHE_46,CBHE_46
-23.4281955,151.95204,CBHE,CBHE_93,56,CBHE_47,CBHE_47
-23.428095,151.952179,CBHE,CBHE_94,57,CBHE_48,CBHE_48
-23.4280535,151.952309,CBHE,CBHE_95,58,NA,CBHE_49
-23.4280415,151.9524235,CBHE,CBHE_96,58,NA,CBHE_49
-23.428042,151.952424,CBHE_BA1D_P1,CBHE_BA1D_P1_1,58,CBHE_BA1D_P1_1,CBHE_BA1D_P1_1
-23.428403,151.952614,CBHE_BA1S_P1,CBHE_BA1S_P1_1,55,CBHE_BA1S_P1_1,CBHE_BA1S_P1_1
-23.428454,151.952486,CBHE_BA1S_P2,CBHE_BA1S_P2_1,53,CBHE_BA1S_P2_1,CBHE_BA1S_P2_1
-23.43404,151.920592,CBHE_BA2D_P1,CBHE_BA2D_P1_1,47,CBHE_BA2D_P1_1,CBHE_BA2D_P1_1
-23.43398,151.920474,CBHE_BA2D_P2,CBHE_BA2D_P2_1,50,CBHE_BA2D_P2_1,CBHE_BA2D_P2_1
-23.434092,151.920032,CBHE_BA2D_P4,CBHE_BA2D_P4_1,45,CBHE_BA2D_P4_1,CBHE_BA2D_P4_1
-23.433933,151.921201,CBHE_BA2S_P1,CBHE_BA2S_P1_1,51,CBHE_BA2S_P1_1,CBHE_BA2S_P1_1
-23.434023,151.92083,CBHE_BA2S_P3,CBHE_BA2S_P3_1,48,CBHE_BA2S_P3_1,CBHE_BA2S_P3_1
-23.434039,151.920667,CBHE_BA2S_P4,CBHE_BA2S_P4_1,47,CBHE_BA2S_P4_1,CBHE_BA2S_P4_1
-23.456176,151.925688,CBHE_FL1S,CBHE_FL1S_1,24,CBHE_FL1S_1,CBHE_FL1S_1
-23.456009,151.925543,CBHE_FL1S_P1,CBHE_FL1S_P1_1,25,CBHE_FL1S_P1_1,CBHE_FL1S_P1_1
-23.45611,151.925544,CBHE_FL1S_P2,CBHE_FL1S_P2_1,25,CBHE_FL1S_P2_1,CBHE_FL1S_P2_1
-23.456329,151.925771,CBHE_FL1S_P4,CBHE_FL1S_P4_1,23,CBHE_FL1S_P4_1,CBHE_FL1S_P4_1
-23.471979,151.977698,CBHE_FR1S_P2,CBHE_FR1S_P2_1,14,CBHE_FR1S_P2_1,CBHE_FR1S_P2_1
-23.470813,151.950752,CBHE_FR2D_P1,CBHE_FR2D_P1_1,19,CBHE_FR2D_P1_1,CBHE_FR2D_P1_1
-23.470846,151.95092,CBHE_FR2D_P2,CBHE_FR2D_P2_1,18,CBHE_FR2D_P2_1,CBHE_FR2D_P2_1
-23.470867,151.951202,CBHE_FR2D_P3,CBHE_FR2D_P3_1,16,CBHE_FR2D_P3_1,CBHE_FR2D_P3_1
-23.470385,151.950706,CBHE_FR2S_P1,CBHE_FR2S_P1_1,59,CBHE_FR2S_P1_1,CBHE_FR2S_P1_1
-23.917564,152.392285,CBLM,CBLM_1,60,CBLM_1,CBLM_1
-23.9101558,152.3860247,CBLM,CBLM_2,61,CBLM_2,CBLM_2
-23.90987844,152.3857418,CBLM,CBLM_3,62,NA,CBLM_3
-23.90985128,152.3857347,CBLM,CBLM_4,62,NA,CBLM_3
-23.90977342,152.3860339,CBLM,CBLM_5,63,CBLM_4,CBLM_4
-23.9095891,152.3859064,CBLM,CBLM_6,64,NA,CBLM_5
-23.90954635,152.3860341,CBLM,CBLM_7,65,CBLM_6,CBLM_6
-23.90953512,152.3858995,CBLM,CBLM_8,64,NA,CBLM_5
-23.90953411,152.3859078,CBLM,CBLM_9,64,NA,CBLM_5
-23.90942582,152.3862434,CBLM,CBLM_10,66,NA,CBLM_7
-23.90933219,152.3862881,CBLM,CBLM_11,66,NA,CBLM_7
-23.90931292,152.3862838,CBLM,CBLM_12,66,NA,CBLM_7
-23.90915475,152.3863735,CBLM,CBLM_13,67,NA,CBLM_8
-23.90908836,152.386376,CBLM,CBLM_14,67,NA,CBLM_8
-23.90892844,152.3864628,CBLM,CBLM_15,68,CBLM_9,CBLM_9
-23.90881679,152.386503,CBLM,CBLM_16,69,CBLM_10,CBLM_10
-23.90872367,152.386629,CBLM,CBLM_17,70,CBLM_11,CBLM_11
-23.90860758,152.386056,CBLM,CBLM_18,71,CBLM_12,CBLM_12
-23.90860246,152.3867034,CBLM,CBLM_19,72,NA,CBLM_13
-23.90854991,152.3866916,CBLM,CBLM_20,72,NA,CBLM_13
-23.90854949,152.3861689,CBLM,CBLM_21,73,CBLM_14,CBLM_14
-23.90853968,152.3866672,CBLM,CBLM_22,72,NA,CBLM_13
-23.90852552,152.3866161,CBLM,CBLM_23,72,NA,CBLM_13
-23.90848931,152.3865544,CBLM,CBLM_24,72,NA,CBLM_13
-23.90845218,152.386493,CBLM,CBLM_25,72,NA,CBLM_13
-23.90839644,152.3863147,CBLM,CBLM_26,74,NA,CBLM_15
-23.90838822,152.3863165,CBLM,CBLM_27,74,NA,CBLM_15
-23.90836962,152.3865145,CBLM,CBLM_28,72,NA,CBLM_13
-23.90836618,152.3865228,CBLM,CBLM_29,72,NA,CBLM_13
-23.90835813,152.3865083,CBLM,CBLM_30,72,NA,CBLM_13
-23.90832678,152.3865125,CBLM,CBLM_31,72,NA,CBLM_13
-23.90832494,152.3864977,CBLM,CBLM_32,72,NA,CBLM_13
-23.9083231,152.3863455,CBLM,CBLM_33,74,NA,CBLM_15
-23.9083101,152.3865646,CBLM,CBLM_34,72,NA,CBLM_13
-23.90830969,152.3865203,CBLM,CBLM_35,72,NA,CBLM_13
-23.9080216,152.3867485,CBLM,CBLM_36,75,CBLM_16,CBLM_16
-23.90789662,152.3867519,CBLM,CBLM_37,76,CBLM_17,CBLM_17
-23.90773108,152.3866667,CBLM,CBLM_38,77,NA,CBLM_18
-23.90772924,152.3867169,CBLM,CBLM_39,77,NA,CBLM_18
-23.90769848,152.3866834,CBLM,CBLM_40,77,NA,CBLM_18
-23.90768666,152.3866475,CBLM,CBLM_41,77,NA,CBLM_18
-23.90767048,152.3866346,CBLM,CBLM_42,77,NA,CBLM_18
-23.90766101,152.3866995,CBLM,CBLM_43,77,NA,CBLM_18
-23.90765657,152.3866973,CBLM,CBLM_44,77,NA,CBLM_18
-23.90760938,152.3866694,CBLM,CBLM_45,77,NA,CBLM_18
-23.9075072,152.3865234,CBLM,CBLM_46,78,NA,CBLM_19
-23.90743973,152.3867061,CBLM,CBLM_47,78,NA,CBLM_19
-23.90743109,152.386691,CBLM,CBLM_48,78,NA,CBLM_19
-23.90742783,152.3866732,CBLM,CBLM_49,78,NA,CBLM_19
-23.90741182,152.3866715,CBLM,CBLM_50,78,NA,CBLM_19
-23.90741014,152.3865734,CBLM,CBLM_51,78,NA,CBLM_19
-23.90737393,152.3865905,CBLM,CBLM_52,78,NA,CBLM_19
-23.90721786,152.3869001,CBLM,CBLM_53,79,NA,CBLM_20
-23.90720923,152.38690450000001,CBLM,CBLM_54,79,NA,CBLM_20
-23.90720135,152.3869153,CBLM,CBLM_55,79,NA,CBLM_20
-23.90718978,152.3869184,CBLM,CBLM_56,79,NA,CBLM_20
-23.90718517,152.386885,CBLM,CBLM_57,79,NA,CBLM_20
-23.907185,152.3869209,CBLM,CBLM_58,79,NA,CBLM_20
-23.90718332,152.3868906,CBLM,CBLM_59,79,NA,CBLM_20
-23.90718265,152.3868982,CBLM,CBLM_60,79,NA,CBLM_20
-23.90717134,152.3868998,CBLM,CBLM_61,79,NA,CBLM_20
-23.90711007,152.3869808,CBLM,CBLM_62,79,NA,CBLM_20
-23.90710185,152.3869429,CBLM,CBLM_63,79,NA,CBLM_20
-23.90709305,152.3869322,CBLM,CBLM_64,79,NA,CBLM_20
-23.9004655,152.393308,CBLM,CBLM_65,80,CBLM_21,CBLM_21
-23.9003675,152.3934045,CBLM,CBLM_66,81,CBLM_22,CBLM_22
-23.900253,152.393555,CBLM,CBLM_67,82,NA,CBLM_23
-23.900174,152.3936205,CBLM,CBLM_68,82,NA,CBLM_23
-23.8963465,152.414007,CBLM,CBLM_69,83,CBLM_24,CBLM_24
-23.896318,152.4138515,CBLM,CBLM_70,84,CBLM_25,CBLM_25
-23.8962565,152.413664,CBLM,CBLM_71,85,CBLM_26,CBLM_26
-23.8960755,152.414039,CBLM,CBLM_72,86,CBLM_27,CBLM_27
-23.8945,152.403644,CBLM,CBLM_73,87,CBLM_28,CBLM_28
-23.8944175,152.403762,CBLM,CBLM_74,88,CBLM_29,CBLM_29
-23.8943045,152.4043745,CBLM,CBLM_75,89,CBLM_30,CBLM_30
-23.8853215,152.413674,CBLM,CBLM_76,90,CBLM_31,CBLM_31
-23.8852145,152.413594,CBLM,CBLM_77,91,CBLM_32,CBLM_32
-23.88506,152.4135875,CBLM,CBLM_78,92,CBLM_33,CBLM_33
-23.884943,152.4136075,CBLM,CBLM_79,93,CBLM_34,CBLM_34
-23.88372414,152.4158023,CBLM,CBLM_80,94,CBLM_35,CBLM_35
-23.88356882,152.41571,CBLM,CBLM_81,95,CBLM_36,CBLM_36
-23.88355432,152.4162366,CBLM,CBLM_82,96,CBLM_37,CBLM_37
-23.88349799,152.4164156,CBLM,CBLM_83,97,CBLM_38,CBLM_38
-23.8834099,152.4165353,CBLM,CBLM_84,98,CBLM_39,CBLM_39
-23.88336388,152.4167807,CBLM,CBLM_85,99,CBLM_40,CBLM_40
-23.917562,152.392049,CBLM_FL2S_P1,CBLM_FL2S_P1_1,100,CBLM_FL2S_P1_1,CBLM_FL2S_P1_1
-23.917494,152.392486,CBLM_FL2S_P3,CBLM_FL2S_P3_1,101,CBLM_FL2S_P3_1,CBLM_FL2S_P3_1
-23.916998,152.392632,CBLM_FL2S_P4,CBLM_FL2S_P4_1,102,CBLM_FL2S_P4_1,CBLM_FL2S_P4_1
-23.896076,152.414039,CBLM_LA1S,CBLM_LA1S_1,86,CBLM_LA1S_1,CBLM_LA1S_1
-21.47414323,152.56197,ECAY,ECAY_1,103,ECAY_1,ECAY_1
-21.47393762,152.5611744,ECAY,ECAY_2,104,ECAY_2,ECAY_2
-21.47311921,152.5610228,ECAY,ECAY_3,105,NA,ECAY_3
-21.47309214,152.5610289,ECAY,ECAY_4,105,NA,ECAY_3
-21.47307848,152.5609108,ECAY,ECAY_5,105,NA,ECAY_3
-21.47306297,152.5609181,ECAY,ECAY_6,105,NA,ECAY_3
-21.47304855,152.5609273,ECAY,ECAY_7,105,NA,ECAY_3
-21.47282342,152.5609202,ECAY,ECAY_8,106,ECAY_4,ECAY_4
-21.4713337,152.5650215,ECAY,ECAY_9,107,ECAY_5,ECAY_5
-21.47067765,152.5653065,ECAY,ECAY_10,108,ECAY_6,ECAY_6
-21.47048956,152.5616477,ECAY,ECAY_11,109,ECAY_7,ECAY_7
-21.47047782,152.5653211,ECAY,ECAY_12,110,NA,ECAY_8
-21.47045393,152.5653714,ECAY,ECAY_13,110,NA,ECAY_8
-21.47034539,152.5614061,ECAY,ECAY_14,111,ECAY_9,ECAY_9
-21.47028998,152.5652801,ECAY,ECAY_15,112,ECAY_10,ECAY_10
-21.47025185,152.5616974,ECAY,ECAY_16,113,ECAY_11,ECAY_11
-21.4701397,152.5614906,ECAY,ECAY_17,114,ECAY_12,ECAY_12
-21.470135,152.5653938,ECAY,ECAY_18,115,NA,ECAY_13
-21.47011573,152.5653786,ECAY,ECAY_19,115,NA,ECAY_13
-21.47008899,152.5651574,ECAY,ECAY_20,116,NA,ECAY_14
-21.47008237,152.5652048,ECAY,ECAY_21,116,NA,ECAY_14
-21.47001984,152.5649245,ECAY,ECAY_22,117,NA,ECAY_15
-21.4699677,152.5649253,ECAY,ECAY_23,117,NA,ECAY_15
-21.46981163,152.5618594,ECAY,ECAY_24,118,ECAY_16,ECAY_16
-21.46969671,152.5626694,ECAY,ECAY_25,119,ECAY_17,ECAY_17
-21.46962371,152.5622835,ECAY,ECAY_26,120,ECAY_18,ECAY_18
-21.46945029,152.5641416,ECAY,ECAY_27,121,ECAY_19,ECAY_19
-21.46940771,152.5635042,ECAY,ECAY_28,122,ECAY_20,ECAY_20
-21.46934174,152.5639749,ECAY,ECAY_29,123,ECAY_21,ECAY_21
-21.46932581,152.5643821,ECAY,ECAY_30,124,ECAY_22,ECAY_22
-21.46919229,152.564365,ECAY,ECAY_31,125,ECAY_23,ECAY_23
-16.94328032,145.9913964,FITI,FITI_1,126,NA,FITI_1
-16.94326599,145.9914029,FITI,FITI_2,126,NA,FITI_1
-16.94324613,145.9914126,FITI,FITI_3,126,NA,FITI_1
-16.94321788,145.9914582,FITI,FITI_4,126,NA,FITI_1
-16.94319927,145.9914014,FITI,FITI_5,126,NA,FITI_1
-16.94319701,145.9916391,FITI,FITI_6,127,FITI_2,FITI_2
-16.94313766,145.9920085,FITI,FITI_7,128,FITI_3,FITI_3
-16.940902,145.994427,FITI,FITI_8,129,NA,FITI_4
-16.940808,145.99445,FITI,FITI_9,129,NA,FITI_4
-16.940768,145.994759,FITI,FITI_10,130,FITI_5,FITI_5
-16.94073239,145.9945433,FITI,FITI_11,131,NA,FITI_6
-16.94067632,145.9946248,FITI,FITI_12,131,NA,FITI_6
-16.940656,145.994752,FITI,FITI_13,131,NA,FITI_6
-16.940642,145.994744,FITI,FITI_14,131,NA,FITI_6
-16.94063701,145.9948087,FITI,FITI_15,131,NA,FITI_6
-16.940632,145.99472600000001,FITI,FITI_16,131,NA,FITI_6
-16.94063,145.994743,FITI,FITI_17,131,NA,FITI_6
-16.94059,145.994485,FITI,FITI_18,131,NA,FITI_6
-16.94058697,145.9947788,FITI,FITI_19,131,NA,FITI_6
-16.940583,145.994583,FITI,FITI_20,131,NA,FITI_6
-16.940557,145.994638,FITI,FITI_21,131,NA,FITI_6
-16.9405459,145.9945824,FITI,FITI_22,131,NA,FITI_6
-16.94054145,145.9947606,FITI,FITI_23,131,NA,FITI_6
-16.9405205,145.994654,FITI,FITI_24,131,NA,FITI_6
-16.94030257,145.9835293,FITI,FITI_25,132,NA,FITI_7
-16.94022311,145.9835563,FITI,FITI_26,132,NA,FITI_7
-16.94017399,145.983566,FITI,FITI_27,132,NA,FITI_7
-16.94012026,145.9835784,FITI,FITI_28,132,NA,FITI_7
-16.94010752,145.9834869,FITI,FITI_29,132,NA,FITI_7
-16.94009847,145.9835497,FITI,FITI_30,132,NA,FITI_7
-16.94008674,145.9834756,FITI,FITI_31,132,NA,FITI_7
-16.94005396,145.9835411,FITI,FITI_32,132,NA,FITI_7
-16.94005019,145.9833428,FITI,FITI_33,132,NA,FITI_7
-16.94002102,145.9835146,FITI,FITI_34,132,NA,FITI_7
-16.93997467,145.9834566,FITI,FITI_35,132,NA,FITI_7
-16.93994508,145.9834088,FITI,FITI_36,132,NA,FITI_7
-16.93994475,145.9833414,FITI,FITI_37,132,NA,FITI_7
-16.93993636,145.9833295,FITI,FITI_38,132,NA,FITI_7
-16.93992471,145.9832877,FITI,FITI_39,132,NA,FITI_7
-16.9398916,145.9833976,FITI,FITI_40,132,NA,FITI_7
-16.93987157,145.9832607,FITI,FITI_41,132,NA,FITI_7
-16.93985439,145.9832555,FITI,FITI_42,132,NA,FITI_7
-16.93984215,145.9832033,FITI,FITI_43,132,NA,FITI_7
-16.93984006,145.9833216,FITI,FITI_44,132,NA,FITI_7
-16.93979454,145.9832694,FITI,FITI_45,132,NA,FITI_7
-16.93977174,145.9831621,FITI,FITI_46,132,NA,FITI_7
-16.93975758,145.9831522,FITI,FITI_47,132,NA,FITI_7
-16.93974249,145.9831086,FITI,FITI_48,132,NA,FITI_7
-16.9397383,145.9832622,FITI,FITI_49,132,NA,FITI_7
-16.93970125,145.983102,FITI,FITI_50,132,NA,FITI_7
-16.93969723,145.9831096,FITI,FITI_51,132,NA,FITI_7
-16.939686,145.9830941,FITI,FITI_52,132,NA,FITI_7
-16.9396782,145.9832168,FITI,FITI_53,132,NA,FITI_7
-16.93967678,145.9832096,FITI,FITI_54,132,NA,FITI_7
-16.93960679,145.9831661,FITI,FITI_55,132,NA,FITI_7
-16.93960134,145.9830761,FITI,FITI_56,132,NA,FITI_7
-16.93959748,145.9830596,FITI,FITI_57,132,NA,FITI_7
-16.93954828,145.9831502,FITI,FITI_58,132,NA,FITI_7
-16.93952,145.983204,FITI,FITI_59,132,NA,FITI_7
-16.93949279,145.9830416,FITI,FITI_60,132,NA,FITI_7
-16.939483,145.983211,FITI,FITI_61,132,NA,FITI_7
-16.939475,145.983145,FITI,FITI_62,132,NA,FITI_7
-16.93947326,145.9830044,FITI,FITI_63,132,NA,FITI_7
-16.939471,145.983233,FITI,FITI_64,132,NA,FITI_7
-16.93946371,145.9829801,FITI,FITI_65,132,NA,FITI_7
-16.93946329,145.9829874,FITI,FITI_66,132,NA,FITI_7
-16.93946128,145.9831852,FITI,FITI_67,132,NA,FITI_7
-16.93945834,145.982919,FITI,FITI_68,132,NA,FITI_7
-16.939455,145.983239,FITI,FITI_69,132,NA,FITI_7
-16.939449,145.983199,FITI,FITI_70,132,NA,FITI_7
-16.93944736,145.9829049,FITI,FITI_71,132,NA,FITI_7
-16.939429,145.983267,FITI,FITI_72,132,NA,FITI_7
-16.93942079,145.9830759,FITI,FITI_73,132,NA,FITI_7
-16.93941032,145.9831409,FITI,FITI_74,132,NA,FITI_7
-16.93941,145.983185,FITI,FITI_75,132,NA,FITI_7
-16.93940738,145.9831092,FITI,FITI_76,132,NA,FITI_7
-16.93938492,145.9830153,FITI,FITI_77,132,NA,FITI_7
-16.93937,145.983326,FITI,FITI_78,132,NA,FITI_7
-16.93936765,145.9830489,FITI,FITI_79,132,NA,FITI_7
-16.939362,145.983304,FITI,FITI_80,132,NA,FITI_7
-16.939347,145.983298,FITI,FITI_81,132,NA,FITI_7
-16.9393467,145.9829122,FITI,FITI_82,132,NA,FITI_7
-16.93933966,145.9830203,FITI,FITI_83,132,NA,FITI_7
-16.939337,145.98332,FITI,FITI_84,132,NA,FITI_7
-16.93933505,145.9829629,FITI,FITI_85,132,NA,FITI_7
-16.93933412,145.9829962,FITI,FITI_86,132,NA,FITI_7
-16.939323,145.983237,FITI,FITI_87,132,NA,FITI_7
-16.939306,145.983211,FITI,FITI_88,132,NA,FITI_7
-16.93929045,145.9829412,FITI,FITI_89,132,NA,FITI_7
-16.939279,145.983202,FITI,FITI_90,132,NA,FITI_7
-16.939275,145.98328,FITI,FITI_91,132,NA,FITI_7
-16.939263,145.983219,FITI,FITI_92,132,NA,FITI_7
-16.939258,145.98321,FITI,FITI_93,132,NA,FITI_7
-16.939251,145.983187,FITI,FITI_94,132,NA,FITI_7
-16.93924,145.983299,FITI,FITI_95,132,NA,FITI_7
-16.939238,145.983213,FITI,FITI_96,132,NA,FITI_7
-16.939234,145.983341,FITI,FITI_97,132,NA,FITI_7
-16.939233,145.98334,FITI,FITI_98,132,NA,FITI_7
-16.939203,145.983349,FITI,FITI_99,132,NA,FITI_7
-16.939198,145.983105,FITI,FITI_100,132,NA,FITI_7
-16.939196,145.98334,FITI,FITI_101,132,NA,FITI_7
-16.93916,145.983095,FITI,FITI_102,132,NA,FITI_7
-16.939144,145.983059,FITI,FITI_103,132,NA,FITI_7
-16.939136,145.983175,FITI,FITI_104,132,NA,FITI_7
-16.939136,145.983263,FITI,FITI_105,132,NA,FITI_7
-16.939122,145.983147,FITI,FITI_106,132,NA,FITI_7
-16.939122,145.983319,FITI,FITI_107,132,NA,FITI_7
-16.939105,145.983155,FITI,FITI_108,132,NA,FITI_7
-16.939078,145.983124,FITI,FITI_109,132,NA,FITI_7
-16.939077,145.983153,FITI,FITI_110,132,NA,FITI_7
-16.939057,145.983162,FITI,FITI_111,132,NA,FITI_7
-16.939042,145.982894,FITI,FITI_112,133,FITI_8,FITI_8
-16.939039,145.983021,FITI,FITI_113,132,NA,FITI_7
-16.938937,145.983081,FITI,FITI_114,134,NA,FITI_9
-16.938927,145.983093,FITI,FITI_115,134,NA,FITI_9
-16.938924,145.983063,FITI,FITI_116,134,NA,FITI_9
-16.938909,145.982934,FITI,FITI_117,135,NA,FITI_10
-16.938875,145.982923,FITI,FITI_118,135,NA,FITI_10
-16.938873,145.982921,FITI,FITI_119,135,NA,FITI_10
-16.938865,145.982925,FITI,FITI_120,135,NA,FITI_10
-16.938845,145.982958,FITI,FITI_121,135,NA,FITI_10
-16.938811,145.982867,FITI,FITI_122,135,NA,FITI_10
-16.938804,145.982816,FITI,FITI_123,135,NA,FITI_10
-16.938642,145.982775,FITI,FITI_124,136,FITI_11,FITI_11
-16.938401,145.982666,FITI,FITI_125,137,FITI_12,FITI_12
-23.61339368,152.1546109,FITR,FITR_1,138,NA,FITR_1
-23.61338505,152.1546684,FITR,FITR_2,138,NA,FITR_1
-23.613377,152.1546883,FITR,FITR_3,138,NA,FITR_1
-23.61335688,152.1544077,FITR,FITR_4,139,NA,FITR_2
-23.61333995,152.1546884,FITR,FITR_5,138,NA,FITR_1
-23.61333735,152.1547489,FITR,FITR_6,138,NA,FITR_1
-23.61333442,152.1546905,FITR,FITR_7,138,NA,FITR_1
-23.61333325,152.1543921,FITR,FITR_8,139,NA,FITR_2
-23.61330198,152.1548048,FITR,FITR_9,138,NA,FITR_1
-23.61324825,152.1548894,FITR,FITR_10,138,NA,FITR_1
-23.61323677,152.1548745,FITR,FITR_11,138,NA,FITR_1
-23.61323434,152.1548535,FITR,FITR_12,138,NA,FITR_1
-23.6132102,152.1549204,FITR,FITR_13,138,NA,FITR_1
-23.61320064,152.1471301,FITR,FITR_14,140,NA,FITR_3
-23.6131967,152.1543092,FITR,FITR_15,141,NA,FITR_4
-23.6131807,152.1471603,FITR,FITR_16,140,NA,FITR_3
-23.61315354,152.1549629,FITR,FITR_17,138,NA,FITR_1
-23.61314868,152.1549424,FITR,FITR_18,138,NA,FITR_1
-23.61311716,152.1543358,FITR,FITR_19,141,NA,FITR_4
-23.61311691,152.1474468,FITR,FITR_20,142,NA,FITR_5
-23.61311037,152.155027,FITR,FITR_21,138,NA,FITR_1
-23.61308808,152.1474849,FITR,FITR_22,142,NA,FITR_5
-23.61304265,152.1543612,FITR,FITR_23,141,NA,FITR_4
-23.61297802,152.1544509,FITR,FITR_24,141,NA,FITR_4
-23.61294986,152.1475393,FITR,FITR_25,143,FITR_6,FITR_6
-23.61294835,152.1551952,FITR,FITR_26,144,NA,FITR_7
-23.61292337,152.1544842,FITR,FITR_27,141,NA,FITR_4
-23.61289487,152.1551909,FITR,FITR_28,144,NA,FITR_7
-23.61289144,152.155196,FITR,FITR_29,144,NA,FITR_7
-23.61286864,152.1551611,FITR,FITR_30,144,NA,FITR_7
-23.61285313,152.155153,FITR,FITR_31,144,NA,FITR_7
-23.61283083,152.1475072,FITR,FITR_32,145,FITR_8,FITR_8
-23.61279773,152.1476459,FITR,FITR_33,146,FITR_9,FITR_9
-23.61279085,152.1551679,FITR,FITR_34,144,NA,FITR_7
-23.61276244,152.1551767,FITR,FITR_35,144,NA,FITR_7
-23.61273981,152.1551789,FITR,FITR_36,144,NA,FITR_7
-23.61273696,152.1551793,FITR,FITR_37,144,NA,FITR_7
-23.61271592,152.1478878,FITR,FITR_38,147,NA,FITR_10
-23.61271424,152.147891,FITR,FITR_39,147,NA,FITR_10
-23.61269848,152.1551499,FITR,FITR_40,144,NA,FITR_7
-23.61268482,152.1476954,FITR,FITR_41,148,FITR_11,FITR_11
-23.61268122,152.1479282,FITR,FITR_42,147,NA,FITR_10
-23.61267929,152.1480325,FITR,FITR_43,147,NA,FITR_10
-23.61263922,152.1480894,FITR,FITR_44,147,NA,FITR_10
-23.61261995,152.1481099,FITR,FITR_45,147,NA,FITR_10
-23.6125663,152.1481586,FITR,FITR_46,147,NA,FITR_10
-23.61244711,152.1482531,FITR,FITR_47,149,NA,FITR_12
-23.61241744,152.1483251,FITR,FITR_48,149,NA,FITR_12
-23.61237461,152.1483562,FITR,FITR_49,149,NA,FITR_12
-23.61233228,152.1483573,FITR,FITR_50,149,NA,FITR_12
-23.61230537,152.1483886,FITR,FITR_51,149,NA,FITR_12
-23.61223681,152.1483894,FITR,FITR_52,149,NA,FITR_12
-23.61219741,152.1483736,FITR,FITR_53,149,NA,FITR_12
-23.61212407,152.148339,FITR,FITR_54,149,NA,FITR_12
-23.61204537,152.1483796,FITR,FITR_55,149,NA,FITR_12
-23.61202022,152.1484059,FITR,FITR_56,149,NA,FITR_12
-23.61199122,152.1484624,FITR,FITR_57,149,NA,FITR_12
-23.61193506,152.1484239,FITR,FITR_58,149,NA,FITR_12
-23.61183649,152.1483399,FITR,FITR_59,150,NA,FITR_13
-23.61178771,152.1482628,FITR,FITR_60,150,NA,FITR_13
