bam_name,materialSampleID,sequence_comments,sample_name,batch,lane,short_name,individualID,locationID_short,mosdepth,coverage,seq_depth,medianDepth,percentMapped,EcoLocationID,site_code,decimalLatitude,decimalLongitude,colony_depth,EcoPlotDepthinmeters,reef,site,depth_category,zone,plot,colony_depth_m,colony_size_cm,year,habitat,habitat_full,comments_coords,comments_depth,main cluster,parent_cluster,cluster,sub_cluster,lineage_mito,lineage_wgs,comments_haplotypes
RRAP-ECO03-2022-Shys-OCDA-BLCH96B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH96B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH96B,batch1,L2,OCDA-BLCH96B,BLCH96B,OCDA,6.67,87.32,8.3,5.22,0.9581,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH97B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH97B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH97B,batch1,L2,OCDA-BLCH97B,BLCH97B,OCDA,6.55,86.18,6.83,4.57,0.9624,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2159_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2159_L1,,RRAP-ECO03-2023-Shys-OCDA-2159,batch1,L1,OCDA-2159,2159,OCDA,5.42,88.53,6.68,3.48,0.9743,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2157_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2157_L1,,RRAP-ECO03-2023-Shys-OCDA-2157,batch1,L1,OCDA-2157,2157,OCDA,7.19,87.87,9,3.74,0.9792,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2214_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2214_L1,,RRAP-ECO03-2023-Shys-OCLB-2214,batch1,L1,OCLB-2214,2214,OCLB,8.06,88.41,9.41,4.75,0.9674,OCLB_BA1S_P1,OCLB_BA1S,-18.949138,147.6930675,3.8,3.8,Little Broadhurst,Back1,5m,Shallow,Plot1,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2199_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2199_L2,,RRAP-ECO03-2023-Shys-OCLB-2199,batch1,L2,OCLB-2199,2199,OCLB,6.96,87.52,8.5,3.33,0.972,OCLB_BA1S_P3,OCLB_BA1S,-18.949407,147.692884,4.5,4.5,Little Broadhurst,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2197_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2197_L1,,RRAP-ECO03-2023-Shys-OCLB-2197,batch1,L1,OCLB-2197,2197,OCLB,6.81,87.57,8.37,3.51,0.9734,OCLB_BA1S_P3,OCLB_BA1S,-18.949407,147.692884,4.5,4.5,Little Broadhurst,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2194_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2194_L1,,RRAP-ECO03-2023-Shys-OCLB-2194,batch1,L1,OCLB-2194,2194,OCLB,6.54,87.12,7.51,4.4,0.9628,OCLB_BA1S_P4,OCLB_BA1S,-18.949567,147.6928,4.4,4.4,Little Broadhurst,Back1,5m,Shallow,Plot4,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2193_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2193_L1,,RRAP-ECO03-2023-Shys-OCLB-2193,batch1,L1,OCLB-2193,2193,OCLB,6.54,89.68,7.52,2.98,0.9744,OCLB_BA1S_P4,OCLB_BA1S,-18.949567,147.6928,4.4,4.4,Little Broadhurst,Back1,5m,Shallow,Plot4,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH171B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH171B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH171B,batch1,L2,OCLB-BLCH171B,BLCH171B,OCLB,5.71,86.71,7.99,4.86,0.964,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH168B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH168B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH168B,batch1,L2,OCLB-BLCH168B,BLCH168B,OCLB,5.91,87.24,8.62,3.57,0.9656,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH170B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH170B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH170B,batch1,L2,OCLB-BLCH170B,BLCH170B,OCLB,7.54,86.04,6.93,2.91,0.967,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2185_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2185_L2,,RRAP-ECO03-2023-Shys-OCLB-2185,batch1,L2,OCLB-2185,2185,OCLB,5.36,85.65,6.61,3.3,0.9681,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH174B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH174B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH174B,batch1,L2,OCLB-BLCH174B,BLCH174B,OCLB,6.42,86.44,6.84,3.67,0.9686,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH169B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH169B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH169B,batch1,L2,OCLB-BLCH169B,BLCH169B,OCLB,7.03,87.37,9.57,4.98,0.9692,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2184_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2184_L1,,RRAP-ECO03-2023-Shys-OCLB-2184,batch1,L1,OCLB-2184,2184,OCLB,5.82,86.13,6.93,2.63,0.9708,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH175B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH175B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH175B,batch1,L2,OCLB-BLCH175B,BLCH175B,OCLB,5.63,85.24,6.1,2.23,0.9736,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH167B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH167B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH167B,batch1,L2,OCLB-BLCH167B,BLCH167B,OCLB,7.11,86.03,7.07,2.66,0.9742,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH178B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH178B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH178B,batch1,L2,OCLB-BLCH178B,BLCH178B,OCLB,5.86,86.54,7.99,3.83,0.9724,OCLB_FL1S_P2,OCLB_FL1S,-18.943966,147.699309,3.9,3.9,Little Broadhurst,Flank1,5m,Shallow,Plot2,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2190_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2190_L1,,RRAP-ECO03-2023-Shys-OCLB-2190,batch1,L1,OCLB-2190,2190,OCLB,6.65,86.87,7.94,3.13,0.9752,OCLB_FL1S_P2,OCLB_FL1S,-18.943966,147.699309,3.9,3.9,Little Broadhurst,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH180B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH180B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH180B,batch1,L2,OCLB-BLCH180B,BLCH180B,OCLB,5.57,85.75,6.83,3.24,0.9753,OCLB_FL1S_P2,OCLB_FL1S,-18.943966,147.699309,3.9,3.9,Little Broadhurst,Flank1,5m,Shallow,Plot2,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2219_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2219_L1,,RRAP-ECO03-2023-Shys-OCLB-2219,batch1,L1,OCLB-2219,2219,OCLB,7.44,87.85,8.97,5.42,0.9618,OCLB_FL1S_P3,OCLB_FL1S,-18.9439165,147.699257,5.8,5.8,Little Broadhurst,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH183B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH183B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH183B,batch1,L2,OCLB-BLCH183B,BLCH183B,OCLB,6.26,85.83,6.46,3.22,0.9646,OCLB_FL1S_P3,OCLB_FL1S,-18.9439165,147.699257,5.8,5.8,Little Broadhurst,Flank1,5m,Shallow,Plot3,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2221_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2221_L1,,RRAP-ECO03-2023-Shys-OCLB-2221,batch1,L1,OCLB-2221,2221,OCLB,7.45,87.59,8.89,5.31,0.9647,OCLB_FL1S_P3,OCLB_FL1S,-18.9439165,147.699257,5.8,5.8,Little Broadhurst,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH181B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCLB-BLCH181B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH181B,batch1,L2,OCLB-BLCH181B,BLCH181B,OCLB,5.37,86.31,7.11,3.76,0.9717,OCLB_FL1S_P3,OCLB_FL1S,-18.9439165,147.699257,5.8,5.8,Little Broadhurst,Flank1,5m,Shallow,Plot3,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2223_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2223_L1,,RRAP-ECO03-2023-Shys-OCLB-2223,batch1,L1,OCLB-2223,2223,OCLB,8.04,87.95,9.6,4.73,0.9715,OCLB_FL1S_P4,OCLB_FL1S,-18.944012,147.699129,4.6,4.6,Little Broadhurst,Flank1,5m,Shallow,Plot4,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2161_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2161_L1,,RRAP-ECO03-2023-Shys-OCLB-2161,batch1,L1,OCLB-2161,2161,OCLB,5.84,86.32,6.78,3.28,0.9635,OCLB_LA1S_P1,OCLB_LA1S,-18.949405,147.7016985,3.2,3.2,Little Broadhurst,Lagoon1,5m,Shallow,Plot1,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2179_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2179_L1,,RRAP-ECO03-2023-Shys-OCLB-2179,batch1,L1,OCLB-2179,2179,OCLB,5.59,85.75,6.71,2.38,0.9687,OCLB_LA1S_P1,OCLB_LA1S,-18.949405,147.7016985,3.2,3.2,Little Broadhurst,Lagoon1,5m,Shallow,Plot1,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2160_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2160_L1,,RRAP-ECO03-2023-Shys-OCLB-2160,batch1,L1,OCLB-2160,2160,OCLB,5.7,86.43,6.54,3.06,0.9707,OCLB_LA1S_P1,OCLB_LA1S,-18.949405,147.7016985,3.2,3.2,Little Broadhurst,Lagoon1,5m,Shallow,Plot1,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2172_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2172_L2,,RRAP-ECO03-2023-Shys-OCLB-2172,batch1,L2,OCLB-2172,2172,OCLB,5.78,86.82,6.98,2.57,0.972,OCLB_LA1S_P2,OCLB_LA1S,-18.9493795,147.701859,3.6,3.6,Little Broadhurst,Lagoon1,5m,Shallow,Plot2,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2165_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCLB-2165_L1,,RRAP-ECO03-2023-Shys-OCLB-2165,batch1,L1,OCLB-2165,2165,OCLB,7.08,87.63,8.52,4.73,0.9613,OCLB_LA1S_P4,OCLB_LA1S,-18.949362,147.7021085,3.6,3.6,Little Broadhurst,Lagoon1,5m,Shallow,Plot4,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2961_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2961_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-2961,batch1,L3,ONLI-2961,2961,ONLI,4.85,84.52,6.51,2.57,0.9802,ONLI_BV1S_P1,ONLI_BV1S,-14.684389,145.44,3.7,3.7,Lizard,NA,5m,Shallow,NA,3.7,45,2023,Back,BigVicki1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2963_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2963_L3,,RRAP-ECO03-2023-Shys-ONLI-2963,batch1,L3,ONLI-2963,2963,ONLI,4.69,83.86,5.87,2.33,0.96,ONLI_BV1S_P1,ONLI_BV1S,-14.684389,145.44,3.6,3.6,Lizard,NA,5m,Shallow,NA,3.6,19,2023,Back,BigVicki1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2951_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2951_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-2951,batch1,L3,ONLI-2951,2951,ONLI,6.6,86.51,8.55,4.06,0.974,ONLI_BV1S_P3,ONLI_BV1S,-14.684389,145.44,2.4,2.4,Lizard,NA,5m,Shallow,NA,2.4,14,2023,Back,BigVicki1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2954_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2954_L3,,RRAP-ECO03-2023-Shys-ONLI-2954,batch1,L3,ONLI-2954,2954,ONLI,5.11,84.61,6.3,3.35,0.9742,ONLI_BV1S_P3,ONLI_BV1S,-14.684389,145.44,2.6,2.6,Lizard,NA,5m,Shallow,NA,2.6,13,2023,Back,BigVicki1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2947_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2947_L3,,RRAP-ECO03-2023-Shys-ONLI-2947,batch1,L3,ONLI-2947,2947,ONLI,5.66,85.58,7.66,3.78,0.9762,ONLI_BV1S_P4,ONLI_BV1S,-14.684389,145.44,1.8,1.8,Lizard,NA,5m,Shallow,NA,1.8,15.5,2023,Back,BigVicki1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2946_L2_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2946_L2,,RRAP-ECO03-2023-Shys-ONLI-2946,batch1,L2,ONLI-2946,2946,ONLI,6.42,86.29,8.5,4.61,0.9719,ONLI_BV1S_P4,ONLI_BV1S,-14.684389,145.44,1.9,1.9,Lizard,NA,5m,Shallow,NA,1.9,15,2023,Back,BigVicki1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3034_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3034_L1,,RRAP-ECO03-2023-Shys-ONLI-3034,batch1,L1,ONLI-3034,3034,ONLI,7.99,86.95,9.68,5.92,0.9592,ONLI_CN1S,ONLI_CN1S,-14.658139,145.451583,2.3,2.3,Lizard,NA,5m,Shallow,NA,2.3,25,2023,Back,ClamNorth1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3032_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3032_L1,,RRAP-ECO03-2023-Shys-ONLI-3032,batch1,L1,ONLI-3032,3032,ONLI,6.27,86.18,7.74,4.27,0.9588,ONLI_CN1S_P1,ONLI_CN1S,-14.658139,145.451583,2.8,2.8,Lizard,NA,5m,Shallow,NA,2.8,4,2023,Back,ClamNorth1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3033_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3033_L1,,RRAP-ECO03-2023-Shys-ONLI-3033,batch1,L1,ONLI-3033,3033,ONLI,7.01,86.73,8.57,3.74,0.9664,ONLI_CN1S_P1,ONLI_CN1S,-14.658139,145.451583,3.5,3.5,Lizard,NA,5m,Shallow,NA,3.5,4,2023,Back,ClamNorth1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3028_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3028_L1,,RRAP-ECO03-2023-Shys-ONLI-3028,batch1,L1,ONLI-3028,3028,ONLI,6.74,86.75,8.48,5.06,0.9616,ONLI_CN1S_P4,ONLI_CN1S,-14.658139,145.451583,3.3,3.3,Lizard,NA,5m,Shallow,NA,3.3,18,2023,Back,ClamNorth1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2292_L2_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2292_L2,,RRAP-ECO03-2023-Shys-ONLI-2292,batch1,L2,ONLI-2292,2292,ONLI,6.19,86.82,7.53,4.13,0.9661,ONLI_FL1S_P3,ONLI_FL1S,-14.698135,145.445475,3.9,3.9,Lizard,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2284_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2284_L1,,RRAP-ECO03-2023-Shys-ONLI-2284,batch1,L1,ONLI-2284,2284,ONLI,7.18,87.27,8.77,5.28,0.9606,ONLI_FR2S_P2,ONLI_FR2S,-14.649549,145.493068,4.6,4.6,Lizard,Front2,5m,Shallow,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2991_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2991_L1,,RRAP-ECO03-2023-Shys-ONLI-2991,batch1,L1,ONLI-2991,2991,ONLI,6.66,86.57,7.99,3.9,0.9693,ONLI_LA2S_P1,ONLI_LA2S,-14.686861,145.454972,1.2,1.2,Lizard,NA,5m,Shallow,NA,1.2,>50,2023,Lagoon,Lagoon2,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2989_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2989_L1,,RRAP-ECO03-2023-Shys-ONLI-2989,batch1,L1,ONLI-2989,2989,ONLI,7.44,87.48,8.73,5.66,0.959,ONLI_LA2S_P1,ONLI_LA2S,-14.686861,145.454972,1.3,1.3,Lizard,NA,5m,Shallow,NA,1.3,26,2023,Lagoon,Lagoon2,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2993_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2993_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-2993,batch1,L3,ONLI-2993,2993,ONLI,5.81,85.7,7.25,3.81,0.9711,ONLI_LA2S_P2,ONLI_LA2S,-14.686861,145.454972,1.7,1.7,Lizard,NA,5m,Shallow,NA,1.7,17,2023,Lagoon,Lagoon2,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2996_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2996_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-2996,batch1,L3,ONLI-2996,2996,ONLI,5.55,85.39,6.72,3.31,0.9693,ONLI_LA2S_P3,ONLI_LA2S,-14.686861,145.454972,1.8,1.8,Lizard,NA,5m,Shallow,NA,1.8,10,2023,Lagoon,Lagoon2,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-3000_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-3000_L1,,RRAP-ECO03-2023-Shys-ONLI-3000,batch1,L1,ONLI-3000,3000,ONLI,7.57,87.41,9.73,5.3,0.9715,ONLI_LA2S_P4,ONLI_LA2S,-14.686861,145.454972,1.5,1.5,Lizard,NA,5m,Shallow,NA,1.5,50,2023,Lagoon,Lagoon2,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2926_L1_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2926_L1,,RRAP-ECO03-2023-Shys-ONLI-2926,batch1,L1,ONLI-2926,2926,ONLI,7.7,87.29,9.54,5.17,0.9643,ONLI_LO1S_P4,ONLI_LO1S,-14.6835,145.450361,1.8,1.8,Lizard,NA,5m,Shallow,NA,1.8,30,2023,Lagoon,Loomis1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2967_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2967_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-2967,batch1,L3,ONLI-2967,2967,ONLI,6.83,86.93,8.42,3.91,0.9713,ONLI_RB1S_P1,ONLI_RB1S,-14.679194,145.443583,5,5,Lizard,NA,5m,Shallow,NA,5,20,2023,Back,Research1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2966_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2966_L3,part of plate4 renamed,RRAP-ECO03-2023-Shys-ONLI-2966,batch1,L3,ONLI-2966,2966,ONLI,5.75,85.75,7.35,4.12,0.973,ONLI_RB1S_P1,ONLI_RB1S,-14.679194,145.443583,5.4,5.4,Lizard,NA,5m,Shallow,NA,5.4,6,2023,Back,Research1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2970_L3_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2970_L3,,RRAP-ECO03-2023-Shys-ONLI-2970,batch1,L3,ONLI-2970,2970,ONLI,4.95,84.55,6.05,2.86,0.974,ONLI_RB1S_P1,ONLI_RB1S,-14.679194,145.443583,5,5,Lizard,NA,5m,Shallow,NA,5,20,2023,Back,Research1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2980_L2_markedRG.bam,RRAP-ECO03-2023-Shys-ONLI-2980_L2,,RRAP-ECO03-2023-Shys-ONLI-2980,batch1,L2,ONLI-2980,2980,ONLI,6.76,86.48,8.66,3.4,0.9781,ONLI_RB1S_P3,ONLI_RB1S,-14.679194,145.443583,5,5,Lizard,NA,5m,Shallow,NA,5,20,2023,Back,Research1,original coordinates,computer depth,3,5,5,5,HostB,HostB,HostB
