bam_name,materialSampleID,sequence_comments,sample_name,batch,lane,short_name,individualID,locationID_short,mosdepth,coverage,seq_depth,medianDepth,percentMapped,EcoLocationID,site_code,decimalLatitude,decimalLongitude,colony_depth,EcoPlotDepthinmeters,reef,site,depth_category,zone,plot,colony_depth_m,colony_size_cm,year,habitat,habitat_full,comments_coords,comments_depth,main cluster,parent_cluster,cluster,sub_cluster,lineage_mito,lineage_wgs,comments_haplotypes
RRAP-ECO03-2023-Shys-OCDA-1801_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1801_L1,,RRAP-ECO03-2023-Shys-OCDA-1801,batch1,L1,OCDA-1801,1801,OCDA,8.81,88.07,10.68,5.16,0.9724,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,11.9,11.9,Davies,Flank1,10m,Deep,Plot1,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH31B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH31B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH31B,batch1,L2,OCDA-BLCH31B,BLCH31B,OCDA,6.17,83.91,7.61,2.13,0.9765,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,11.9,11.9,Davies,Flank1,10m,Deep,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1808_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1808_L1,,RRAP-ECO03-2023-Shys-OCDA-1808,batch1,L1,OCDA-1808,1808,OCDA,6.33,87.04,7.71,4.96,0.9588,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1810_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1810_L1,,RRAP-ECO03-2023-Shys-OCDA-1810,batch1,L1,OCDA-1810,1810,OCDA,6.45,88.57,7.53,3.62,0.9713,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1807_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1807_L2,,RRAP-ECO03-2023-Shys-OCDA-1807,batch1,L2,OCDA-1807,1807,OCDA,5.19,85.43,6.36,2.78,0.9748,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1811_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1811_L2,,RRAP-ECO03-2023-Shys-OCDA-1811,batch1,L2,OCDA-1811,1811,OCDA,7.61,87.31,9.88,4.03,0.9766,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1814_L3_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1814_L3,,RRAP-ECO03-2023-Shys-OCDA-1814,batch1,L3,OCDA-1814,1814,OCDA,6.26,86.47,7.82,3.72,0.97,OCDA_FL1S_P3,OCDA_FL1S,-18.80563,147.66845,4.8,4.8,Davies,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1813_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1813_L2,,RRAP-ECO03-2023-Shys-OCDA-1813,batch1,L2,OCDA-1813,1813,OCDA,6.73,86.89,8.19,3.39,0.9741,OCDA_FL1S_P3,OCDA_FL1S,-18.80563,147.66845,4.8,4.8,Davies,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1816_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1816_L2,,RRAP-ECO03-2023-Shys-OCDA-1816,batch1,L2,OCDA-1816,1816,OCDA,7.48,86.86,9.61,3.52,0.9802,OCDA_FL1S_P3,OCDA_FL1S,-18.80563,147.66845,4.8,4.8,Davies,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH110B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH110B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH110B,batch1,L2,OCDA-BLCH110B,BLCH110B,OCDA,5.98,86.79,7.73,5.51,0.9548,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH116B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH116B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH116B,batch1,L2,OCDA-BLCH116B,BLCH116B,OCDA,5.52,86.82,7.95,4.7,0.9639,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH117B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH117B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH117B,batch1,L2,OCDA-BLCH117B,BLCH117B,OCDA,5.88,87.98,9.89,5.3,0.9676,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH107B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH107B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH107B,batch1,L2,OCDA-BLCH107B,BLCH107B,OCDA,6.68,86.48,7.61,4.45,0.9677,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH111B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH111B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH111B,batch1,L2,OCDA-BLCH111B,BLCH111B,OCDA,6.21,84.18,7.15,2.31,0.9702,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH104B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH104B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH104B,batch1,L2,OCDA-BLCH104B,BLCH104B,OCDA,5.95,87.39,8.15,4.76,0.9706,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH103B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH103B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH103B,batch1,L2,OCDA-BLCH103B,BLCH103B,OCDA,6.57,86.37,7.54,3.67,0.9737,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH109B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH109B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH109B,batch1,L2,OCDA-BLCH109B,BLCH109B,OCDA,6.08,88.76,8.19,4.12,0.974,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH118B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH118B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH118B,batch1,L2,OCDA-BLCH118B,BLCH118B,OCDA,7.91,85.65,7.36,3.88,0.9745,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1818_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1818_L1,,RRAP-ECO03-2023-Shys-OCDA-1818,batch1,L1,OCDA-1818,1818,OCDA,7.53,87.33,9.53,4.76,0.9755,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH105B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH105B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH105B,batch1,L2,OCDA-BLCH105B,BLCH105B,OCDA,6.61,85.16,9.58,3.02,0.9802,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1822_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1822_L1,,RRAP-ECO03-2023-Shys-OCDA-1822,batch1,L1,OCDA-1822,1822,OCDA,7.72,88.24,8.83,4.5,0.9708,OCDA_FR1D_P1,OCDA_FR1D,-18.81968177,147.663926,9.8,9.8,Davies,Front1,10m,Deep,Plot1,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH20B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH20B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH20B,batch1,L2,OCDA-BLCH20B,BLCH20B,OCDA,5.86,84.46,7.87,3.28,0.9784,OCDA_FR1D_P1,OCDA_FR1D,-18.81968177,147.663926,9.8,9.8,Davies,Front1,10m,Deep,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1825_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1825_L2,,RRAP-ECO03-2023-Shys-OCDA-1825,batch1,L2,OCDA-1825,1825,OCDA,6.45,87.1,8.68,4.69,0.9725,OCDA_FR1D_P2,OCDA_FR1D,-18.819375,147.664025,10.2,10.2,Davies,Front1,10m,Deep,Plot2,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1826_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1826_L2,,RRAP-ECO03-2023-Shys-OCDA-1826,batch1,L2,OCDA-1826,1826,OCDA,5.57,89.08,6.62,3.87,0.9527,OCDA_FR1D_P3,OCDA_FR1D,-18.81925,147.66413,10,10,Davies,Front1,10m,Deep,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1829_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1829_L1,,RRAP-ECO03-2023-Shys-OCDA-1829,batch1,L1,OCDA-1829,1829,OCDA,7.46,89.61,9.27,4.41,0.9751,OCDA_FR1D_P3,OCDA_FR1D,-18.81925,147.66413,10,10,Davies,Front1,10m,Deep,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1836_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1836_L1,,RRAP-ECO03-2023-Shys-OCDA-1836,batch1,L1,OCDA-1836,1836,OCDA,6.24,89.15,7.06,3.71,0.9706,OCDA_FR1D_P4,OCDA_FR1D,-18.819265,147.66417,9.6,9.6,Davies,Front1,10m,Deep,Plot4,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-CBHE-1841_L3_markedRG.bam,RRAP-ECO03-2023-Shys-CBHE-1841_L3,actually OCDA,RRAP-ECO03-2023-Shys-CBHE-1841,batch1,L3,CBHE-1841,1841,OCDA,5.49,89.59,7.98,7.54,0.941,OCDA_FR1S,OCDA_FR1S,-18.8192,147.66391,3,NA,Davies,NA,5m,Shallow,NA,NA,NA,2023,Front,Front1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH10B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH10B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH10B,batch1,L2,OCDA-BLCH10B,BLCH10B,OCDA,6.5,86.4,7.39,4.72,0.9656,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1851_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1851_L1,,RRAP-ECO03-2023-Shys-OCDA-1851,batch1,L1,OCDA-1851,1851,OCDA,6.15,87.05,7,3.04,0.9688,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH13B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH13B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH13B,batch1,L2,OCDA-BLCH13B,BLCH13B,OCDA,5.82,86.76,7.38,3.92,0.9692,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH9B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH9B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH9B,batch1,L2,OCDA-BLCH9B,BLCH9B,OCDA,5.47,87.6,9.09,4.74,0.9692,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH12B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH12B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH12B,batch1,L2,OCDA-BLCH12B,BLCH12B,OCDA,6.07,86.29,7.2,3.14,0.9714,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1849_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1849_L2,,RRAP-ECO03-2023-Shys-OCDA-1849,batch1,L2,OCDA-1849,1849,OCDA,5.46,86.02,6.83,3.41,0.9747,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1844_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1844_L1,,RRAP-ECO03-2023-Shys-OCDA-1844,batch1,L1,OCDA-1844,1844,OCDA,8.06,88.26,10.28,4.58,0.9758,OCDA_FR1S_P2,OCDA_FR1S,-18.8194875,147.663784,5.5,5.5,Davies,Front1,5m,Shallow,Plot2,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1852_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1852_L2,,RRAP-ECO03-2023-Shys-OCDA-1852,batch1,L2,OCDA-1852,1852,OCDA,6.76,87.11,8.65,3.45,0.978,OCDA_FR1S_P2,OCDA_FR1S,-18.8194875,147.663784,5.5,5.5,Davies,Front1,5m,Shallow,Plot2,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1854_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1854_L1,,RRAP-ECO03-2023-Shys-OCDA-1854,batch1,L1,OCDA-1854,1854,OCDA,6.23,88.25,7.42,3.61,0.9151,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH17B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH17B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH17B,batch1,L2,OCDA-BLCH17B,BLCH17B,OCDA,5.96,86.29,7.29,4.26,0.9645,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1858_L3_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1858_L3,,RRAP-ECO03-2023-Shys-OCDA-1858,batch1,L3,OCDA-1858,1858,OCDA,5.47,85.89,6.58,2.29,0.9752,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1856_L3_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1856_L3,,RRAP-ECO03-2023-Shys-OCDA-1856,batch1,L3,OCDA-1856,1856,OCDA,6.08,86.68,7.37,2.94,0.9767,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1860_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1860_L1,,RRAP-ECO03-2023-Shys-OCDA-1860,batch1,L1,OCDA-1860,1860,OCDA,8.45,88.48,9.71,4.29,0.973,OCDA_FR1S_P4,OCDA_FR1S,-18.81929652,147.6639395,4.2,4.2,Davies,Front1,5m,Shallow,Plot4,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1855_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1855_L2,,RRAP-ECO03-2023-Shys-OCDA-1855,batch1,L2,OCDA-1855,1855,OCDA,7.32,87.35,9.42,4.16,0.9761,OCDA_FR1S_P4,OCDA_FR1S,-18.81929652,147.6639395,4.2,4.2,Davies,Front1,5m,Shallow,Plot4,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1837_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1837_L1,,RRAP-ECO03-2023-Shys-OCDA-1837,batch1,L1,OCDA-1837,1837,OCDA,6.62,87.09,7.46,3.4,0.9693,OCDA_FR1S_P5,OCDA_FR1S,-18.8192,147.66391,3,NA,Davies,NA,5m,Shallow,NA,NA,NA,2023,Front,Front1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1717_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1717_L1,,RRAP-ECO03-2023-Shys-OCDA-1717,batch1,L1,OCDA-1717,1717,OCDA,6.66,90.83,8.84,4.59,0.9762,OCDA_FR2D_P2,OCDA_FR2D,-18.83180932,147.6526864,11,11,Davies,Front2,10m,Deep,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2097_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2097_L1,,RRAP-ECO03-2023-Shys-OCDA-2097,batch1,L1,OCDA-2097,2097,OCDA,7.02,87.28,8.69,4.03,0.9657,OCDA_FR2S_P1,OCDA_FR2S,-18.83192685,147.6524971,4.9,4.9,Davies,Front2,5m,Shallow,Plot1,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2094_L3_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2094_L3,,RRAP-ECO03-2023-Shys-OCDA-2094,batch1,L3,OCDA-2094,2094,OCDA,4.74,84.57,5.89,3.07,0.9667,OCDA_FR2S_P1,OCDA_FR2S,-18.83192685,147.6524971,4.9,4.9,Davies,Front2,5m,Shallow,Plot1,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1733_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1733_L1,,RRAP-ECO03-2023-Shys-OCDA-1733,batch1,L1,OCDA-1733,1733,OCDA,8.05,88.25,8.72,4.75,0.9623,OCDA_FR2S_P2,OCDA_FR2S,-18.83180971,147.6525841,5.3,5.3,Davies,Front2,5m,Shallow,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1730_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1730_L2,,RRAP-ECO03-2023-Shys-OCDA-1730,batch1,L2,OCDA-1730,1730,OCDA,5.84,88.18,9.54,4.6,0.9632,OCDA_FR2S_P2,OCDA_FR2S,-18.83180971,147.6525841,5.3,5.3,Davies,Front2,5m,Shallow,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2100_L2_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2100_L2,,RRAP-ECO03-2023-Shys-OCDA-2100,batch1,L2,OCDA-2100,2100,OCDA,6.16,86.81,7.06,3.51,0.9682,OCDA_FR2S_P2,OCDA_FR2S,-18.83180971,147.6525841,5.3,5.3,Davies,Front2,5m,Shallow,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1738_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-1738_L1,,RRAP-ECO03-2023-Shys-OCDA-1738,batch1,L1,OCDA-1738,1738,OCDA,7.6,86.09,7.82,3.27,0.9769,OCDA_FR2S_P3,OCDA_FR2S,-18.83163711,147.6527145,5.7,5.7,Davies,Front2,5m,Shallow,Plot3,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2101_L3_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2101_L3,,RRAP-ECO03-2023-Shys-OCDA-2101,batch1,L3,OCDA-2101,2101,OCDA,5.01,85.18,6.28,2.77,0.9746,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2105_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2105_L1,,RRAP-ECO03-2023-Shys-OCDA-2105,batch1,L1,OCDA-2105,2105,OCDA,5.68,86.36,7.16,3.32,0.9761,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2102_L3_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2102_L3,,RRAP-ECO03-2023-Shys-OCDA-2102,batch1,L3,OCDA-2102,2102,OCDA,5.09,85.46,6.27,1.95,0.9787,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH73B_L2_markedRG.bam,RRAP-ECO03-2022-Shys-OCDA-BLCH73B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH73B,batch1,L2,OCDA-BLCH73B,BLCH73B,OCDA,4.63,83.46,6.73,2.39,0.979,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2022,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2144_L1_markedRG.bam,RRAP-ECO03-2023-Shys-OCDA-2144_L1,,RRAP-ECO03-2023-Shys-OCDA-2144,batch1,L1,OCDA-2144,2144,OCDA,8.19,88.26,9.97,3.67,0.9778,OCDA_LA1S_P1,OCDA_LA1S,-18.832615,147.6333735,2.8,2.8,Davies,Lagoon1,5m,Shallow,Plot1,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
