vcf_name,sequence_comments,sample_name,batch,lane,short_name,individualID,reef_code,EcoLocationID,site_code,lat,lon,colony_depth,EcoPlotDepthinmeters,reef,site,depth_category,zone,plot,colony_depth_m,colony_size_cm,year,habitat,habitat_full,comments_coords,comments_depth,main cluster,parent_cluster,cluster,sub_cluster,lineage_mito,lineage_wgs,comments_haplotypes
RRAP-ECO03-2023-Shys-OCDA-1802_L3,,RRAP-ECO03-2023-Shys-OCDA-1802,batch1,L3,OCDA-1802,1802,OCDA,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,11.9,11.9,Davies,Flank1,10m,Deep,Plot1,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1801_L1,,RRAP-ECO03-2023-Shys-OCDA-1801,batch1,L1,OCDA-1801,1801,OCDA,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,11.9,11.9,Davies,Flank1,10m,Deep,Plot1,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH31B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH31B,batch1,L2,OCDA-BLCH31B,BLCH31B,OCDA,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,11.9,11.9,Davies,Flank1,10m,Deep,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1808_L1,,RRAP-ECO03-2023-Shys-OCDA-1808,batch1,L1,OCDA-1808,1808,OCDA,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1810_L1,,RRAP-ECO03-2023-Shys-OCDA-1810,batch1,L1,OCDA-1810,1810,OCDA,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1807_L2,,RRAP-ECO03-2023-Shys-OCDA-1807,batch1,L2,OCDA-1807,1807,OCDA,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1811_L2,,RRAP-ECO03-2023-Shys-OCDA-1811,batch1,L2,OCDA-1811,1811,OCDA,OCDA_FL1S_P2,OCDA_FL1S,-18.80573,147.66856,5.4,5.4,Davies,Flank1,5m,Shallow,Plot2,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1814_L3,,RRAP-ECO03-2023-Shys-OCDA-1814,batch1,L3,OCDA-1814,1814,OCDA,OCDA_FL1S_P3,OCDA_FL1S,-18.80563,147.66845,4.8,4.8,Davies,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1813_L2,,RRAP-ECO03-2023-Shys-OCDA-1813,batch1,L2,OCDA-1813,1813,OCDA,OCDA_FL1S_P3,OCDA_FL1S,-18.80563,147.66845,4.8,4.8,Davies,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1816_L2,,RRAP-ECO03-2023-Shys-OCDA-1816,batch1,L2,OCDA-1816,1816,OCDA,OCDA_FL1S_P3,OCDA_FL1S,-18.80563,147.66845,4.8,4.8,Davies,Flank1,5m,Shallow,Plot3,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH110B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH110B,batch1,L2,OCDA-BLCH110B,BLCH110B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH116B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH116B,batch1,L2,OCDA-BLCH116B,BLCH116B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH117B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH117B,batch1,L2,OCDA-BLCH117B,BLCH117B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH107B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH107B,batch1,L2,OCDA-BLCH107B,BLCH107B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH111B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH111B,batch1,L2,OCDA-BLCH111B,BLCH111B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH104B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH104B,batch1,L2,OCDA-BLCH104B,BLCH104B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH103B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH103B,batch1,L2,OCDA-BLCH103B,BLCH103B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH109B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH109B,batch1,L2,OCDA-BLCH109B,BLCH109B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH118B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH118B,batch1,L2,OCDA-BLCH118B,BLCH118B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1818_L1,,RRAP-ECO03-2023-Shys-OCDA-1818,batch1,L1,OCDA-1818,1818,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH105B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH105B,batch1,L2,OCDA-BLCH105B,BLCH105B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,5.4,5.4,Davies,Flank1,5m,Shallow,Plot4,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1822_L1,,RRAP-ECO03-2023-Shys-OCDA-1822,batch1,L1,OCDA-1822,1822,OCDA,OCDA_FR1D_P1,OCDA_FR1D,-18.81968177,147.663926,9.8,9.8,Davies,Front1,10m,Deep,Plot1,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH20B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH20B,batch1,L2,OCDA-BLCH20B,BLCH20B,OCDA,OCDA_FR1D_P1,OCDA_FR1D,-18.81968177,147.663926,9.8,9.8,Davies,Front1,10m,Deep,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1825_L2,,RRAP-ECO03-2023-Shys-OCDA-1825,batch1,L2,OCDA-1825,1825,OCDA,OCDA_FR1D_P2,OCDA_FR1D,-18.819375,147.664025,10.2,10.2,Davies,Front1,10m,Deep,Plot2,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1826_L2,,RRAP-ECO03-2023-Shys-OCDA-1826,batch1,L2,OCDA-1826,1826,OCDA,OCDA_FR1D_P3,OCDA_FR1D,-18.81925,147.66413,10,10,Davies,Front1,10m,Deep,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1829_L1,,RRAP-ECO03-2023-Shys-OCDA-1829,batch1,L1,OCDA-1829,1829,OCDA,OCDA_FR1D_P3,OCDA_FR1D,-18.81925,147.66413,10,10,Davies,Front1,10m,Deep,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1836_L1,,RRAP-ECO03-2023-Shys-OCDA-1836,batch1,L1,OCDA-1836,1836,OCDA,OCDA_FR1D_P4,OCDA_FR1D,-18.819265,147.66417,9.6,9.6,Davies,Front1,10m,Deep,Plot4,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-CBHE-1841_L3,actually OCDA,RRAP-ECO03-2023-Shys-CBHE-1841,batch1,L3,CBHE-1841,1841,OCDA,OCDA_FR1S,OCDA_FR1S,-18.8192,147.66391,3,NA,Davies,NA,5m,Shallow,NA,NA,NA,2023,Front,Front1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH10B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH10B,batch1,L2,OCDA-BLCH10B,BLCH10B,OCDA,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1851_L1,,RRAP-ECO03-2023-Shys-OCDA-1851,batch1,L1,OCDA-1851,1851,OCDA,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH13B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH13B,batch1,L2,OCDA-BLCH13B,BLCH13B,OCDA,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH9B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH9B,batch1,L2,OCDA-BLCH9B,BLCH9B,OCDA,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH12B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH12B,batch1,L2,OCDA-BLCH12B,BLCH12B,OCDA,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1849_L2,,RRAP-ECO03-2023-Shys-OCDA-1849,batch1,L2,OCDA-1849,1849,OCDA,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,4.9,4.9,Davies,Front1,5m,Shallow,Plot1,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1844_L1,,RRAP-ECO03-2023-Shys-OCDA-1844,batch1,L1,OCDA-1844,1844,OCDA,OCDA_FR1S_P2,OCDA_FR1S,-18.8194875,147.663784,5.5,5.5,Davies,Front1,5m,Shallow,Plot2,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1852_L2,,RRAP-ECO03-2023-Shys-OCDA-1852,batch1,L2,OCDA-1852,1852,OCDA,OCDA_FR1S_P2,OCDA_FR1S,-18.8194875,147.663784,5.5,5.5,Davies,Front1,5m,Shallow,Plot2,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1854_L1,,RRAP-ECO03-2023-Shys-OCDA-1854,batch1,L1,OCDA-1854,1854,OCDA,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH17B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH17B,batch1,L2,OCDA-BLCH17B,BLCH17B,OCDA,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2022,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1858_L3,,RRAP-ECO03-2023-Shys-OCDA-1858,batch1,L3,OCDA-1858,1858,OCDA,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1856_L3,,RRAP-ECO03-2023-Shys-OCDA-1856,batch1,L3,OCDA-1856,1856,OCDA,OCDA_FR1S_P3,OCDA_FR1S,-18.81938248,147.663904,5.2,5.2,Davies,Front1,5m,Shallow,Plot3,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1860_L1,,RRAP-ECO03-2023-Shys-OCDA-1860,batch1,L1,OCDA-1860,1860,OCDA,OCDA_FR1S_P4,OCDA_FR1S,-18.81929652,147.6639395,4.2,4.2,Davies,Front1,5m,Shallow,Plot4,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1855_L2,,RRAP-ECO03-2023-Shys-OCDA-1855,batch1,L2,OCDA-1855,1855,OCDA,OCDA_FR1S_P4,OCDA_FR1S,-18.81929652,147.6639395,4.2,4.2,Davies,Front1,5m,Shallow,Plot4,NA,NA,2023,Front,Front1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1837_L1,,RRAP-ECO03-2023-Shys-OCDA-1837,batch1,L1,OCDA-1837,1837,OCDA,OCDA_FR1S_P5,OCDA_FR1S,-18.8192,147.66391,3,NA,Davies,NA,5m,Shallow,NA,NA,NA,2023,Front,Front1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1717_L1,,RRAP-ECO03-2023-Shys-OCDA-1717,batch1,L1,OCDA-1717,1717,OCDA,OCDA_FR2D_P2,OCDA_FR2D,-18.83180932,147.6526864,11,11,Davies,Front2,10m,Deep,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2097_L1,,RRAP-ECO03-2023-Shys-OCDA-2097,batch1,L1,OCDA-2097,2097,OCDA,OCDA_FR2S_P1,OCDA_FR2S,-18.83192685,147.6524971,4.9,4.9,Davies,Front2,5m,Shallow,Plot1,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2094_L3,,RRAP-ECO03-2023-Shys-OCDA-2094,batch1,L3,OCDA-2094,2094,OCDA,OCDA_FR2S_P1,OCDA_FR2S,-18.83192685,147.6524971,4.9,4.9,Davies,Front2,5m,Shallow,Plot1,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1733_L1,,RRAP-ECO03-2023-Shys-OCDA-1733,batch1,L1,OCDA-1733,1733,OCDA,OCDA_FR2S_P2,OCDA_FR2S,-18.83180971,147.6525841,5.3,5.3,Davies,Front2,5m,Shallow,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1730_L2,,RRAP-ECO03-2023-Shys-OCDA-1730,batch1,L2,OCDA-1730,1730,OCDA,OCDA_FR2S_P2,OCDA_FR2S,-18.83180971,147.6525841,5.3,5.3,Davies,Front2,5m,Shallow,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2100_L2,,RRAP-ECO03-2023-Shys-OCDA-2100,batch1,L2,OCDA-2100,2100,OCDA,OCDA_FR2S_P2,OCDA_FR2S,-18.83180971,147.6525841,5.3,5.3,Davies,Front2,5m,Shallow,Plot2,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1738_L1,,RRAP-ECO03-2023-Shys-OCDA-1738,batch1,L1,OCDA-1738,1738,OCDA,OCDA_FR2S_P3,OCDA_FR2S,-18.83163711,147.6527145,5.7,5.7,Davies,Front2,5m,Shallow,Plot3,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2101_L3,,RRAP-ECO03-2023-Shys-OCDA-2101,batch1,L3,OCDA-2101,2101,OCDA,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2105_L1,,RRAP-ECO03-2023-Shys-OCDA-2105,batch1,L1,OCDA-2105,2105,OCDA,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2102_L3,,RRAP-ECO03-2023-Shys-OCDA-2102,batch1,L3,OCDA-2102,2102,OCDA,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2023,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH73B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH73B,batch1,L2,OCDA-BLCH73B,BLCH73B,OCDA,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,5.7,5.7,Davies,Front2,5m,Shallow,Plot4,NA,NA,2022,Front,Front2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2144_L1,,RRAP-ECO03-2023-Shys-OCDA-2144,batch1,L1,OCDA-2144,2144,OCDA,OCDA_LA1S_P1,OCDA_LA1S,-18.832615,147.6333735,2.8,2.8,Davies,Lagoon1,5m,Shallow,Plot1,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH96B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH96B,batch1,L2,OCDA-BLCH96B,BLCH96B,OCDA,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH97B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH97B,batch1,L2,OCDA-BLCH97B,BLCH97B,OCDA,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2022,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2159_L1,,RRAP-ECO03-2023-Shys-OCDA-2159,batch1,L1,OCDA-2159,2159,OCDA,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-2157_L1,,RRAP-ECO03-2023-Shys-OCDA-2157,batch1,L1,OCDA-2157,2157,OCDA,OCDA_LA1S_P4,OCDA_LA1S,-18.83318052,147.6332905,2.3,2.3,Davies,Lagoon1,5m,Shallow,Plot4,NA,NA,2023,Lagoon,Lagoon1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2214_L1,,RRAP-ECO03-2023-Shys-OCLB-2214,batch1,L1,OCLB-2214,2214,OCLB,OCLB_BA1S_P1,OCLB_BA1S,-18.949138,147.6930675,3.8,3.8,Little Broadhurst,Back1,5m,Shallow,Plot1,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2199_L2,,RRAP-ECO03-2023-Shys-OCLB-2199,batch1,L2,OCLB-2199,2199,OCLB,OCLB_BA1S_P3,OCLB_BA1S,-18.949407,147.692884,4.5,4.5,Little Broadhurst,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2197_L1,,RRAP-ECO03-2023-Shys-OCLB-2197,batch1,L1,OCLB-2197,2197,OCLB,OCLB_BA1S_P3,OCLB_BA1S,-18.949407,147.692884,4.5,4.5,Little Broadhurst,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2194_L1,,RRAP-ECO03-2023-Shys-OCLB-2194,batch1,L1,OCLB-2194,2194,OCLB,OCLB_BA1S_P4,OCLB_BA1S,-18.949567,147.6928,4.4,4.4,Little Broadhurst,Back1,5m,Shallow,Plot4,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2193_L1,,RRAP-ECO03-2023-Shys-OCLB-2193,batch1,L1,OCLB-2193,2193,OCLB,OCLB_BA1S_P4,OCLB_BA1S,-18.949567,147.6928,4.4,4.4,Little Broadhurst,Back1,5m,Shallow,Plot4,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH171B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH171B,batch1,L2,OCLB-BLCH171B,BLCH171B,OCLB,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH168B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH168B,batch1,L2,OCLB-BLCH168B,BLCH168B,OCLB,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH170B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH170B,batch1,L2,OCLB-BLCH170B,BLCH170B,OCLB,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCLB-2185_L2,,RRAP-ECO03-2023-Shys-OCLB-2185,batch1,L2,OCLB-2185,2185,OCLB,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCLB-BLCH174B_L2,,RRAP-ECO03-2022-Shys-OCLB-BLCH174B,batch1,L2,OCLB-BLCH174B,BLCH174B,OCLB,OCLB_FL1S_P1,OCLB_FL1S,-18.9440645,147.699442,4.5,4.5,Little Broadhurst,Flank1,5m,Shallow,Plot1,NA,NA,2022,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
