vcf_name,sequence_comments,sample_name,batch,lane,short_name,individualID,reef_code,EcoLocationID,site_code,lat,lon,colony_depth,EcoPlotDepthinmeters,reef,site,depth_category,zone,plot,colony_depth_m,colony_size_cm,year,habitat,habitat_full,comments_coords,comments_depth,main cluster,parent_cluster,cluster,sub_cluster,lineage_mito,lineage_wgs,comments_haplotypes
RRAP-ECO03-2023-Shys-ONLI-2422_L4,,RRAP-ECO03-2023-Shys-ONLI-2422,batch2,L4,ONLI-2422,2422,ONLI,ONLI_BA2S,ONLI_BA2S,-14.667503,145.4419725,3,NA,Lizard,NA,5m,Shallow,NA,NA,NA,2023,Back,Back2,ONLI_BA2S_P1,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2433_L4,,RRAP-ECO03-2023-Shys-ONLI-2433,batch2,L4,ONLI-2433,2433,ONLI,ONLI_BA2S,ONLI_BA2S,-14.667503,145.4419725,3,NA,Lizard,NA,5m,Shallow,NA,NA,NA,2023,Back,Back2,ONLI_BA2S_P1,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2427_L4,,RRAP-ECO03-2023-Shys-ONLI-2427,batch2,L4,ONLI-2427,2427,ONLI,ONLI_BA2S,ONLI_BA2S,-14.667503,145.4419725,3,NA,Lizard,NA,5m,Shallow,NA,NA,NA,2023,Back,Back2,ONLI_BA2S_P1,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-ONLI-2442_L4,,RRAP-ECO03-2023-Shys-ONLI-2442,batch2,L4,ONLI-2442,2442,ONLI,ONLI_FL1S,ONLI_FL1S,-14.697944,145.4452925,3,NA,Lizard,NA,5m,Shallow,NA,NA,NA,2023,Flank,Flank1,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1961_L1,,RRAP-ECO03-2023-Shys-OCDA-1961,batch1,L1,OCDA-1961,1961,OCDA,OCDA_BA1S_P2,OCDA_BA1S,-18.8259,147.62727,3.4,3.4,Davies,Back1,5m,Shallow,Plot2,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1964_L2,,RRAP-ECO03-2023-Shys-OCDA-1964,batch1,L2,OCDA-1964,1964,OCDA,OCDA_BA1S_P2,OCDA_BA1S,-18.8259,147.62727,3.4,3.4,Davies,Back1,5m,Shallow,Plot2,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH6B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH6B,batch1,L2,OCDA-BLCH6B,BLCH6B,OCDA,OCDA_BA1S_P3,OCDA_BA1S,-18.8259,147.62727,3.2,3.2,Davies,Back1,5m,Shallow,Plot3,NA,NA,2022,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1962_L1,,RRAP-ECO03-2023-Shys-OCDA-1962,batch1,L1,OCDA-1962,1962,OCDA,OCDA_BA1S_P3,OCDA_BA1S,-18.8259,147.62727,3.2,3.2,Davies,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1947_L1,,RRAP-ECO03-2023-Shys-OCDA-1947,batch1,L1,OCDA-1947,1947,OCDA,OCDA_BA1S_P3,OCDA_BA1S,-18.8259,147.62727,3.2,3.2,Davies,Back1,5m,Shallow,Plot3,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1954_L2,,RRAP-ECO03-2023-Shys-OCDA-1954,batch1,L2,OCDA-1954,1954,OCDA,OCDA_BA1S_P4,OCDA_BA1S,-18.8259,147.62727,3.5,3.5,Davies,Back1,5m,Shallow,Plot4,NA,NA,2023,Back,Back1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1749_L2,,RRAP-ECO03-2023-Shys-OCDA-1749,batch1,L2,OCDA-1749,1749,OCDA,OCDA_BA2D_P3,OCDA_BA2D,-18.814315,147.6369,11.5,11.5,Davies,Back2,10m,Deep,Plot3,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1771_L2,,RRAP-ECO03-2023-Shys-OCDA-1771,batch1,L2,OCDA-1771,1771,OCDA,OCDA_BA2S,OCDA_BA2S,-18.81448,147.6372,3,NA,Davies,NA,5m,Shallow,NA,NA,NA,2023,Back,Back2,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1783_L1,,RRAP-ECO03-2023-Shys-OCDA-1783,batch1,L1,OCDA-1783,1783,OCDA,OCDA_BA2S,OCDA_BA2S,-18.81448,147.6372,3,NA,Davies,NA,5m,Shallow,NA,NA,NA,2023,Back,Back2,original coordinates,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1762_L3,,RRAP-ECO03-2023-Shys-OCDA-1762,batch1,L3,OCDA-1762,1762,OCDA,OCDA_BA2S_P1,OCDA_BA2S,-18.814495,147.637185,3.2,3.2,Davies,Back2,5m,Shallow,Plot1,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1760_L3,,RRAP-ECO03-2023-Shys-OCDA-1760,batch1,L3,OCDA-1760,1760,OCDA,OCDA_BA2S_P1,OCDA_BA2S,-18.814495,147.637185,3.2,3.2,Davies,Back2,5m,Shallow,Plot1,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1774_L2,,RRAP-ECO03-2023-Shys-OCDA-1774,batch1,L2,OCDA-1774,1774,OCDA,OCDA_BA2S_P3,OCDA_BA2S,-18.81441,147.63697,4,4,Davies,Back2,5m,Shallow,Plot3,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2022-Shys-OCDA-BLCH48B_L2,,RRAP-ECO03-2022-Shys-OCDA-BLCH48B,batch1,L2,OCDA-BLCH48B,BLCH48B,OCDA,OCDA_BA2S_P3,OCDA_BA2S,-18.81441,147.63697,4,4,Davies,Back2,5m,Shallow,Plot3,NA,NA,2022,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1770_L1,,RRAP-ECO03-2023-Shys-OCDA-1770,batch1,L1,OCDA-1770,1770,OCDA,OCDA_BA2S_P3,OCDA_BA2S,-18.81441,147.63697,4,4,Davies,Back2,5m,Shallow,Plot3,NA,NA,2023,Back,Back2,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
RRAP-ECO03-2023-Shys-OCDA-1784_L1,,RRAP-ECO03-2023-Shys-OCDA-1784,batch1,L1,OCDA-1784,1784,OCDA,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,11.9,11.9,Davies,Flank1,10m,Deep,Plot1,NA,NA,2023,Flank,Flank1,plot coordinates from AG,NA,3,5,5,5,HostB,HostB,HostB
