decimalLatitude,decimalLongitude,locationID_short,locationID,clusterID_num,clusterID.x,clusterID.y,clusterID.x.x,clusterID.y.y,clusterID
-23.4708662,151.9513931,CBHE,CBHE_10,5,CBHE_8,CBHE_8,CBHE_8,NA,CBHE_2
-23.47084618,151.9509202,CBHE,CBHE_11,5,CBHE_9,CBHE_9,CBHE_9,NA,CBHE_2
-23.4708128,151.9507523,CBHE,CBHE_12,5,CBHE_10,CBHE_10,CBHE_10,NA,CBHE_2
-23.47050095,151.9511948,CBHE,CBHE_13,5,CBHE_11,CBHE_11,CBHE_11,NA,CBHE_2
-23.4704876,151.9510498,CBHE,CBHE_14,5,CBHE_12,CBHE_12,CBHE_12,NA,CBHE_2
-23.47042275,151.9508896,CBHE,CBHE_15,5,CBHE_13,CBHE_13,CBHE_13,NA,CBHE_2
-23.4563285,151.9257705,CBHE,CBHE_16,6,CBHE_14,CBHE_14,CBHE_14,NA,CBHE_3
-23.4561805,151.925674,CBHE,CBHE_17,6,CBHE_15,CBHE_15,CBHE_15,NA,CBHE_3
-23.4561095,151.925544,CBHE,CBHE_18,6,NA,NA,CBHE_16,NA,CBHE_3
-23.456009,151.925543,CBHE,CBHE_19,6,NA,NA,CBHE_16,NA,CBHE_3
-23.44033973,151.9801186,CBHE,CBHE_20,7,NA,NA,CBHE_17,NA,CBHE_4
-23.44033797,151.9801228,CBHE,CBHE_21,7,NA,NA,CBHE_17,NA,CBHE_4
-23.44028508,151.9801782,CBHE,CBHE_22,7,NA,NA,CBHE_17,NA,CBHE_4
-23.44025264,151.9804592,CBHE,CBHE_23,7,NA,NA,CBHE_18,NA,CBHE_4
-23.44025072,151.9804624,CBHE,CBHE_24,7,NA,NA,CBHE_18,NA,CBHE_4
-23.44024049,151.9805168,CBHE,CBHE_25,7,NA,NA,CBHE_18,NA,CBHE_4
-23.4402363,151.9805277,CBHE,CBHE_26,7,NA,NA,CBHE_18,NA,CBHE_4
-23.44023538,151.9804982,CBHE,CBHE_27,7,NA,NA,CBHE_18,NA,CBHE_4
-23.44023286,151.9805083,CBHE,CBHE_28,7,NA,NA,CBHE_18,NA,CBHE_4
-23.4402156,151.9805621,CBHE,CBHE_29,7,NA,NA,CBHE_18,NA,CBHE_4
-23.44016489,151.9804647,CBHE,CBHE_30,7,NA,NA,CBHE_18,NA,CBHE_4
-23.44016053,151.9802457,CBHE,CBHE_31,7,NA,NA,CBHE_19,NA,CBHE_4
-23.4401265,151.9802402,CBHE,CBHE_32,7,NA,NA,CBHE_19,NA,CBHE_4
-23.44011527,151.9805075,CBHE,CBHE_33,7,NA,NA,CBHE_18,NA,CBHE_4
-23.44011392,151.9802236,CBHE,CBHE_34,7,NA,NA,CBHE_19,NA,CBHE_4
-23.44007193,151.9803006,CBHE,CBHE_35,7,NA,NA,CBHE_19,NA,CBHE_4
-23.44005592,151.9802674,CBHE,CBHE_36,7,NA,NA,CBHE_19,NA,CBHE_4
-23.44004955,151.9802609,CBHE,CBHE_37,7,NA,NA,CBHE_19,NA,CBHE_4
-23.43984369,151.9830175,CBHE,CBHE_38,8,NA,NA,CBHE_20,NA,CBHE_5
-23.43983229,151.9829794,CBHE,CBHE_39,8,NA,NA,CBHE_20,NA,CBHE_5
-23.43977496,151.9797213,CBHE,CBHE_40,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43975786,151.979636,CBHE,CBHE_41,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43975744,151.9827861,CBHE,CBHE_42,8,CBHE_22,CBHE_22,CBHE_22,NA,CBHE_5
-23.43975342,151.979739,CBHE,CBHE_43,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43974604,151.9829475,CBHE,CBHE_44,8,NA,NA,CBHE_20,NA,CBHE_5
-23.43974303,151.9797493,CBHE,CBHE_45,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43974219,151.9800225,CBHE,CBHE_46,7,CBHE_23,CBHE_23,CBHE_23,NA,CBHE_4
-23.43973992,151.9829582,CBHE,CBHE_47,8,NA,NA,CBHE_20,NA,CBHE_5
-23.43969902,151.9797729,CBHE,CBHE_48,7,NA,NA,CBHE_21,NA,CBHE_4
