decimalLatitude,decimalLongitude,locationID_short,locationID,clusterID_num,clusterID.x,clusterID.y,clusterID.x.x,clusterID.y.y,clusterID
-23.43969793,151.9829468,CBHE,CBHE_49,8,NA,NA,CBHE_20,NA,CBHE_5
-23.43968485,151.9797746,CBHE,CBHE_50,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43968452,151.9795906,CBHE,CBHE_51,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43967086,151.9797437,CBHE,CBHE_52,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43966725,151.9795826,CBHE,CBHE_53,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43966071,151.9797433,CBHE,CBHE_54,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43965795,151.9797847,CBHE,CBHE_55,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43963532,151.9797716,CBHE,CBHE_56,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43961998,151.9797301,CBHE,CBHE_57,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43960883,151.9798389,CBHE,CBHE_58,7,NA,NA,CBHE_21,NA,CBHE_4
-23.43953029,151.9828023,CBHE,CBHE_59,8,NA,NA,CBHE_24,NA,CBHE_5
-23.43952711,151.9827924,CBHE,CBHE_60,8,NA,NA,CBHE_24,NA,CBHE_5
-23.43952434,151.9828049,CBHE,CBHE_61,8,NA,NA,CBHE_24,NA,CBHE_5
-23.4395168,151.9827985,CBHE,CBHE_62,8,NA,NA,CBHE_24,NA,CBHE_5
-23.43950188,151.9816625,CBHE,CBHE_63,9,CBHE_25,CBHE_25,CBHE_25,NA,CBHE_6
-23.43949375,151.9827862,CBHE,CBHE_64,8,NA,NA,CBHE_24,NA,CBHE_5
-23.43946181,151.9828142,CBHE,CBHE_65,8,NA,NA,CBHE_24,NA,CBHE_5
-23.43941965,151.9818036,CBHE,CBHE_66,9,CBHE_26,CBHE_26,CBHE_26,NA,CBHE_6
-23.43939216,151.9819606,CBHE,CBHE_67,9,CBHE_27,CBHE_27,CBHE_27,NA,CBHE_6
-23.43929082,151.9817874,CBHE,CBHE_68,9,CBHE_28,CBHE_28,CBHE_28,NA,CBHE_6
-23.43927607,151.9816192,CBHE,CBHE_69,9,CBHE_29,CBHE_29,CBHE_29,NA,CBHE_6
-23.43925687,151.9821311,CBHE,CBHE_70,9,CBHE_30,CBHE_30,CBHE_30,NA,CBHE_6
-23.43924254,151.9822725,CBHE,CBHE_71,9,CBHE_31,CBHE_31,CBHE_31,NA,CBHE_6
-23.43914372,151.9818917,CBHE,CBHE_72,9,CBHE_32,CBHE_32,CBHE_32,NA,CBHE_6
-23.43908429,151.9822389,CBHE,CBHE_73,9,NA,NA,CBHE_33,NA,CBHE_6
-23.43907163,151.9822522,CBHE,CBHE_74,9,NA,NA,CBHE_33,NA,CBHE_6
-23.43905579,151.982217,CBHE,CBHE_75,9,NA,NA,CBHE_33,NA,CBHE_6
-23.4390055,151.9820785,CBHE,CBHE_76,9,NA,NA,CBHE_34,NA,CBHE_6
-23.43897323,151.9820732,CBHE,CBHE_77,9,NA,NA,CBHE_34,NA,CBHE_6
-23.43889008,151.9818672,CBHE,CBHE_78,9,NA,NA,CBHE_35,NA,CBHE_6
-23.43888187,151.9819631,CBHE,CBHE_79,9,NA,NA,CBHE_35,NA,CBHE_6
-23.434092,151.9200315,CBHE,CBHE_80,10,CBHE_36,CBHE_36,CBHE_36,NA,CBHE_7
-23.434075,151.920269,CBHE,CBHE_81,10,NA,NA,CBHE_37,NA,CBHE_7
-23.4340395,151.920592,CBHE,CBHE_82,10,NA,NA,CBHE_38,NA,CBHE_7
-23.4340385,151.920667,CBHE,CBHE_83,10,NA,NA,CBHE_38,NA,CBHE_7
-23.4340225,151.9208295,CBHE,CBHE_84,10,CBHE_39,CBHE_39,CBHE_39,NA,CBHE_7
-23.434007,151.920339,CBHE,CBHE_85,10,NA,NA,CBHE_37,NA,CBHE_7
-23.433991,151.9210255,CBHE,CBHE_86,10,CBHE_40,CBHE_40,CBHE_40,NA,CBHE_7
-23.43398,151.920474,CBHE,CBHE_87,10,CBHE_41,CBHE_41,CBHE_41,NA,CBHE_7
-23.433933,151.9212005,CBHE,CBHE_88,10,CBHE_42,CBHE_42,CBHE_42,NA,CBHE_7
-23.4284645,151.9522105,CBHE,CBHE_89,11,CBHE_43,CBHE_43,CBHE_43,NA,CBHE_8
-23.428454,151.9524855,CBHE,CBHE_90,11,CBHE_44,CBHE_44,CBHE_44,NA,CBHE_8
-23.4284495,151.952358,CBHE,CBHE_91,11,CBHE_45,CBHE_45,CBHE_45,NA,CBHE_8
-23.428403,151.952614,CBHE,CBHE_92,11,CBHE_46,CBHE_46,CBHE_46,NA,CBHE_8
-23.4281955,151.95204,CBHE,CBHE_93,11,CBHE_47,CBHE_47,CBHE_47,NA,CBHE_8
-23.428095,151.952179,CBHE,CBHE_94,11,CBHE_48,CBHE_48,CBHE_48,NA,CBHE_8
-23.4280535,151.952309,CBHE,CBHE_95,11,NA,NA,CBHE_49,NA,CBHE_8
-23.4280415,151.9524235,CBHE,CBHE_96,11,NA,NA,CBHE_49,NA,CBHE_8
-23.428042,151.952424,CBHE_BA1D_P1,CBHE_BA1D_P1_1,11,CBHE_BA1D_P1_1,CBHE_BA1D_P1_1,CBHE_BA1D_P1_1,CBHE_BA1D_P1_1,CBHE_BA1D_P1_1
-23.428403,151.952614,CBHE_BA1S_P1,CBHE_BA1S_P1_1,11,CBHE_BA1S_P1_1,CBHE_BA1S_P1_1,CBHE_BA1S_P1_1,CBHE_BA1S_P1_1,CBHE_BA1S_P1_1
-23.428454,151.952486,CBHE_BA1S_P2,CBHE_BA1S_P2_1,11,CBHE_BA1S_P2_1,CBHE_BA1S_P2_1,CBHE_BA1S_P2_1,CBHE_BA1S_P2_1,CBHE_BA1S_P2_1
-23.43404,151.920592,CBHE_BA2D_P1,CBHE_BA2D_P1_1,10,CBHE_BA2D_P1_1,CBHE_BA2D_P1_1,CBHE_BA2D_P1_1,CBHE_BA2D_P1_1,CBHE_BA2D_P1_1
-23.43398,151.920474,CBHE_BA2D_P2,CBHE_BA2D_P2_1,10,CBHE_BA2D_P2_1,CBHE_BA2D_P2_1,CBHE_BA2D_P2_1,CBHE_BA2D_P2_1,CBHE_BA2D_P2_1
-23.434092,151.920032,CBHE_BA2D_P4,CBHE_BA2D_P4_1,10,CBHE_BA2D_P4_1,CBHE_BA2D_P4_1,CBHE_BA2D_P4_1,CBHE_BA2D_P4_1,CBHE_BA2D_P4_1
-23.433933,151.921201,CBHE_BA2S_P1,CBHE_BA2S_P1_1,10,CBHE_BA2S_P1_1,CBHE_BA2S_P1_1,CBHE_BA2S_P1_1,CBHE_BA2S_P1_1,CBHE_BA2S_P1_1
-23.434023,151.92083,CBHE_BA2S_P3,CBHE_BA2S_P3_1,10,CBHE_BA2S_P3_1,CBHE_BA2S_P3_1,CBHE_BA2S_P3_1,CBHE_BA2S_P3_1,CBHE_BA2S_P3_1
-23.434039,151.920667,CBHE_BA2S_P4,CBHE_BA2S_P4_1,10,CBHE_BA2S_P4_1,CBHE_BA2S_P4_1,CBHE_BA2S_P4_1,CBHE_BA2S_P4_1,CBHE_BA2S_P4_1
-23.456176,151.925688,CBHE_FL1S,CBHE_FL1S_1,6,CBHE_FL1S_1,CBHE_FL1S_1,CBHE_FL1S_1,CBHE_FL1S_1,CBHE_FL1S_1
-23.456009,151.925543,CBHE_FL1S_P1,CBHE_FL1S_P1_1,6,CBHE_FL1S_P1_1,CBHE_FL1S_P1_1,CBHE_FL1S_P1_1,CBHE_FL1S_P1_1,CBHE_FL1S_P1_1
-23.45611,151.925544,CBHE_FL1S_P2,CBHE_FL1S_P2_1,6,CBHE_FL1S_P2_1,CBHE_FL1S_P2_1,CBHE_FL1S_P2_1,CBHE_FL1S_P2_1,CBHE_FL1S_P2_1
-23.456329,151.925771,CBHE_FL1S_P4,CBHE_FL1S_P4_1,6,CBHE_FL1S_P4_1,CBHE_FL1S_P4_1,CBHE_FL1S_P4_1,CBHE_FL1S_P4_1,CBHE_FL1S_P4_1
-23.471979,151.977698,CBHE_FR1S_P2,CBHE_FR1S_P2_1,4,CBHE_FR1S_P2_1,CBHE_FR1S_P2_1,CBHE_FR1S_P2_1,CBHE_FR1S_P2_1,CBHE_FR1S_P2_1
-23.470813,151.950752,CBHE_FR2D_P1,CBHE_FR2D_P1_1,5,CBHE_FR2D_P1_1,CBHE_FR2D_P1_1,CBHE_FR2D_P1_1,CBHE_FR2D_P1_1,CBHE_FR2D_P1_1
-23.470846,151.95092,CBHE_FR2D_P2,CBHE_FR2D_P2_1,5,CBHE_FR2D_P2_1,CBHE_FR2D_P2_1,CBHE_FR2D_P2_1,CBHE_FR2D_P2_1,CBHE_FR2D_P2_1
-23.470867,151.951202,CBHE_FR2D_P3,CBHE_FR2D_P3_1,5,CBHE_FR2D_P3_1,CBHE_FR2D_P3_1,CBHE_FR2D_P3_1,CBHE_FR2D_P3_1,CBHE_FR2D_P3_1
-23.470385,151.950706,CBHE_FR2S_P1,CBHE_FR2S_P1_1,5,CBHE_FR2S_P1_1,CBHE_FR2S_P1_1,CBHE_FR2S_P1_1,CBHE_FR2S_P1_1,CBHE_FR2S_P1_1
-23.917564,152.392285,CBLM,CBLM_1,12,CBLM_1,CBLM_1,CBLM_1,CBLM_1,CBLM_1
-23.9101558,152.3860247,CBLM,CBLM_2,13,CBLM_2,CBLM_2,CBLM_2,NA,CBLM_2
-23.90987844,152.3857418,CBLM,CBLM_3,13,NA,NA,CBLM_3,NA,CBLM_2
-23.90985128,152.3857347,CBLM,CBLM_4,13,NA,NA,CBLM_3,NA,CBLM_2
-23.90977342,152.3860339,CBLM,CBLM_5,13,CBLM_4,CBLM_4,CBLM_4,NA,CBLM_2
-23.9095891,152.3859064,CBLM,CBLM_6,13,NA,NA,CBLM_5,NA,CBLM_2
-23.90954635,152.3860341,CBLM,CBLM_7,13,CBLM_6,CBLM_6,CBLM_6,NA,CBLM_2
-23.90953512,152.3858995,CBLM,CBLM_8,13,NA,NA,CBLM_5,NA,CBLM_2
-23.90953411,152.3859078,CBLM,CBLM_9,13,NA,NA,CBLM_5,NA,CBLM_2
-23.90942582,152.3862434,CBLM,CBLM_10,13,NA,NA,CBLM_7,NA,CBLM_2
-23.90933219,152.3862881,CBLM,CBLM_11,13,NA,NA,CBLM_7,NA,CBLM_2
-23.90931292,152.3862838,CBLM,CBLM_12,13,NA,NA,CBLM_7,NA,CBLM_2
-23.90915475,152.3863735,CBLM,CBLM_13,13,NA,NA,CBLM_8,NA,CBLM_2
-23.90908836,152.386376,CBLM,CBLM_14,13,NA,NA,CBLM_8,NA,CBLM_2
-23.90892844,152.3864628,CBLM,CBLM_15,13,CBLM_9,CBLM_9,CBLM_9,NA,CBLM_2
-23.90881679,152.386503,CBLM,CBLM_16,13,CBLM_10,CBLM_10,CBLM_10,NA,CBLM_2
-23.90872367,152.386629,CBLM,CBLM_17,13,CBLM_11,CBLM_11,CBLM_11,NA,CBLM_2
-23.90860758,152.386056,CBLM,CBLM_18,13,CBLM_12,CBLM_12,CBLM_12,NA,CBLM_2
-23.90860246,152.3867034,CBLM,CBLM_19,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90854991,152.3866916,CBLM,CBLM_20,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90854949,152.3861689,CBLM,CBLM_21,13,CBLM_14,CBLM_14,CBLM_14,NA,CBLM_2
-23.90853968,152.3866672,CBLM,CBLM_22,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90852552,152.3866161,CBLM,CBLM_23,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90848931,152.3865544,CBLM,CBLM_24,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90845218,152.386493,CBLM,CBLM_25,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90839644,152.3863147,CBLM,CBLM_26,13,NA,NA,CBLM_15,NA,CBLM_2
-23.90838822,152.3863165,CBLM,CBLM_27,13,NA,NA,CBLM_15,NA,CBLM_2
-23.90836962,152.3865145,CBLM,CBLM_28,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90836618,152.3865228,CBLM,CBLM_29,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90835813,152.3865083,CBLM,CBLM_30,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90832678,152.3865125,CBLM,CBLM_31,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90832494,152.3864977,CBLM,CBLM_32,13,NA,NA,CBLM_13,NA,CBLM_2
-23.9083231,152.3863455,CBLM,CBLM_33,13,NA,NA,CBLM_15,NA,CBLM_2
-23.9083101,152.3865646,CBLM,CBLM_34,13,NA,NA,CBLM_13,NA,CBLM_2
-23.90830969,152.3865203,CBLM,CBLM_35,13,NA,NA,CBLM_13,NA,CBLM_2
-23.9080216,152.3867485,CBLM,CBLM_36,13,CBLM_16,CBLM_16,CBLM_16,NA,CBLM_2
-23.90789662,152.3867519,CBLM,CBLM_37,13,CBLM_17,CBLM_17,CBLM_17,NA,CBLM_2
-23.90773108,152.3866667,CBLM,CBLM_38,13,NA,NA,CBLM_18,NA,CBLM_2
-23.90772924,152.3867169,CBLM,CBLM_39,13,NA,NA,CBLM_18,NA,CBLM_2
-23.90769848,152.3866834,CBLM,CBLM_40,13,NA,NA,CBLM_18,NA,CBLM_2
-23.90768666,152.3866475,CBLM,CBLM_41,13,NA,NA,CBLM_18,NA,CBLM_2
-23.90767048,152.3866346,CBLM,CBLM_42,13,NA,NA,CBLM_18,NA,CBLM_2
-23.90766101,152.3866995,CBLM,CBLM_43,13,NA,NA,CBLM_18,NA,CBLM_2
-23.90765657,152.3866973,CBLM,CBLM_44,13,NA,NA,CBLM_18,NA,CBLM_2
-23.90760938,152.3866694,CBLM,CBLM_45,13,NA,NA,CBLM_18,NA,CBLM_2
-23.9075072,152.3865234,CBLM,CBLM_46,13,NA,NA,CBLM_19,NA,CBLM_2
-23.90743973,152.3867061,CBLM,CBLM_47,13,NA,NA,CBLM_19,NA,CBLM_2
-23.90743109,152.386691,CBLM,CBLM_48,13,NA,NA,CBLM_19,NA,CBLM_2
-23.90742783,152.3866732,CBLM,CBLM_49,13,NA,NA,CBLM_19,NA,CBLM_2
-23.90741182,152.3866715,CBLM,CBLM_50,13,NA,NA,CBLM_19,NA,CBLM_2
-23.90741014,152.3865734,CBLM,CBLM_51,13,NA,NA,CBLM_19,NA,CBLM_2
-23.90737393,152.3865905,CBLM,CBLM_52,13,NA,NA,CBLM_19,NA,CBLM_2
-23.90721786,152.3869001,CBLM,CBLM_53,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90720923,152.38690450000001,CBLM,CBLM_54,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90720135,152.3869153,CBLM,CBLM_55,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90718978,152.3869184,CBLM,CBLM_56,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90718517,152.386885,CBLM,CBLM_57,13,NA,NA,CBLM_20,NA,CBLM_2
-23.907185,152.3869209,CBLM,CBLM_58,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90718332,152.3868906,CBLM,CBLM_59,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90718265,152.3868982,CBLM,CBLM_60,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90717134,152.3868998,CBLM,CBLM_61,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90711007,152.3869808,CBLM,CBLM_62,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90710185,152.3869429,CBLM,CBLM_63,13,NA,NA,CBLM_20,NA,CBLM_2
-23.90709305,152.3869322,CBLM,CBLM_64,13,NA,NA,CBLM_20,NA,CBLM_2
-23.9004655,152.393308,CBLM,CBLM_65,14,CBLM_21,CBLM_21,CBLM_21,NA,CBLM_3
-23.9003675,152.3934045,CBLM,CBLM_66,14,CBLM_22,CBLM_22,CBLM_22,NA,CBLM_3
-23.900253,152.393555,CBLM,CBLM_67,14,NA,NA,CBLM_23,NA,CBLM_3
-23.900174,152.3936205,CBLM,CBLM_68,14,NA,NA,CBLM_23,NA,CBLM_3
-23.8963465,152.414007,CBLM,CBLM_69,15,CBLM_24,CBLM_24,CBLM_24,NA,CBLM_4
-23.896318,152.4138515,CBLM,CBLM_70,15,CBLM_25,CBLM_25,CBLM_25,NA,CBLM_4
-23.8962565,152.413664,CBLM,CBLM_71,15,CBLM_26,CBLM_26,CBLM_26,NA,CBLM_4
-23.8960755,152.414039,CBLM,CBLM_72,15,CBLM_27,CBLM_27,CBLM_27,NA,CBLM_4
-23.8945,152.403644,CBLM,CBLM_73,16,CBLM_28,CBLM_28,CBLM_28,NA,CBLM_5
-23.8944175,152.403762,CBLM,CBLM_74,16,CBLM_29,CBLM_29,CBLM_29,NA,CBLM_5
-23.8943045,152.4043745,CBLM,CBLM_75,17,CBLM_30,CBLM_30,CBLM_30,CBLM_6,CBLM_6
-23.8853215,152.413674,CBLM,CBLM_76,18,CBLM_31,CBLM_31,CBLM_31,NA,CBLM_7
-23.8852145,152.413594,CBLM,CBLM_77,18,CBLM_32,CBLM_32,CBLM_32,NA,CBLM_7
-23.88506,152.4135875,CBLM,CBLM_78,18,CBLM_33,CBLM_33,CBLM_33,NA,CBLM_7
-23.884943,152.4136075,CBLM,CBLM_79,18,CBLM_34,CBLM_34,CBLM_34,NA,CBLM_7
-23.88372414,152.4158023,CBLM,CBLM_80,19,CBLM_35,CBLM_35,CBLM_35,NA,CBLM_8
-23.88356882,152.41571,CBLM,CBLM_81,19,CBLM_36,CBLM_36,CBLM_36,NA,CBLM_8
-23.88355432,152.4162366,CBLM,CBLM_82,19,CBLM_37,CBLM_37,CBLM_37,NA,CBLM_8
-23.88349799,152.4164156,CBLM,CBLM_83,19,CBLM_38,CBLM_38,CBLM_38,NA,CBLM_8
-23.8834099,152.4165353,CBLM,CBLM_84,19,CBLM_39,CBLM_39,CBLM_39,NA,CBLM_8
-23.88336388,152.4167807,CBLM,CBLM_85,19,CBLM_40,CBLM_40,CBLM_40,NA,CBLM_8
-23.917562,152.392049,CBLM_FL2S_P1,CBLM_FL2S_P1_1,12,CBLM_FL2S_P1_1,CBLM_FL2S_P1_1,CBLM_FL2S_P1_1,CBLM_FL2S_P1_1,CBLM_FL2S_P1_1
-23.917494,152.392486,CBLM_FL2S_P3,CBLM_FL2S_P3_1,12,CBLM_FL2S_P3_1,CBLM_FL2S_P3_1,CBLM_FL2S_P3_1,CBLM_FL2S_P3_1,CBLM_FL2S_P3_1
-23.916998,152.392632,CBLM_FL2S_P4,CBLM_FL2S_P4_1,20,CBLM_FL2S_P4_1,CBLM_FL2S_P4_1,CBLM_FL2S_P4_1,CBLM_FL2S_P4_1,CBLM_FL2S_P4_1
-23.896076,152.414039,CBLM_LA1S,CBLM_LA1S_1,15,CBLM_LA1S_1,CBLM_LA1S_1,CBLM_LA1S_1,CBLM_LA1S_1,CBLM_LA1S_1
-21.47414323,152.56197,ECAY,ECAY_1,21,ECAY_1,ECAY_1,ECAY_1,ECAY_1,ECAY_1
-21.47393762,152.5611744,ECAY,ECAY_2,22,ECAY_2,ECAY_2,ECAY_2,ECAY_2,ECAY_2
-21.47311921,152.5610228,ECAY,ECAY_3,23,NA,NA,ECAY_3,NA,ECAY_3
-21.47309214,152.5610289,ECAY,ECAY_4,23,NA,NA,ECAY_3,NA,ECAY_3
-21.47307848,152.5609108,ECAY,ECAY_5,23,NA,NA,ECAY_3,NA,ECAY_3
-21.47306297,152.5609181,ECAY,ECAY_6,23,NA,NA,ECAY_3,NA,ECAY_3
-21.47304855,152.5609273,ECAY,ECAY_7,23,NA,NA,ECAY_3,NA,ECAY_3
-21.47282342,152.5609202,ECAY,ECAY_8,23,ECAY_4,ECAY_4,ECAY_4,NA,ECAY_3
-21.4713337,152.5650215,ECAY,ECAY_9,24,ECAY_5,ECAY_5,ECAY_5,ECAY_4,ECAY_4
-21.47067765,152.5653065,ECAY,ECAY_10,25,ECAY_6,ECAY_6,ECAY_6,NA,ECAY_5
-21.47048956,152.5616477,ECAY,ECAY_11,26,ECAY_7,ECAY_7,ECAY_7,NA,ECAY_6
-21.47047782,152.5653211,ECAY,ECAY_12,25,NA,NA,ECAY_8,NA,ECAY_5
-21.47045393,152.5653714,ECAY,ECAY_13,25,NA,NA,ECAY_8,NA,ECAY_5
-21.47034539,152.5614061,ECAY,ECAY_14,26,ECAY_9,ECAY_9,ECAY_9,NA,ECAY_6
-21.47028998,152.5652801,ECAY,ECAY_15,25,ECAY_10,ECAY_10,ECAY_10,NA,ECAY_5
-21.47025185,152.5616974,ECAY,ECAY_16,26,ECAY_11,ECAY_11,ECAY_11,NA,ECAY_6
-21.4701397,152.5614906,ECAY,ECAY_17,26,ECAY_12,ECAY_12,ECAY_12,NA,ECAY_6
-21.470135,152.5653938,ECAY,ECAY_18,25,NA,NA,ECAY_13,NA,ECAY_5
-21.47011573,152.5653786,ECAY,ECAY_19,25,NA,NA,ECAY_13,NA,ECAY_5
-21.47008899,152.5651574,ECAY,ECAY_20,25,NA,NA,ECAY_14,NA,ECAY_5
-21.47008237,152.5652048,ECAY,ECAY_21,25,NA,NA,ECAY_14,NA,ECAY_5
-21.47001984,152.5649245,ECAY,ECAY_22,25,NA,NA,ECAY_15,NA,ECAY_5
-21.4699677,152.5649253,ECAY,ECAY_23,25,NA,NA,ECAY_15,NA,ECAY_5
-21.46981163,152.5618594,ECAY,ECAY_24,27,ECAY_16,ECAY_16,ECAY_16,NA,ECAY_7
-21.46969671,152.5626694,ECAY,ECAY_25,27,ECAY_17,ECAY_17,ECAY_17,NA,ECAY_7
-21.46962371,152.5622835,ECAY,ECAY_26,27,ECAY_18,ECAY_18,ECAY_18,NA,ECAY_7
-21.46945029,152.5641416,ECAY,ECAY_27,28,ECAY_19,ECAY_19,ECAY_19,NA,ECAY_8
-21.46940771,152.5635042,ECAY,ECAY_28,28,ECAY_20,ECAY_20,ECAY_20,NA,ECAY_8
-21.46934174,152.5639749,ECAY,ECAY_29,28,ECAY_21,ECAY_21,ECAY_21,NA,ECAY_8
-21.46932581,152.5643821,ECAY,ECAY_30,28,ECAY_22,ECAY_22,ECAY_22,NA,ECAY_8
-21.46919229,152.564365,ECAY,ECAY_31,28,ECAY_23,ECAY_23,ECAY_23,NA,ECAY_8
-16.94328032,145.9913964,FITI,FITI_1,29,NA,NA,FITI_1,NA,FITI_1
-16.94326599,145.9914029,FITI,FITI_2,29,NA,NA,FITI_1,NA,FITI_1
-16.94324613,145.9914126,FITI,FITI_3,29,NA,NA,FITI_1,NA,FITI_1
-16.94321788,145.9914582,FITI,FITI_4,29,NA,NA,FITI_1,NA,FITI_1
-16.94319927,145.9914014,FITI,FITI_5,29,NA,NA,FITI_1,NA,FITI_1
-16.94319701,145.9916391,FITI,FITI_6,29,FITI_2,FITI_2,FITI_2,NA,FITI_1
-16.94313766,145.9920085,FITI,FITI_7,29,FITI_3,FITI_3,FITI_3,NA,FITI_1
-16.940902,145.994427,FITI,FITI_8,30,NA,NA,FITI_4,NA,FITI_2
-16.940808,145.99445,FITI,FITI_9,30,NA,NA,FITI_4,NA,FITI_2
-16.940768,145.994759,FITI,FITI_10,30,FITI_5,FITI_5,FITI_5,NA,FITI_2
-16.94073239,145.9945433,FITI,FITI_11,30,NA,NA,FITI_6,NA,FITI_2
-16.94067632,145.9946248,FITI,FITI_12,30,NA,NA,FITI_6,NA,FITI_2
-16.940656,145.994752,FITI,FITI_13,30,NA,NA,FITI_6,NA,FITI_2
-16.940642,145.994744,FITI,FITI_14,30,NA,NA,FITI_6,NA,FITI_2
-16.94063701,145.9948087,FITI,FITI_15,30,NA,NA,FITI_6,NA,FITI_2
-16.940632,145.99472600000001,FITI,FITI_16,30,NA,NA,FITI_6,NA,FITI_2
-16.94063,145.994743,FITI,FITI_17,30,NA,NA,FITI_6,NA,FITI_2
-16.94059,145.994485,FITI,FITI_18,30,NA,NA,FITI_6,NA,FITI_2
-16.94058697,145.9947788,FITI,FITI_19,30,NA,NA,FITI_6,NA,FITI_2
-16.940583,145.994583,FITI,FITI_20,30,NA,NA,FITI_6,NA,FITI_2
-16.940557,145.994638,FITI,FITI_21,30,NA,NA,FITI_6,NA,FITI_2
-16.9405459,145.9945824,FITI,FITI_22,30,NA,NA,FITI_6,NA,FITI_2
-16.94054145,145.9947606,FITI,FITI_23,30,NA,NA,FITI_6,NA,FITI_2
-16.9405205,145.994654,FITI,FITI_24,30,NA,NA,FITI_6,NA,FITI_2
-16.94030257,145.9835293,FITI,FITI_25,31,NA,NA,FITI_7,NA,FITI_3
-16.94022311,145.9835563,FITI,FITI_26,31,NA,NA,FITI_7,NA,FITI_3
-16.94017399,145.983566,FITI,FITI_27,31,NA,NA,FITI_7,NA,FITI_3
-16.94012026,145.9835784,FITI,FITI_28,31,NA,NA,FITI_7,NA,FITI_3
-16.94010752,145.9834869,FITI,FITI_29,31,NA,NA,FITI_7,NA,FITI_3
-16.94009847,145.9835497,FITI,FITI_30,31,NA,NA,FITI_7,NA,FITI_3
-16.94008674,145.9834756,FITI,FITI_31,31,NA,NA,FITI_7,NA,FITI_3
-16.94005396,145.9835411,FITI,FITI_32,31,NA,NA,FITI_7,NA,FITI_3
-16.94005019,145.9833428,FITI,FITI_33,31,NA,NA,FITI_7,NA,FITI_3
-16.94002102,145.9835146,FITI,FITI_34,31,NA,NA,FITI_7,NA,FITI_3
-16.93997467,145.9834566,FITI,FITI_35,31,NA,NA,FITI_7,NA,FITI_3
-16.93994508,145.9834088,FITI,FITI_36,31,NA,NA,FITI_7,NA,FITI_3
-16.93994475,145.9833414,FITI,FITI_37,31,NA,NA,FITI_7,NA,FITI_3
-16.93993636,145.9833295,FITI,FITI_38,31,NA,NA,FITI_7,NA,FITI_3
-16.93992471,145.9832877,FITI,FITI_39,31,NA,NA,FITI_7,NA,FITI_3
-16.9398916,145.9833976,FITI,FITI_40,31,NA,NA,FITI_7,NA,FITI_3
-16.93987157,145.9832607,FITI,FITI_41,31,NA,NA,FITI_7,NA,FITI_3
-16.93985439,145.9832555,FITI,FITI_42,31,NA,NA,FITI_7,NA,FITI_3
-16.93984215,145.9832033,FITI,FITI_43,31,NA,NA,FITI_7,NA,FITI_3
-16.93984006,145.9833216,FITI,FITI_44,31,NA,NA,FITI_7,NA,FITI_3
-16.93979454,145.9832694,FITI,FITI_45,31,NA,NA,FITI_7,NA,FITI_3
-16.93977174,145.9831621,FITI,FITI_46,31,NA,NA,FITI_7,NA,FITI_3
-16.93975758,145.9831522,FITI,FITI_47,31,NA,NA,FITI_7,NA,FITI_3
-16.93974249,145.9831086,FITI,FITI_48,31,NA,NA,FITI_7,NA,FITI_3
-16.9397383,145.9832622,FITI,FITI_49,31,NA,NA,FITI_7,NA,FITI_3
-16.93970125,145.983102,FITI,FITI_50,31,NA,NA,FITI_7,NA,FITI_3
-16.93969723,145.9831096,FITI,FITI_51,31,NA,NA,FITI_7,NA,FITI_3
-16.939686,145.9830941,FITI,FITI_52,31,NA,NA,FITI_7,NA,FITI_3
-16.9396782,145.9832168,FITI,FITI_53,31,NA,NA,FITI_7,NA,FITI_3
-16.93967678,145.9832096,FITI,FITI_54,31,NA,NA,FITI_7,NA,FITI_3
-16.93960679,145.9831661,FITI,FITI_55,31,NA,NA,FITI_7,NA,FITI_3
-16.93960134,145.9830761,FITI,FITI_56,31,NA,NA,FITI_7,NA,FITI_3
-16.93959748,145.9830596,FITI,FITI_57,31,NA,NA,FITI_7,NA,FITI_3
-16.93954828,145.9831502,FITI,FITI_58,31,NA,NA,FITI_7,NA,FITI_3
-16.93952,145.983204,FITI,FITI_59,31,NA,NA,FITI_7,NA,FITI_3
