vcf_name,sequence_comments,batch,lane,materialSampleID_full,materialSampleID,individualID,locationID,EcoLocationID,site_code,decimalLatitude,decimalLongitude,coordNote,depthinmeters,depthNote,EcoPlotDepthinmeters,colonyDepthinmeters,reefID,EcoReefHabitat,depth_category,EcoZoneID,EcoPlotID,yearCollected,habitat,habitat_full,lineage_mito,lineage_wgs
RRAP-ECO03-2022-Shys-OCDA-BLCH21B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH21B,OCDA-BLCH21B,BLCH21B,OCDA,OCDA_FR1D_P1,OCDA_FR1D,-18.81968177,147.663926,plot coordinates from AG,9.8,NA,9.8,NA,Davies,Front1,10m,Deep,Plot1,2022,Front,,Hap13,NA
RRAP-ECO03-2023-Shys-OCDA-1718_L1,,batch1,L2,RRAP-ECO03-2023-Shys-OCDA-1826-rep,OCDA-1826-rep,1826,OCDA,OCDA_FR1D_P3,OCDA_FR1D,-18.81925,147.66413,plot coordinates from AG,10,NA,10,NA,Davies,Front1,10m,Deep,Plot3,2023,Front,,Hap9,NA
RRAP-ECO03-2022-Shys-OCDA-BLCH94B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH94B,OCDA-BLCH94B,BLCH94B,OCDA,OCDA_BA2S_P2,OCDA_BA2S,-18.81445,147.63709,plot coordinates from AG,2.7,NA,2.7,NA,Davies,Back2,5m,Shallow,Plot2,2022,Back,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH47B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH47B,OCDA-BLCH47B,BLCH47B,OCDA,OCDA_BA2S_P3,OCDA_BA2S,-18.81441,147.63697,plot coordinates from AG,4,NA,4,NA,Davies,Back2,5m,Shallow,Plot3,2022,Back,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH35B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH35B,OCDA-BLCH35B,BLCH35B,OCDA,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,plot coordinates from AG,11.9,NA,11.9,NA,Davies,Flank1,10m,Deep,Plot1,2022,Flank,,Hap10,SH2
RRAP-ECO03-2023-Shys-OCDA-1793_L1,,batch1,L1,RRAP-ECO03-2023-Shys-OCDA-1793,OCDA-1793,1793,OCDA,OCDA_FL1D_P3,OCDA_FL1D,-18.805735,147.66876,plot coordinates from AG,12.4,NA,12.4,NA,Davies,Flank1,10m,Deep,Plot3,2023,Flank,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH112B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH112B,OCDA-BLCH112B,BLCH112B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,plot coordinates from AG,5.4,NA,5.4,NA,Davies,Flank1,5m,Shallow,Plot4,2022,Flank,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH113B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH113B,OCDA-BLCH113B,BLCH113B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,plot coordinates from AG,5.4,NA,5.4,NA,Davies,Flank1,5m,Shallow,Plot4,2022,Flank,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH120B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH120B,OCDA-BLCH120B,BLCH120B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,plot coordinates from AG,5.4,NA,5.4,NA,Davies,Flank1,5m,Shallow,Plot4,2022,Flank,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH114B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH114B,OCDA-BLCH114B,BLCH114B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,plot coordinates from AG,5.4,NA,5.4,NA,Davies,Flank1,5m,Shallow,Plot4,2022,Flank,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH106B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH106B,OCDA-BLCH106B,BLCH106B,OCDA,OCDA_FL1S_P4,OCDA_FL1S,-18.805575,147.66835,plot coordinates from AG,5.4,NA,5.4,NA,Davies,Flank1,5m,Shallow,Plot4,2022,Flank,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH24B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH24B,OCDA-BLCH24B,BLCH24B,OCDA,OCDA_FR1D_P1,OCDA_FR1D,-18.81968177,147.663926,plot coordinates from AG,9.8,NA,9.8,NA,Davies,Front1,10m,Deep,Plot1,2022,Front,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH26B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH26B,OCDA-BLCH26B,BLCH26B,OCDA,OCDA_FR1D_P1,OCDA_FR1D,-18.81968177,147.663926,plot coordinates from AG,9.8,NA,9.8,NA,Davies,Front1,10m,Deep,Plot1,2022,Front,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH11B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH11B,OCDA-BLCH11B,BLCH11B,OCDA,OCDA_FR1S_P1,OCDA_FR1S,-18.81961901,147.6637135,plot coordinates from AG,4.9,NA,4.9,NA,Davies,Front1,5m,Shallow,Plot1,2022,Front,,Hap10,SH2
RRAP-ECO03-2022-Shys-OCDA-BLCH34B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH34B,OCDA-BLCH34B,BLCH34B,OCDA,OCDA_FL1D_P1,OCDA_FL1D,-18.805915,147.668855,plot coordinates from AG,11.9,NA,11.9,NA,Davies,Flank1,10m,Deep,Plot1,2022,Flank,,Hap10,SH3
RRAP-ECO03-2023-Shys-OCDA-1726_L1,,batch1,L1,RRAP-ECO03-2023-Shys-OCDA-1726,OCDA-1726,1726,OCDA,OCDA_FR2D_P4,OCDA_FR2D,-18.83160726,147.652827,plot coordinates from AG,10.4,NA,10.4,NA,Davies,Front2,10m,Deep,Plot4,2023,Front,,Hap10,SH3
RRAP-ECO03-2023-Shys-OCDA-2096_L3,,batch1,L3,RRAP-ECO03-2023-Shys-OCDA-2096,OCDA-2096,2096,OCDA,OCDA_FR2S_P1,OCDA_FR2S,-18.83192685,147.6524971,plot coordinates from AG,4.9,NA,4.9,NA,Davies,Front2,5m,Shallow,Plot1,2023,Front,,Hap10,SH3
RRAP-ECO03-2022-Shys-OCDA-BLCH74B_L2,,batch1,L2,RRAP-ECO03-2022-Shys-OCDA-BLCH74B,OCDA-BLCH74B,BLCH74B,OCDA,OCDA_FR2S_P4,OCDA_FR2S,-18.83150833,147.6528006,plot coordinates from AG,5.7,NA,5.7,NA,Davies,Front2,5m,Shallow,Plot4,2022,Front,,Hap10,SH3
RRAP-ECO03-2023-Shys-ONLI-2965_L4,,batch2,L4,RRAP-ECO03-2023-Shys-ONLI-2965,ONLI-2965,2965,ONLI,ONLI_BV1S,ONLI_BV1S,-14.684389,145.44,original coordinates,4.1,computer depth,4.1,4.1,Lizard,BigVicki1,5m,Shallow,NA,2023,Back,,Hap9,NA
RRAP-ECO03-2023-Shys-ONLI-3012_L3,part of plate4 renamed,batch1,L3,RRAP-ECO03-2023-Shys-ONLI-3012,ONLI-3012,3012,ONLI,ONLI_TA1S_P2,ONLI_TA1S,-14.685111,145.466972,original coordinates,1.1,computer depth,1.1,1.1,Lizard,Tail1,5m,Shallow,NA,2023,Lagoon,,Hap9,NA
RRAP-ECO03-2023-Shys-ONLI-2371_L4,,batch2,L4,RRAP-ECO03-2023-Shys-ONLI-2371,ONLI-2371,2371,ONLI,ONLI_FR1S,ONLI_FR1S,-14.69179039,145.4691158,ONLI_FR1S_P1,3,NA,NA,NA,Lizard,Front1,5m,Shallow,NA,2023,Front,,outgroup,outgroup
RRAP-ECO03-2023-Shys-ONLI-2892_L1,,batch1,L1,RRAP-ECO03-2023-Shys-ONLI-2892,ONLI-2892,2892,ONLI,ONLI_BA2S_P4,ONLI_BA2S,-14.6679995,145.4417655,plot coordinates from AG,4.8,plot depth from AG,4.8,4.2,Lizard,Back2,5m,Shallow,Plot4,2023,Back,,outgroup,outgroup
RRAP-ECO03-2023-Shys-ONLI-2382_L4,,batch2,L4,RRAP-ECO03-2023-Shys-ONLI-2382,ONLI-2382,2382,ONLI,ONLI_FR1S,ONLI_FR1S,-14.69179039,145.4691158,ONLI_FR1S_P1,3,NA,NA,NA,Lizard,Front1,5m,Shallow,NA,2023,Front,,Hap14,SH3
RRAP-ECO03-2023-Shys-ONLI-2377_L4,,batch2,L4,RRAP-ECO03-2023-Shys-ONLI-2377,ONLI-2377,2377,ONLI,ONLI_FR1S,ONLI_FR1S,-14.69179039,145.4691158,ONLI_FR1S_P1,3,NA,NA,NA,Lizard,Front1,5m,Shallow,NA,2023,Front,,Hap14,SH3
RRAP-ECO03-2023-Shys-ONLI-2374_L4,,batch2,L4,RRAP-ECO03-2023-Shys-ONLI-2374,ONLI-2374,2374,ONLI,ONLI_FR1S,ONLI_FR1S,-14.69179039,145.4691158,ONLI_FR1S_P1,3,NA,NA,NA,Lizard,Front1,5m,Shallow,NA,2023,Front,,Hap14,SH3
RRAP-ECO03-2023-Shys-ONLI-2451_L4,,batch2,L4,RRAP-ECO03-2023-Shys-ONLI-2451,ONLI-2451,2451,ONLI,ONLI_FL1S,ONLI_FL1S,-14.697944,145.4452925,original coordinates,3,NA,NA,NA,Lizard,Flank1,5m,Shallow,NA,2023,Flank,,Hap14,SH3
RRAP-ECO03-2023-Shys-ONLI-2379_L4,,batch2,L4,RRAP-ECO03-2023-Shys-ONLI-2379,ONLI-2379,2379,ONLI,ONLI_FR1S,ONLI_FR1S,-14.69179039,145.4691158,ONLI_FR1S_P1,3,NA,NA,NA,Lizard,Front1,5m,Shallow,NA,2023,Front,,Hap14,SH3
Deepcat-PM-2014-Shys-RUBY-7734_L4,actually 7695,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7695,RUBY-7695,7695,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7684_L4,outlier,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7684,RUBY-7684,7684,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7694_L4,outlier,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7694,RUBY-7694,7694,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7748_L4,"outlier, would make more sense if it was deep",batch2,L4,Deepcat-PM-2014-Shys-RUBA-7748,RUBA-7748,7748,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7760_L4,would make more sense if it was deep,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7760,RUBA-7760,7760,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7750_L4,would make more sense if it was deep,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7750,RUBA-7750,7750,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7752_L4,would make more sense if it was deep,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7752,RUBA-7752,7752,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7759_L4,would make more sense if it was deep,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7759,RUBA-7759,7759,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7753_L4,would make more sense if it was deep,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7753,RUBA-7753,7753,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7741_L4,would make more sense if it was deep,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7741,RUBA-7741,7741,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBA-7743_L4,would make more sense if it was deep,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7743,RUBA-7743,7743,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7689_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7689,RUBY-7689,7689,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7692_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7692,RUBY-7692,7692,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7681_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7681,RUBY-7681,7681,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7691_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7691,RUBY-7691,7691,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7682_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7682,RUBY-7682,7682,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7688_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7688,RUBY-7688,7688,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7686_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7686,RUBY-7686,7686,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7693_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7693,RUBY-7693,7693,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7690_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7690,RUBY-7690,7690,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7696_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7696,RUBY-7696,7696,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7695_L4,actually 7734,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7734,RUBY-7734,7734,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7728_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7728,RUBY-7728,7728,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7730_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7730,RUBY-7730,7730,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7725_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7725,RUBY-7725,7725,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7735_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7735,RUBY-7735,7735,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7740_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7740,RUBY-7740,7740,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7732_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7732,RUBY-7732,7732,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7729_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7729,RUBY-7729,7729,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7726_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7726,RUBY-7726,7726,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBA-7743-rep_L4,could be 2990,batch2,L4,Deepcat-PM-2014-Shys-RUBA-7743-rep,RUBA-7743-rep,7743,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7728-rep_L4,could be 8036,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7728-rep,RUBY-7728-rep,7728,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7738_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7738,RUBY-7738,7738,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7739_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7739,RUBY-7739,7739,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7731_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7731,RUBY-7731,7731,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7737_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7737,RUBY-7737,7737,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7722_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7722,RUBY-7722,7722,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7727_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7727,RUBY-7727,7727,RUBY,NA,NA,-15.74216,145.77838,coarse coordinates,10,coarse category,10,NA,Ruby,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-RUBY-7698_L4,,batch2,L4,Deepcat-PM-2014-Shys-RUBY-7698,RUBY-7698,7698,RUBY,NA,NA,-15.73106,145.80539,coarse coordinates,40,coarse category,40,NA,Ruby,NA,10m,Deep,NA,NA,,,Hap9,NA
Deepcat-PM-2014-Shys-SAUN-7982_L4,outlier,batch2,L4,Deepcat-PM-2014-Shys-SAUN-7982,SAUN-7982,7982,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-RUBY-7979_L4,"outlier, incorrectly assigned to Ruby",batch2,L4,Deepcat-PM-2014-Shys-SAUN-7979,SAUN-7979,7979,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,HostD1,HostD1
Deepcat-PM-2014-Shys-SABA-8032_L4,upperslope morph,batch2,L4,Deepcat-PM-2014-Shys-SABA-8032,SABA-8032,8032,SAUN,NA,NA,-11.44936,144.06802,coarse coordinates,10,coarse category,10,NA,Saunders,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-SABA-8033_L4,upperslope morph,batch2,L4,Deepcat-PM-2014-Shys-SABA-8033,SABA-8033,8033,SAUN,NA,NA,-11.44936,144.06802,coarse coordinates,10,coarse category,10,NA,Saunders,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-SABA-8036_L4,upperslope morph,batch2,L4,Deepcat-PM-2014-Shys-SABA-8036,SABA-8036,8036,SAUN,NA,NA,-11.44936,144.06802,coarse coordinates,10,coarse category,10,NA,Saunders,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-SABA-8035_L4,upperslope morph,batch2,L4,Deepcat-PM-2014-Shys-SABA-8035,SABA-8035,8035,SAUN,NA,NA,-11.44936,144.06802,coarse coordinates,10,coarse category,10,NA,Saunders,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-SABA-8034_L4,upperslope morph,batch2,L4,Deepcat-PM-2014-Shys-SABA-8034,SABA-8034,8034,SAUN,NA,NA,-11.44936,144.06802,coarse coordinates,10,coarse category,10,NA,Saunders,NA,10m,Shallow,NA,NA,,,HostU2,HostU2
Deepcat-PM-2014-Shys-SAUN-7985_L4,,batch2,L4,Deepcat-PM-2014-Shys-SAUN-7985,SAUN-7985,7985,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,Hap10,SH3
Deepcat-PM-2014-Shys-SAUN-7983_L4,,batch2,L4,Deepcat-PM-2014-Shys-SAUN-7983,SAUN-7983,7983,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,Hap10,SH3
Deepcat-PM-2014-Shys-SAUN-7981_L4,,batch2,L4,Deepcat-PM-2014-Shys-SAUN-7981,SAUN-7981,7981,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,Hap10,SH3
Deepcat-PM-2014-Shys-SAUN-7984_L4,,batch2,L4,Deepcat-PM-2014-Shys-SAUN-7984,SAUN-7984,7984,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,Hap10,SH3
Deepcat-PM-2014-Shys-SAUN-7980_L4,,batch2,L4,Deepcat-PM-2014-Shys-SAUN-7980,SAUN-7980,7980,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,Hap10,SH3
Deepcat-PM-2014-Shys-SAUN-7986_L4,,batch2,L4,Deepcat-PM-2014-Shys-SAUN-7986,SAUN-7986,7986,SAUN,NA,NA,-11.47568,144.08582,coarse coordinates,40,coarse category,40,NA,Saunders,NA,40m,Deep,NA,NA,,,Hap10,SH3
RRAP-ECO03-2022-Shys-TSAU-854_L1,,batch1,L1,RRAP-ECO03-2022-Shys-TSAU-854,TSAU-854,854,TSAU,TSAU_FR1S_P1,TSAU_FR1S,-9.87996,143.41004,original coordinates,3.1,NA,3.1,NA,Aukane,Front1,5m,Shallow,Plot1,2022,Front,,Hap15,NA
RRAP-ECO03-2022-Shys-TSAU-859_L1,859? Written on tube,batch1,L1,RRAP-ECO03-2022-Shys-TSAU-859,TSAU-859,859,TSAU,TSAU_FL1S_P1,TSAU_FL1S,-9.882025,143.39442,original coordinates,3.4,NA,3.4,NA,Aukane,Flank1,5m,Shallow,Plot1,2022,Flank,,Hap14,SH3
RRAP-ECO03-2022-Shys-TSAU-869_L1,,batch1,L1,RRAP-ECO03-2022-Shys-TSAU-869,TSAU-869,869,TSAU,TSAU_FL1S_P3,TSAU_FL1S,-9.882025,143.39442,original coordinates,2.6,NA,2.6,NA,Aukane,Flank1,5m,Shallow,Plot3,2022,Flank,,Hap14,SH3
RRAP-ECO03-2022-Shys-TSAU-866_L1,,batch1,L1,RRAP-ECO03-2022-Shys-TSAU-866,TSAU-866,866,TSAU,TSAU_FL1S_P4,TSAU_FL1S,-9.882025,143.39442,original coordinates,3.2,NA,3.2,NA,Aukane,Flank1,5m,Shallow,Plot4,2022,Flank,,Hap14,SH3
